roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
250,AL_R_250,AL_R,R,olfactory system,-0.0405249034372948,0.0669363001194896,0.04987524457539265
251,AL_R_251,AL_R,R,olfactory system,0.6050493984853603,0.0669363001194896,0.04987524457539265
252,AL_R_252,AL_R,R,olfactory system,0.4705690085407075,0.0669363001194896,0.04987524457539265
253,AL_R_253,AL_R,R,olfactory system,1.0583982885026344,0.0669363001194896,0.04987524457539265
254,AL_R_254,AL_R,R,olfactory system,0.274215556901867,0.0669363001194896,0.04987524457539265
255,AL_R_255,AL_R,R,olfactory system,-1.272129102710995,0.0669363001194896,0.04987524457539265
256,AL_R_256,AL_R,R,olfactory system,0.3404021606578047,0.0669363001194896,0.04987524457539265
257,AL_R_257,AL_R,R,olfactory system,0.8606407399432486,0.0669363001194896,0.04987524457539265
258,AL_R_258,AL_R,R,olfactory system,0.0446764591356536,0.0669363001194896,0.04987524457539265
259,AL_R_259,AL_R,R,olfactory system,1.492232726468667,0.0669363001194896,0.04987524457539265
260,AL_R_260,AL_R,R,olfactory system,0.6962012588166544,0.0669363001194896,0.04987524457539265
261,AL_R_261,AL_R,R,olfactory system,0.0966787087585912,0.0669363001194896,0.04987524457539265
262,AL_R_262,AL_R,R,olfactory system,1.9282990080162528,0.0669363001194896,0.04987524457539265
263,AL_R_263,AL_R,R,olfactory system,1.0247896603061688,0.0669363001194896,0.04987524457539265
264,AL_R_264,AL_R,R,olfactory system,0.3628056072387057,0.0669363001194896,0.04987524457539265
265,AL_R_265,AL_R,R,olfactory system,2.2930837876838024,0.0669363001194896,0.04987524457539265
266,AL_R_266,AL_R,R,olfactory system,0.6429325729383307,0.0669363001194896,0.04987524457539265
267,AL_R_267,AL_R,R,olfactory system,0.9119988360148524,0.0669363001194896,0.04987524457539265
268,AL_R_268,AL_R,R,olfactory system,0.9426290203528784,0.0669363001194896,0.04987524457539265
269,AL_R_269,AL_R,R,olfactory system,1.5859847227779895,0.0669363001194896,0.04987524457539265
270,AL_R_270,AL_R,R,olfactory system,0.076585498042334,0.0669363001194896,0.04987524457539265
271,AL_R_271,AL_R,R,olfactory system,1.5570135018601523,0.0669363001194896,0.04987524457539265
272,AL_R_272,AL_R,R,olfactory system,0.9291245712809794,0.0669363001194896,0.04987524457539265
158,ATL_R_158,ATL_R,R,inferior/ventrolateral protocerebrum,0.8490896546153496,0.0076843012696145,0.01248101921145336
188,AVLP_R_188,AVLP_R,R,optic/lateral protocerebrum,-0.11669235321014,0.0220640996038256,0.01210526524760779
189,AVLP_R_189,AVLP_R,R,optic/lateral protocerebrum,-0.4506741811959519,0.0220640996038256,0.01210526524760779
190,AVLP_R_190,AVLP_R,R,optic/lateral protocerebrum,-1.127764650001392,0.0220640996038256,0.01210526524760779
191,AVLP_R_191,AVLP_R,R,optic/lateral protocerebrum,-0.5314288109220731,0.0220640996038256,0.01210526524760779
192,AVLP_R_192,AVLP_R,R,optic/lateral protocerebrum,-0.6187202855129118,0.0220640996038256,0.01210526524760779
193,AVLP_R_193,AVLP_R,R,optic/lateral protocerebrum,0.0678397547942641,0.0220640996038256,0.01210526524760779
194,AVLP_R_194,AVLP_R,R,optic/lateral protocerebrum,-0.1705783127436995,0.0220640996038256,0.01210526524760779
195,AVLP_R_195,AVLP_R,R,optic/lateral protocerebrum,-1.070933016584947,0.0220640996038256,0.01210526524760779
196,AVLP_R_196,AVLP_R,R,optic/lateral protocerebrum,0.1740235513744681,0.0220640996038256,0.01210526524760779
197,AVLP_R_197,AVLP_R,R,optic/lateral protocerebrum,-0.3050813285432754,0.0220640996038256,0.01210526524760779
198,AVLP_R_198,AVLP_R,R,optic/lateral protocerebrum,-1.2162822338352637,0.0220640996038256,0.01210526524760779
199,AVLP_R_199,AVLP_R,R,optic/lateral protocerebrum,-0.5505691722812069,0.0220640996038256,0.01210526524760779
200,AVLP_R_200,AVLP_R,R,optic/lateral protocerebrum,-0.6610363393887485,0.0220640996038256,0.01210526524760779
201,AVLP_R_201,AVLP_R,R,optic/lateral protocerebrum,-0.6975209166432496,0.0220640996038256,0.01210526524760779
202,AVLP_R_202,AVLP_R,R,optic/lateral protocerebrum,-0.9494350914253186,0.0220640996038256,0.01210526524760779
203,AVLP_R_203,AVLP_R,R,optic/lateral protocerebrum,-0.2958315862818684,0.0220640996038256,0.01210526524760779
