recording_id,roi,label,atlas_region,base_region,side,n_rois_recording,n_time,n_windows,FCS,FCS_z,FCV,FCV_z,Metastability,Metastability_z,NetTE,NetTE_z,NeighborNetTE,NeighborNetTE_z
2018-12-12_4,661,LO_R_661,LO_R,LO,R,679,2000,247,0.050582147789407575,-0.8877428953903072,0.20206425670204453,-0.813780456814823,0.12946491,0.6240214385836352,-0.052687573359295685,-1.5392551624371598,0.005267150904869165,-0.4527441233593987
2018-12-12_4,662,LO_R_662,LO_R,LO,R,679,2000,247,0.09070122653548232,0.17293198511691532,0.23105858272852864,0.8195452940146863,0.1189536,0.26470814871356096,-0.0183901714468732,-0.5372645679592639,0.006864150858513485,-0.23687044500481555
2018-12-12_4,663,LO_R_663,LO_R,LO,R,679,2000,247,0.033835790100984794,-1.330485886886265,0.19422626970506604,-1.2553146378521125,0.15953483,1.6519163521217812,-0.02699127962955639,-0.7885439366747674,0.017366311492060242,1.18275392095767
2018-12-12_4,664,LO_R_664,LO_R,LO,R,679,2000,247,0.016413816524174618,-1.7910909236754289,0.17949291743808252,-2.0852826678634173,0.1718093,2.0715007862621957,-0.0010914917483068672,-0.03188767675599332,0.04422566457033421,4.8134536802156855
2018-12-12_4,665,LO_R_665,LO_R,LO,R,679,2000,247,0.04148229973741517,-1.1283261925859158,0.19280471782960482,-1.3353943500761511,0.15980679,1.6612129331541836,-0.01583163278963098,-0.46251745805540084,0.015000759368234556,0.862991583366845
2018-12-12_4,666,LO_R_666,LO_R,LO,R,679,2000,247,0.01681174175134348,-1.7805705102968084,0.18385058739167334,-1.839803792364996,0.1572863,1.5750538847794222,-0.03626978885214831,-1.0596134187175503,,
2018-12-12_4,669,LO_R_669,LO_R,LO,R,679,2000,247,0.020344452663316765,-1.6871721112921843,0.1811163828654366,-1.9938286404217453,0.17190182,2.074663488121282,-0.004697207937698404,-0.13722783393035973,,
2018-12-12_4,670,LO_R_670,LO_R,LO,R,679,2000,247,0.01976789370471122,-1.7024152729907596,0.18724696545978559,-1.6484769874883043,0.16603307,1.874049167990521,-0.013496189034107117,-0.39428801365193233,,
2018-12-12_4,671,LO_R_671,LO_R,LO,R,679,2000,247,0.030238597238735326,-1.4255890704233793,0.1876527698068759,-1.6256169737981867,0.12717591,0.5457755120289588,-0.05945085562424938,-1.7368428757743681,0.037768763273726996,3.940645243064336
2018-12-12_4,672,LO_R_672,LO_R,LO,R,679,2000,247,0.03406925719984998,-1.3243134448728644,0.18923261850233883,-1.536619990238127,0.14460692,1.1416282366565698,-0.05218239842603604,-1.5244965946312168,-6.994415769301333e-05,-1.1741833070326515
2018-12-12_4,597,LOP_R_597,LOP_R,LOP,R,679,2000,247,0.019259979296387064,-1.7158435986451674,0.18000129331932374,-2.0566445330375385,0.16786198,1.9365676694201928,-0.005051372554235622,-0.1475746705675287,,
2018-12-12_4,712,MB_R_712,MB_R,MB,R,679,2000,247,0.10225226328321764,0.4783202169774842,0.23984477657106273,1.314494431362536,0.13961901,0.971124019971503,0.0010579232192408723,0.03090698001166058,0.0036636416415880536,-0.6694976944225797
2018-12-12_4,713,MB_R_713,MB_R,MB,R,679,2000,247,0.0787243240649284,-0.14371535559612048,0.21326691032464276,-0.18270585888487875,0.116379276,0.17670873283728897,-0.017847470782565333,-0.5214096946763862,0.004971635053696411,-0.49269033228643777
2018-12-12_4,714,MB_R_714,MB_R,MB,R,679,2000,247,0.05861693474751202,-0.6753178606424132,0.2149179372618354,-0.08969921995260291,0.13626364,0.8564257769179052,-0.00963251066537008,-0.2814115515966534,0.008155985200208153,-0.062247377214477234
2018-12-12_4,715,MB_R_715,MB_R,MB,R,679,2000,247,0.04520613685832401,-1.029874767062223,0.21726320336142224,0.042415715552493606,0.05740058,-1.8393892877822262,0.07277184207497885,2.126012386831821,0.013735761680477637,0.6919961469906784
