recording_id,atlas_region,base_region,side,n_rois_total,n_present_rois,n_valid_regions,n_time,n_windows,FCS,FCV,FCS_z,FCV_z
2017-10-26_1,IB_R,IB,R,4,4,66,2000,247,0.1589435661824307,0.22648579070143687,0.02694600397745055,-0.37833220778634213
2017-10-26_1,ICL_R,ICL,R,8,8,66,2000,247,0.22960928619064475,0.2664740936227861,1.3301595494649632,1.1824603283562716
2017-10-26_1,IPS_R,IPS,R,11,11,66,2000,247,0.15672249528691035,0.22453569762130862,-0.01401487035021125,-0.45444673383247114
2017-10-26_1,IVLP_R,IVLP,R,5,5,66,2000,247,0.14314660152462977,0.20501886367083677,-0.2643807994180387,-1.2162127137227579
2017-10-26_1,LAL_R,LAL,R,9,9,66,2000,247,0.21096855134632772,0.2698335051594105,0.9863880836944134,1.3135822832566226
2017-10-26_1,LB_R,LB,R,1,1,66,2000,247,0.059701287712798014,0.20069788524178592,-1.8032749514113222,-1.3848658044568283
2017-10-26_1,LH_R,LH,R,14,14,66,2000,247,0.14916095438690563,0.25403862792622217,-0.15346441568136382,0.6970888415785166
2017-10-26_1,LO_R,LO,R,40,29,66,2000,247,0.06947725291246189,0.20292969137032385,-1.6229871079288583,-1.2977556724167008
2017-10-26_1,LOP_R,LOP,R,24,0,66,2000,247,,,,
2017-10-26_1,MB_R,MB,R,16,16,66,2000,247,0.2162832817012996,0.2852694819423668,1.08440206541579,1.9160673999242324
2017-10-26_1,ME_R,ME,R,129,23,66,2000,247,0.06151361009753341,0.19913715781385746,-1.7698521959323874,-1.445782911273163
2017-10-26_1,OTU_R,OTU,R,3,3,66,2000,247,0.14038356444648586,0.2338582742593322,-0.31533658599323844,-0.09057512710628736
2017-10-26_1,PLP_R,PLP,R,15,15,66,2000,247,0.1986903350331274,0.2437244215915168,0.7599538548783985,0.294512710875848
2017-10-26_1,PVLP_R,PVLP,R,17,17,66,2000,247,0.17253231390061152,0.21338046214868245,0.2775489850337155,-0.8898492638881473
2017-10-26_1,SCL_R,SCL,R,6,6,66,2000,247,0.21976263952303207,0.25489664525591466,1.148568202014308,0.7305783109040596
2017-10-26_1,SIP_R,SIP,R,6,6,66,2000,247,0.20654189892744573,0.2629281722803605,0.9047519892375607,1.0440586668531027
2017-10-26_1,SLP_R,SLP,R,22,22,66,2000,247,0.1845705258755438,0.26591829841947356,0.49955706628383395,1.1607669595063779
2017-10-26_1,SMP_R,SMP,R,21,21,66,2000,247,0.2339682215364065,0.2777029479782705,1.4105468091693956,1.6207362937540335
2017-10-26_1,SPS_R,SPS,R,12,12,66,2000,247,0.18917763434907642,0.21746865193801784,0.5845211219467511,-0.7302821994373454
2017-10-26_1,VES_R,VES,R,6,6,66,2000,247,0.19471958658281538,0.2318689659228742,0.6867255177784766,-0.16822027273141596
2017-10-26_1,WED_R,WED,R,1,1,66,2000,247,0.05331518489474558,0.1856366090107487,-1.9210471285630517,-1.972725898755421
2017-10-26_1,EB,EB,midline,3,3,66,2000,247,0.19894613807042466,0.27402968723588605,0.7646713612328779,1.477364419201227
2017-10-26_1,FB,FB,midline,13,13,66,2000,247,0.22488863682183022,0.24194109386345308,1.2431015784965633,0.22490724117305658
2017-10-26_1,FLA,FLA,midline,6,6,66,2000,247,0.2089513511814604,0.26394379399388407,0.9491869828139702,1.0836996286896126
2017-10-26_1,NO,NO,midline,1,1,66,2000,247,0.17801963397596304,0.24279197694937266,0.37874585743227623,0.2581182522090922
2017-10-26_1,PB,PB,midline,1,1,66,2000,247,0.1609366436641113,0.2400609842792235,0.06370223558494578,0.1515242568546839
2017-10-26_1,PRW,PRW,midline,7,7,66,2000,247,0.1116200796683958,0.24506850528140486,-0.8457912813373696,0.3469739467341044
2017-10-26_1,SAD,SAD,midline,20,20,66,2000,247,0.1922513240774757,0.2532805444467354,0.641205948595516,0.6674999130640175
2017-10-26_1,SOG,SOG,midline,74,71,66,2000,247,0.17292056028586356,0.27517167274942844,0.28470900474607674,1.5219375152244727
2017-10-30_1,AL_L,AL,L,22,22,64,2000,247,0.13614583513020515,0.22182470650387562,0.42508465164525366,1.3036849011533314
2017-10-30_1,AME_L,AME,L,1,0,64,2000,247,,,,
2017-10-30_1,AMMC_L,AMMC,L,4,4,64,2000,247,0.08591003491478447,0.19150274772505313,-0.7220338913983114,-1.2873786867228008
2017-10-30_1,ATL_L,ATL,L,1,1,64,2000,247,0.08680195196258446,0.190708402789596,-0.701667248884394,-1.3552568292098977
2017-10-30_1,AVLP_L,AVLP,L,34,34,64,2000,247,0.1553554530598419,0.2282310846597244,0.8637301760994309,1.8511209454691138
2017-10-30_1,CRE_L,CRE,L,10,10,64,2000,247,0.1645223303052043,0.2144737844550907,1.0730529065997287,0.6755359548120059
2017-10-30_1,EPA_L,EPA,L,1,1,64,2000,247,0.06819274061873472,0.19031140973121197,-1.126602679641082,-1.3891805696160375
2017-10-30_1,GA_L,GA,L,1,1,64,2000,247,0.03083163224315108,0.19224066287191932,-1.979731723520359,-1.2243225668351032
2017-10-30_1,GOR_L,GOR,L,1,1,64,2000,247,0.1085921970131544,0.19608213796661594,-0.2040939237301324,-0.8960619055036466
2017-10-30_1,IB_L,IB,L,3,3,64,2000,247,0.16045804699026897,0.19738224920316644,0.9802462879183816,-0.7849651617283945
2017-10-30_1,ICL_L,ICL,L,8,8,64,2000,247,0.14786753267572544,0.20851105412360627,0.6927458922894717,0.16601038098844573
2017-10-30_1,IPS_L,IPS,L,8,8,64,2000,247,0.13571344046353367,0.20762468711350424,0.41521105676023123,0.09026879377363749
2017-10-30_1,IVLP_L,IVLP,L,7,7,64,2000,247,0.11691063686624824,0.20056334853315022,-0.014144991618817203,-0.5131347465675232
2017-10-30_1,LAL_L,LAL,L,5,5,64,2000,247,0.16288420123070757,0.2169844750982083,1.0356467494529145,0.8900787933289842
2017-10-30_1,LB_L,LB,L,1,1,64,2000,247,0.06421339435525346,0.19945730309765908,-1.2174697877284582,-0.6076482334877437
2017-10-30_1,LH_L,LH,L,11,11,64,2000,247,0.15869843912014595,0.21918649582945382,0.9400662010550711,1.0782452563895273
2017-10-30_1,LO_L,LO,L,39,22,64,2000,247,0.04597151857635363,0.19065558766226648,-1.6340172275251836,-1.359769972780561
2017-10-30_1,LOP_L,LOP,L,22,0,64,2000,247,,,,
2017-10-30_1,MB_L,MB,L,16,16,64,2000,247,0.15327035304211614,0.22051812601098247,0.8161175794218233,1.1920353482844337
2017-10-30_1,ME_L,ME,L,131,0,64,2000,247,,,,
2017-10-30_1,OTU_L,OTU,L,4,4,64,2000,247,0.10698602182403426,0.21821542196837976,-0.2407704240529169,0.995265322905659
2017-10-30_1,PLP_L,PLP,L,13,13,64,2000,247,0.1776587715059266,0.21004136779821672,1.3730193692883104,0.2967783194727305
2017-10-30_1,PVLP_L,PVLP,L,11,11,64,2000,247,0.1576873836175131,0.2170652146394462,0.9169790697633845,0.8969781261501019
2017-10-30_1,SCL_L,SCL,L,8,8,64,2000,247,0.17872949133229912,0.2110393758184686,1.3974689164632208,0.3820598232352459
2017-10-30_1,SIP_L,SIP,L,7,7,64,2000,247,0.1444890546889353,0.21064220123139235,0.6155994204647468,0.3481205708897887
2017-10-30_1,SLP_L,SLP,L,23,23,64,2000,247,0.1518462761514787,0.2289923724304434,0.7835992359105243,1.916174296309466
2017-10-30_1,SMP_L,SMP,L,22,22,64,2000,247,0.14290158015704899,0.21160479029988824,0.5793499437105732,0.43037546423821105
2017-10-30_1,SPS_L,SPS,L,15,15,64,2000,247,0.16959683985782098,0.2091446748510438,1.1889277205709698,0.22015436315537623
2017-10-30_1,VES_L,VES,L,6,6,64,2000,247,0.1718313505976034,0.216998035772375,1.2399520636339392,0.8912375762861362
2017-10-30_1,WED_L,WED,L,1,1,64,2000,247,0.07927642402905398,0.19547975316445382,-0.8735102891410753,-0.9475367240718441
2017-10-30_1,AL_R,AL,R,23,23,64,2000,247,0.1171159383760849,0.22000055526485052,-0.009456996845396913,1.1478080368421064
2017-10-30_1,AME_R,AME,R,1,1,64,2000,247,0.03788108452525819,0.18813974934640756,-1.8187597195624419,-1.5747526887968641
2017-10-30_1,AMMC_R,AMMC,R,4,4,64,2000,247,0.074282617218762,0.1914970305178539,-0.9875422816224992,-1.2878672319222153
2017-10-30_1,ATL_R,ATL,R,1,1,64,2000,247,0.09643360700345613,0.19526713672913812,-0.4817314650369346,-0.9657051645657113
2017-10-30_1,AVLP_R,AVLP,R,28,28,64,2000,247,0.14605305733086832,0.22015059321389482,0.6513129240665021,1.1606290379325714
2017-10-30_1,CRE_R,CRE,R,8,8,64,2000,247,0.13033996313840762,0.22939182923380486,0.2925094086558165,1.950308567966155
2017-10-30_1,EPA_R,EPA,R,1,1,64,2000,247,0.06982248855540688,0.18985039308340615,-1.0893879031146447,-1.4285752359780488
2017-10-30_1,GA_R,GA,R,1,1,64,2000,247,0.04584965705655558,0.19589438263703038,-1.6367998966265886,-0.9121059217054829
2017-10-30_1,GOR_R,GOR,R,1,1,64,2000,247,0.10871700463095776,0.20354910618600866,-0.20124398141645566,-0.25799661406840524
2017-10-30_1,IB_R,IB,R,4,4,64,2000,247,0.1404854856686674,0.20443373325285366,0.5241791934192878,-0.1824037080008521
2017-10-30_1,ICL_R,ICL,R,8,8,64,2000,247,0.15116926460534827,0.1970058213554846,0.7681398922733065,-0.817131569469578
2017-10-30_1,IPS_R,IPS,R,11,11,64,2000,247,0.10270309907100386,0.21334753767774223,-0.33856960486334287,0.5792962284461568
2017-10-30_1,IVLP_R,IVLP,R,5,5,64,2000,247,0.14094575406638474,0.2045430113127989,0.5346892761000538,-0.17306570961680323
2017-10-30_1,LAL_R,LAL,R,9,9,64,2000,247,0.17083105881302924,0.21451519362898713,1.2171107184255683,0.6790744400223363
2017-10-30_1,LB_R,LB,R,1,1,64,2000,247,0.06024629418426727,0.1953026349664029,-1.3080572601830651,-0.9626717790683728
2017-10-30_1,LH_R,LH,R,14,14,64,2000,247,0.06783087297693532,0.20109541006782386,-1.134865812312513,-0.46766917229317234
2017-10-30_1,LO_R,LO,R,40,29,64,2000,247,0.02369707414022119,0.18682706213673161,-2.1426470918671807,-1.6869240711297755
2017-10-30_1,LOP_R,LOP,R,24,0,64,2000,247,,,,
2017-10-30_1,MB_R,MB,R,16,16,64,2000,247,0.1230048438051492,0.22873586338700108,0.12501428831263148,1.894255156874169
2017-10-30_1,ME_R,ME,R,129,24,64,2000,247,0.03200328865558472,0.18989717660423924,-1.9529773214601733,-1.4245775035680985
2017-10-30_1,OTU_R,OTU,R,3,3,64,2000,247,0.06255495933128939,0.1910478699269915,-1.2553396247821955,-1.3262487778039203
2017-10-30_1,PLP_R,PLP,R,15,15,64,2000,247,0.126091621094834,0.21030370704926574,0.19549986736301245,0.31919566018683176
2017-10-30_1,PVLP_R,PVLP,R,17,17,64,2000,247,0.13698878050199162,0.20654194701273118,0.4443330414907924,-0.0022532121663542105
2017-10-30_1,SCL_R,SCL,R,6,6,64,2000,247,0.13731574531562268,0.2166390656475521,0.45179917916612783,0.8605629610230345
2017-10-30_1,SIP_R,SIP,R,6,6,64,2000,247,0.12208944976073334,0.20553794591558947,0.10411155603727809,-0.08804683466835703
2017-10-30_1,SLP_R,SLP,R,22,22,64,2000,247,0.1313497223346021,0.21897212801914956,0.31556693920168977,1.0599271578872616
2017-10-30_1,SMP_R,SMP,R,21,21,64,2000,247,0.13598611182931938,0.2101223812743006,0.42143742079760127,0.30370106049811685
2017-10-30_1,SPS_R,SPS,R,12,12,64,2000,247,0.15505537751027038,0.20978289406070894,0.8568780462288723,0.2746912935466077
2017-10-30_1,VES_R,VES,R,6,6,64,2000,247,0.17274139250932646,0.21247147005939357,1.2607325816590882,0.5044347419908044
2017-10-30_1,WED_R,WED,R,1,1,64,2000,247,0.053109887756201415,0.1841857109168206,-1.4710148344473388,-1.9126320809132193
2017-10-30_1,EB,EB,midline,3,3,64,2000,247,0.1175658831953203,0.20943640092645416,0.0008173501994993636,0.24508285861120827
2017-10-30_1,FB,FB,midline,13,13,64,2000,247,0.184099778435938,0.20407827657123498,1.5200977168731893,-0.21277809349248794
2017-10-30_1,FLA,FLA,midline,6,6,64,2000,247,0.16098223837070483,0.20660139923568502,0.9922160316076041,0.0028270826535691587
2017-10-30_1,NO,NO,midline,1,1,64,2000,247,0.08103734548768236,0.19940006621582293,-0.8333002069014402,-0.612539223594649
2017-10-30_1,PB,PB,midline,1,1,64,2000,247,0.10634631317113082,0.2011951093581977,-0.25537796797068457,-0.4591496962623171
2017-10-30_1,PRW,PRW,midline,7,7,64,2000,247,0.060922967165897096,0.21986727549091917,-1.2926056475586907,1.136419050670307
2017-10-30_1,SAD,SAD,midline,20,20,64,2000,247,0.17515464744280487,0.21688733359484957,1.3158384916160013,0.8817778846027259
2017-10-30_1,SOG,SOG,midline,74,71,64,2000,247,0.09977808550193468,0.21237550343870962,-0.40536136072957724,0.4962342290120923
2017-10-30_2,AL_L,AL,L,22,22,66,2000,247,0.17811565568514107,0.23565011203048022,1.4710696772214151,1.4172837992411782
2017-10-30_2,AME_L,AME,L,1,1,66,2000,247,0.02169383993122082,0.18700178303693418,-1.6160814757657218,-1.28430496277493
2017-10-30_2,AMMC_L,AMMC,L,4,4,66,2000,247,0.05486373176177081,0.19596427674942885,-0.9614383282252568,-0.7865905953086222
2017-10-30_2,ATL_L,ATL,L,1,1,66,2000,247,0.10421992206882216,0.21031354267465152,0.012658661245647122,0.010267516136585744
2017-10-30_2,AVLP_L,AVLP,L,34,34,66,2000,247,0.15419581699815138,0.2168829266589609,0.9989861815408848,0.37508526656195623
2017-10-30_2,CRE_L,CRE,L,10,10,66,2000,247,0.16450408753125856,0.23473898853648592,1.2024308807869846,1.3666863574973844
2017-10-30_2,EPA_L,EPA,L,1,1,66,2000,247,0.05389522738176223,0.18513716455235688,-0.9805527938067091,-1.387852863547634
2017-10-30_2,GA_L,GA,L,1,1,66,2000,247,0.0421014004747412,0.1905512154755829,-1.2133165304930236,-1.0871942503173457
2017-10-30_2,GOR_L,GOR,L,1,1,66,2000,247,0.07118047849823791,0.20151710274956333,-0.6394099509321036,-0.47822538257162645
2017-10-30_2,IB_L,IB,L,3,3,66,2000,247,0.10368761815762549,0.1995284052962629,0.00215307655293662,-0.5886637635404626
2017-10-30_2,ICL_L,ICL,L,8,8,66,2000,247,0.15357870063488432,0.20884318046841685,0.9868067327651191,-0.0713861417513098
2017-10-30_2,IPS_L,IPS,L,8,8,66,2000,247,0.07781117391126109,0.1963339946704691,-0.5085461140001506,-0.7660590415787738
2017-10-30_2,IVLP_L,IVLP,L,7,7,66,2000,247,0.09386410006380384,0.19762236080286036,-0.1917245169500109,-0.6945121758047794
2017-10-30_2,LAL_L,LAL,L,5,5,66,2000,247,0.1513725155015824,0.22333866512341613,0.9432653191512357,0.7335919377448696
2017-10-30_2,LB_L,LB,L,1,1,66,2000,247,0.03577883854014071,0.1988971835065302,-1.3380990250073497,-0.6237174175664364
2017-10-30_2,LH_L,LH,L,11,11,66,2000,247,0.1696274359476152,0.24173063194180305,1.3035456191275274,1.7549534499669872
2017-10-30_2,LO_L,LO,L,39,22,66,2000,247,0.033344524256536806,0.18184155354991285,-1.3861428104035214,-1.5708681044074089
2017-10-30_2,LOP_L,LOP,L,22,0,66,2000,247,,,,
2017-10-30_2,MB_L,MB,L,16,16,66,2000,247,0.1689970666245621,0.238531523295975,1.2911046090734528,1.5772972766751099
2017-10-30_2,ME_L,ME,L,131,16,66,2000,247,0.015338635861485336,0.18462943012225835,-1.74150819758704,-1.4160488912184876
2017-10-30_2,OTU_L,OTU,L,4,4,66,2000,247,0.09269543281798741,0.2199103556903386,-0.21478940989983006,0.5432075519143754
2017-10-30_2,PLP_L,PLP,L,13,13,66,2000,247,0.1482258755095135,0.22445728275505145,0.8811630271356956,0.7957121561601818
2017-10-30_2,PVLP_L,PVLP,L,11,11,66,2000,247,0.1266135081976034,0.203830981443148,0.4546199369397066,-0.34972870437973624
2017-10-30_2,SCL_L,SCL,L,8,8,66,2000,247,0.16828692860003983,0.2399638989546964,1.2770892787269952,1.6568414267547669
2017-10-30_2,SIP_L,SIP,L,7,7,66,2000,247,0.17132429943136204,0.23842592779202762,1.3370350274626914,1.5714332391493506
2017-10-30_2,SLP_L,SLP,L,23,23,66,2000,247,0.1873896950513523,0.24622416782013795,1.6541027227352703,2.0044930802436256
2017-10-30_2,SMP_L,SMP,L,22,22,66,2000,247,0.18484049560593832,0.2351748258070129,1.6037915562961558,1.3908897185682174
2017-10-30_2,SPS_L,SPS,L,15,15,66,2000,247,0.11376405699116465,0.20395495947038123,0.20102233026306154,-0.3428438297696626
2017-10-30_2,VES_L,VES,L,6,6,66,2000,247,0.14890910643226607,0.21492486709838862,0.8946473171675303,0.26634830038780416
2017-10-30_2,WED_L,WED,L,1,1,66,2000,247,0.027245090955229163,0.185492150111685,-1.5065216236652395,-1.3681394423962914
2017-10-30_2,AL_R,AL,R,23,23,66,2000,247,0.14161942653032086,0.2248847198228295,0.7507777194024674,0.8194490285804356
2017-10-30_2,AME_R,AME,R,1,1,66,2000,247,0.025184522013587844,0.17897594192082536,-1.547189146627669,-1.7300041802728823
2017-10-30_2,AMMC_R,AMMC,R,4,4,66,2000,247,0.036351702439110616,0.1896258499851915,-1.3267929457518073,-1.1385825931714364
2017-10-30_2,ATL_R,ATL,R,1,1,66,2000,247,0.07618453090117534,0.2252486067783056,-0.5406496464894085,0.8396567711668026
2017-10-30_2,AVLP_R,AVLP,R,28,28,66,2000,247,0.11614462023173028,0.22670981989720884,0.2480052815697547,0.9208023525795415
2017-10-30_2,CRE_R,CRE,R,8,8,66,2000,247,0.13596361901301818,0.22632726598918482,0.6391543335342036,0.8995579776921705
2017-10-30_2,EPA_R,EPA,R,1,1,66,2000,247,0.06149539950614442,0.19132007780058866,-0.8305553012983846,-1.0444970013111428
2017-10-30_2,GA_R,GA,R,1,1,66,2000,247,0.07454342249967512,0.20630773460925095,-0.5730386688866332,-0.2121871143958502
2017-10-30_2,GOR_R,GOR,R,1,1,66,2000,247,0.08481939670902726,0.2003100855053035,-0.37023137199158695,-0.5452546986882116
2017-10-30_2,IB_R,IB,R,4,4,66,2000,247,0.10108073592320656,0.19537033198683113,-0.04929652117036815,-0.8195741433376861
2017-10-30_2,ICL_R,ICL,R,8,8,66,2000,247,0.14340082540996735,0.22509435271497713,0.7859355238220392,0.8310905767546818
2017-10-30_2,IPS_R,IPS,R,11,11,66,2000,247,0.06770639420982592,0.19589856146127554,-0.7079747049266358,-0.7902399639023752
2017-10-30_2,IVLP_R,IVLP,R,5,5,66,2000,247,0.07195580497549284,0.19419878854120518,-0.624108057032825,-0.884633492186782
2017-10-30_2,LAL_R,LAL,R,9,9,66,2000,247,0.12761121768350542,0.2076454722845635,0.474310796394977,-0.13789849760431713
2017-10-30_2,LB_R,LB,R,1,1,66,2000,247,0.030191576984500142,0.1872341555632372,-1.4483695833076817,-1.2714006139792131
2017-10-30_2,LH_R,LH,R,14,14,66,2000,247,0.12688206261257617,0.2230848131241523,0.45992014438089424,0.7194947688880012
2017-10-30_2,LO_R,LO,R,40,30,66,2000,247,0.02581595821768854,0.1833044488740096,-1.5347270805396884,-1.4896291050553452
2017-10-30_2,LOP_R,LOP,R,24,0,66,2000,247,,,,
2017-10-30_2,MB_R,MB,R,16,16,66,2000,247,0.14134859996380605,0.22777476947186825,0.7454326686303229,0.9799422215644636
2017-10-30_2,ME_R,ME,R,129,24,66,2000,247,0.026708927955016774,0.18631049319047926,-1.5171033715903413,-1.3226943775629736
2017-10-30_2,OTU_R,OTU,R,3,3,66,2000,247,0.11828033702147384,0.222088342568152,0.29015592736128054,0.6641577468059582
2017-10-30_2,PLP_R,PLP,R,15,15,66,2000,247,0.13544724295651414,0.2220829431910197,0.628963102020057,0.6638579030726943
2017-10-30_2,PVLP_R,PVLP,R,17,17,66,2000,247,0.1254618568798768,0.22151490675248522,0.4318908714559509,0.632313122593924
2017-10-30_2,SCL_R,SCL,R,6,6,66,2000,247,0.1495245848047624,0.22682014491696645,0.9067944384506632,0.9269290344145105
2017-10-30_2,SIP_R,SIP,R,6,6,66,2000,247,0.14951811466969622,0.2283000458559983,0.9066667434432034,1.009112406968087
2017-10-30_2,SLP_R,SLP,R,22,22,66,2000,247,0.18471542890019219,0.22708597215970402,1.6013232316383479,0.9416912247399549
2017-10-30_2,SMP_R,SMP,R,21,21,66,2000,247,0.13216619861382964,0.22556263091976986,0.5642081969788365,0.8570954809669713
2017-10-30_2,SPS_R,SPS,R,12,12,66,2000,247,0.10111735822135309,0.20945125364959233,-0.04857374110671018,-0.03761799993157753
2017-10-30_2,VES_R,VES,R,6,6,66,2000,247,0.09744905105176595,0.20219059090980007,-0.12097169054566571,-0.44082454922978925
2017-10-30_2,WED_R,WED,R,1,1,66,2000,247,0.03545499031364457,0.18048211577493312,-1.3444905147174115,-1.6463617933280021
2017-10-30_2,EB,EB,midline,3,3,66,2000,247,0.15738381077478056,0.2112619414848444,1.0619046345443939,0.06293496886381982
2017-10-30_2,FB,FB,midline,13,13,66,2000,247,0.17734668326660014,0.2271460717907759,1.4558931874391423,0.9450287389211022
2017-10-30_2,FLA,FLA,midline,6,6,66,2000,247,0.10797753232436401,0.20830758027099905,0.08681910221074679,-0.10112963971337763
2017-10-30_2,NO,NO,midline,1,1,66,2000,247,0.06442199800183507,0.1902802480618058,-0.7727957626000532,-1.1022418898782014
2017-10-30_2,PB,PB,midline,1,1,66,2000,247,0.0669046865773019,0.1977721134651347,-0.7237972590261146,-0.6861959577999216
2017-10-30_2,PRW,PRW,midline,7,7,66,2000,247,0.05758206742480518,0.20919143190813463,-0.9077890783690565,-0.0520466866176646
2017-10-30_2,SAD,SAD,midline,20,20,66,2000,247,0.10664284892607413,0.199448502457844,0.06047770365298125,-0.5931010096862507
2017-10-30_2,SOG,SOG,midline,74,71,66,2000,247,0.03631383305382339,0.2224644741950808,-1.3275403384085729,0.6850454730109946
2017-11-08_1,AL_L,AL,L,22,22,66,4000,497,0.22604240576099904,0.24172932157909005,0.9258395612513045,1.7885539651622968
2017-11-08_1,AME_L,AME,L,1,1,66,4000,497,0.06242772452364058,0.19042562246970934,-1.4121995007729191,-1.9319024294451155
2017-11-08_1,AMMC_L,AMMC,L,4,4,66,4000,497,0.17013482447297404,0.2126643570950084,0.12692525890292333,-0.3191874813812107
2017-11-08_1,ATL_L,ATL,L,1,1,66,4000,497,0.15034034150645756,0.21230348935657858,-0.15593612027336903,-0.34535699173535184
2017-11-08_1,AVLP_L,AVLP,L,34,34,66,4000,497,0.2250999673648029,0.22717784965557852,0.9123722014325273,0.7333061427127902
2017-11-08_1,CRE_L,CRE,L,10,10,66,4000,497,0.23649395499709558,0.22294893253213824,1.07519125871428,0.4266323155366252
2017-11-08_1,EPA_L,EPA,L,1,1,66,4000,497,0.1065768291872548,0.20261874948262432,-0.78131277058286,-1.0476777409145135
2017-11-08_1,GA_L,GA,L,1,1,66,4000,497,0.11636185093872344,0.20893938835586665,-0.6414856908570425,-0.589315834810576
2017-11-08_1,GOR_L,GOR,L,1,1,66,4000,497,0.14922154161618723,0.20296592920838033,-0.17192366996180852,-1.0225008617968274
2017-11-08_1,IB_L,IB,L,3,3,66,4000,497,0.21488248581582148,0.21112249330863286,0.7663653101415535,-0.43100080251043765
2017-11-08_1,ICL_L,ICL,L,8,8,66,4000,497,0.23906714273324417,0.21683845174106808,1.1119618797584225,-0.016489286373478147
2017-11-08_1,IPS_L,IPS,L,8,8,66,4000,497,0.20589950377325136,0.21604090628092834,0.6379993056353789,-0.07432591723397038
2017-11-08_1,IVLP_L,IVLP,L,7,7,66,4000,497,0.2011105317395545,0.21844121366742275,0.5695653265019206,0.0997402635704011
2017-11-08_1,LAL_L,LAL,L,5,5,66,4000,497,0.20836022788725764,0.2240508843854385,0.673162831646014,0.5065439766903292
2017-11-08_1,LB_L,LB,L,1,1,66,4000,497,0.1052208584439281,0.2208304389647636,-0.8006894704051738,0.27300279024899304
2017-11-08_1,LH_L,LH,L,11,11,66,4000,497,0.23200457318376622,0.22770026054034087,1.0110383968529537,0.7711904853735948
2017-11-08_1,LO_L,LO,L,39,22,66,4000,497,0.02245095048515541,0.19274548092245944,-1.9834640020318233,-1.763670267535761
2017-11-08_1,LOP_L,LOP,L,22,0,66,4000,497,,,,
2017-11-08_1,MB_L,MB,L,16,16,66,4000,497,0.2355761995498507,0.23428549306458882,1.062076616013414,1.2487402698945949
2017-11-08_1,ME_L,ME,L,131,16,66,4000,497,0.018943231017084613,0.18418989800089405,-2.0335889973742325,-2.384106488367872
2017-11-08_1,OTU_L,OTU,L,4,4,66,4000,497,0.1670344235302071,0.22176402121178196,0.08262080860967719,0.3407045759117806
2017-11-08_1,PLP_L,PLP,L,13,13,66,4000,497,0.2421283663002501,0.22050061686047587,1.1557064888798119,0.24908465611281788
2017-11-08_1,PVLP_L,PVLP,L,11,11,66,4000,497,0.22912437139575517,0.23437654240936026,0.9698805726531029,1.2553430124426035
2017-11-08_1,SCL_L,SCL,L,8,8,66,4000,497,0.23190493316826555,0.2256411161958343,1.0096145500036402,0.6218648640844586
2017-11-08_1,SIP_L,SIP,L,7,7,66,4000,497,0.20245464425899715,0.21760591233334511,0.5887725733727174,0.039165641394180384
2017-11-08_1,SLP_L,SLP,L,23,23,66,4000,497,0.2640664715298032,0.22063746372568313,1.4692000371701563,0.259008556408133
2017-11-08_1,SMP_L,SMP,L,22,22,66,4000,497,0.2366387395672619,0.23253807445413868,1.0772602171846763,1.122020464965042
2017-11-08_1,SPS_L,SPS,L,15,15,66,4000,497,0.22761817999362005,0.21551544858389454,0.9483572331431955,-0.11243120950260577
2017-11-08_1,VES_L,VES,L,6,6,66,4000,497,0.24628385292213137,0.22042125478720592,1.215088018521292,0.24332945447800083
2017-11-08_1,WED_L,WED,L,1,1,66,4000,497,0.0888918473940289,0.1997001324846757,-1.0340295679451021,-1.2593308470633915
2017-11-08_1,AL_R,AL,R,23,23,66,4000,497,0.1898622917513409,0.2462826148014424,0.40882898993005634,2.1187509914918445
2017-11-08_1,AME_R,AME,R,1,1,66,4000,497,0.021041159734896387,0.1899204683506989,-2.0036097849069203,-1.9685353410082322
2017-11-08_1,AMMC_R,AMMC,R,4,4,66,4000,497,0.11982243753897845,0.19992710779937223,-0.5920342199515918,-1.242870985968768
2017-11-08_1,ATL_R,ATL,R,1,1,66,4000,497,0.14348794014247654,0.2111414156153122,-0.253856318732904,-0.4296285892371661
2017-11-08_1,AVLP_R,AVLP,R,28,28,66,4000,497,0.12630382791027395,0.21741236132342864,-0.49941573516945426,0.02512965363838154
2017-11-08_1,CRE_R,CRE,R,8,8,66,4000,497,0.2267682158077984,0.22481734595177497,0.9362113214637314,0.5621264568077511
2017-11-08_1,EPA_R,EPA,R,1,1,66,4000,497,0.12316261678476795,0.20924253353128322,-0.5443033592992452,-0.5673322658681417
2017-11-08_1,GA_R,GA,R,1,1,66,4000,497,0.0562327283450413,0.19774357885134486,-1.5007254383300968,-1.4012167656790935
2017-11-08_1,GOR_R,GOR,R,1,1,66,4000,497,0.18393234256606258,0.20900610247226858,0.32409055004099757,-0.5844778413464207
2017-11-08_1,IB_R,IB,R,4,4,66,4000,497,0.22074825063858014,0.2154852909052976,0.8501865612697556,-0.11461819270518644
2017-11-08_1,ICL_R,ICL,R,8,8,66,4000,497,0.17991629715546173,0.21420339051775386,0.2667016227525829,-0.2075794133750391
2017-11-08_1,IPS_R,IPS,R,11,11,66,4000,497,0.10532443819378819,0.24144645254541922,-0.7992093251066217,1.7680407872935173
2017-11-08_1,IVLP_R,IVLP,R,5,5,66,4000,497,0.159848309390935,0.2103295220173627,-0.02006811535924609,-0.48850572247841495
