roi,atlas_region,ito_neuropil_block,ito_block_order,base_region,side,side_order,label,plot_order
292,AL_L,AL,328,AL,L,1,AL_L_292,457
293,AL_L,AL,337,AL,L,1,AL_L_293,458
294,AL_L,AL,293,AL,L,1,AL_L_294,459
989,AME_L,AME,2,AME,L,1,AME_L_989,460
992,AMMC_L,AMMC,181,AMMC,L,1,AMMC_L_992,461
993,AMMC_L,AMMC,180,AMMC,L,1,AMMC_L_993,462
994,AMMC_L,AMMC,179,AMMC,L,1,AMMC_L_994,463
995,AMMC_L,AMMC,182,AMMC,L,1,AMMC_L_995,464
159,ATL_L,ATL,219,ATL,L,1,ATL_L_159,465
216,AVLP_L,AVLP,757,AVLP,L,1,AVLP_L_216,466
217,AVLP_L,AVLP,728,AVLP,L,1,AVLP_L_217,467
218,AVLP_L,AVLP,758,AVLP,L,1,AVLP_L_218,468
219,AVLP_L,AVLP,727,AVLP,L,1,AVLP_L_219,469
220,AVLP_L,AVLP,759,AVLP,L,1,AVLP_L_220,470
221,AVLP_L,AVLP,726,AVLP,L,1,AVLP_L_221,471
222,AVLP_L,AVLP,760,AVLP,L,1,AVLP_L_222,472
223,AVLP_L,AVLP,725,AVLP,L,1,AVLP_L_223,473
224,AVLP_L,AVLP,761,AVLP,L,1,AVLP_L_224,474
225,AVLP_L,AVLP,724,AVLP,L,1,AVLP_L_225,475
226,AVLP_L,AVLP,762,AVLP,L,1,AVLP_L_226,476
227,AVLP_L,AVLP,723,AVLP,L,1,AVLP_L_227,477
228,AVLP_L,AVLP,763,AVLP,L,1,AVLP_L_228,478
229,AVLP_L,AVLP,722,AVLP,L,1,AVLP_L_229,479
230,AVLP_L,AVLP,764,AVLP,L,1,AVLP_L_230,480
231,AVLP_L,AVLP,721,AVLP,L,1,AVLP_L_231,481
232,AVLP_L,AVLP,765,AVLP,L,1,AVLP_L_232,482
233,AVLP_L,AVLP,720,AVLP,L,1,AVLP_L_233,483
234,AVLP_L,AVLP,766,AVLP,L,1,AVLP_L_234,484
235,AVLP_L,AVLP,719,AVLP,L,1,AVLP_L_235,485
236,AVLP_L,AVLP,767,AVLP,L,1,AVLP_L_236,486
237,AVLP_L,AVLP,718,AVLP,L,1,AVLP_L_237,487
238,AVLP_L,AVLP,768,AVLP,L,1,AVLP_L_238,488
239,AVLP_L,AVLP,717,AVLP,L,1,AVLP_L_239,489
240,AVLP_L,AVLP,769,AVLP,L,1,AVLP_L_240,490
241,AVLP_L,AVLP,716,AVLP,L,1,AVLP_L_241,491
242,AVLP_L,AVLP,770,AVLP,L,1,AVLP_L_242,492
243,AVLP_L,AVLP,715,AVLP,L,1,AVLP_L_243,493
244,AVLP_L,AVLP,771,AVLP,L,1,AVLP_L_244,494
245,AVLP_L,AVLP,714,AVLP,L,1,AVLP_L_245,495
246,AVLP_L,AVLP,772,AVLP,L,1,AVLP_L_246,496
247,AVLP_L,AVLP,713,AVLP,L,1,AVLP_L_247,497
248,AVLP_L,AVLP,773,AVLP,L,1,AVLP_L_248,498
249,AVLP_L,AVLP,712,AVLP,L,1,AVLP_L_249,499
134,CRE_L,CRE,223,CRE,L,1,CRE_L_134,500
135,CRE_L,CRE,236,CRE,L,1,CRE_L_135,501
136,CRE_L,CRE,221,CRE,L,1,CRE_L_136,502
137,CRE_L,CRE,235,CRE,L,1,CRE_L_137,503
138,CRE_L,CRE,234,CRE,L,1,CRE_L_138,504
139,CRE_L,CRE,225,CRE,L,1,CRE_L_139,505
140,CRE_L,CRE,224,CRE,L,1,CRE_L_140,506
141,CRE_L,CRE,220,CRE,L,1,CRE_L_141,507
142,CRE_L,CRE,237,CRE,L,1,CRE_L_142,508
143,CRE_L,CRE,222,CRE,L,1,CRE_L_143,509
145,EPA_L,EPA,902,EPA,L,1,EPA_L_145,510
991,GA_L,GA,985,GA,L,1,GA_L_991,511
296,GOR_L,GOR,840,GOR,L,1,GOR_L_296,512
913,IB_L,IB,216,IB,L,1,IB_L_913,513
914,IB_L,IB,214,IB,L,1,IB_L_914,514
915,IB_L,IB,215,IB,L,1,IB_L_915,515
319,ICL_L,ICL,197,ICL,L,1,ICL_L_319,516
320,ICL_L,ICL,187,ICL,L,1,ICL_L_320,517
321,ICL_L,ICL,183,ICL,L,1,ICL_L_321,518
322,ICL_L,ICL,198,ICL,L,1,ICL_L_322,519
323,ICL_L,ICL,184,ICL,L,1,ICL_L_323,520
324,ICL_L,ICL,188,ICL,L,1,ICL_L_324,521
325,ICL_L,ICL,185,ICL,L,1,ICL_L_325,522
326,ICL_L,ICL,186,ICL,L,1,ICL_L_326,523
939,IPS_L,IPS,883,IPS,L,1,IPS_L_939,524
940,IPS_L,IPS,871,IPS,L,1,IPS_L_940,525
941,IPS_L,IPS,884,IPS,L,1,IPS_L_941,526
942,IPS_L,IPS,870,IPS,L,1,IPS_L_942,527
943,IPS_L,IPS,885,IPS,L,1,IPS_L_943,528
944,IPS_L,IPS,869,IPS,L,1,IPS_L_944,529
945,IPS_L,IPS,886,IPS,L,1,IPS_L_945,530
946,IPS_L,IPS,868,IPS,L,1,IPS_L_946,531
921,IVLP_L,IVLP,989,IVLP,L,1,IVLP_L_921,532
922,IVLP_L,IVLP,995,IVLP,L,1,IVLP_L_922,533
923,IVLP_L,IVLP,988,IVLP,L,1,IVLP_L_923,534
924,IVLP_L,IVLP,996,IVLP,L,1,IVLP_L_924,535
925,IVLP_L,IVLP,987,IVLP,L,1,IVLP_L_925,536
926,IVLP_L,IVLP,997,IVLP,L,1,IVLP_L_926,537
927,IVLP_L,IVLP,986,IVLP,L,1,IVLP_L_927,538
983,LAL_L,LAL,142,LAL,L,1,LAL_L_983,539
984,LAL_L,LAL,144,LAL,L,1,LAL_L_984,540
985,LAL_L,LAL,141,LAL,L,1,LAL_L_985,541
986,LAL_L,LAL,148,LAL,L,1,LAL_L_986,542
987,LAL_L,LAL,145,LAL,L,1,LAL_L_987,543
895,LB_L,LB,999,LB,L,1,LB_L_895,544
838,LH_L,LH,89,LH,L,1,LH_L_838,545
839,LH_L,LH,104,LH,L,1,LH_L_839,546
840,LH_L,LH,88,LH,L,1,LH_L_840,547
841,LH_L,LH,105,LH,L,1,LH_L_841,548
842,LH_L,LH,87,LH,L,1,LH_L_842,549
843,LH_L,LH,106,LH,L,1,LH_L_843,550
844,LH_L,LH,86,LH,L,1,LH_L_844,551
845,LH_L,LH,107,LH,L,1,LH_L_845,552
846,LH_L,LH,85,LH,L,1,LH_L_846,553
847,LH_L,LH,108,LH,L,1,LH_L_847,554
848,LH_L,LH,84,LH,L,1,LH_L_848,555
673,LO_L,LO,22,LO,L,1,LO_L_673,556
674,LO_L,LO,63,LO,L,1,LO_L_674,557
675,LO_L,LO,21,LO,L,1,LO_L_675,558
676,LO_L,LO,64,LO,L,1,LO_L_676,559
677,LO_L,LO,20,LO,L,1,LO_L_677,560
678,LO_L,LO,65,LO,L,1,LO_L_678,561
679,LO_L,LO,19,LO,L,1,LO_L_679,562
680,LO_L,LO,66,LO,L,1,LO_L_680,563
681,LO_L,LO,18,LO,L,1,LO_L_681,564
682,LO_L,LO,67,LO,L,1,LO_L_682,565
683,LO_L,LO,17,LO,L,1,LO_L_683,566
684,LO_L,LO,68,LO,L,1,LO_L_684,567
685,LO_L,LO,16,LO,L,1,LO_L_685,568
686,LO_L,LO,69,LO,L,1,LO_L_686,569
687,LO_L,LO,15,LO,L,1,LO_L_687,570
688,LO_L,LO,70,LO,L,1,LO_L_688,571
689,LO_L,LO,14,LO,L,1,LO_L_689,572
690,LO_L,LO,71,LO,L,1,LO_L_690,573
691,LO_L,LO,13,LO,L,1,LO_L_691,574
692,LO_L,LO,72,LO,L,1,LO_L_692,575
693,LO_L,LO,12,LO,L,1,LO_L_693,576
694,LO_L,LO,73,LO,L,1,LO_L_694,577
695,LO_L,LO,11,LO,L,1,LO_L_695,578
696,LO_L,LO,74,LO,L,1,LO_L_696,579
697,LO_L,LO,10,LO,L,1,LO_L_697,580
698,LO_L,LO,75,LO,L,1,LO_L_698,581
699,LO_L,LO,9,LO,L,1,LO_L_699,582
700,LO_L,LO,76,LO,L,1,LO_L_700,583
701,LO_L,LO,8,LO,L,1,LO_L_701,584
702,LO_L,LO,77,LO,L,1,LO_L_702,585
703,LO_L,LO,7,LO,L,1,LO_L_703,586
704,LO_L,LO,78,LO,L,1,LO_L_704,587
705,LO_L,LO,6,LO,L,1,LO_L_705,588
706,LO_L,LO,79,LO,L,1,LO_L_706,589
707,LO_L,LO,5,LO,L,1,LO_L_707,590
708,LO_L,LO,80,LO,L,1,LO_L_708,591
709,LO_L,LO,4,LO,L,1,LO_L_709,592
710,LO_L,LO,81,LO,L,1,LO_L_710,593
711,LO_L,LO,3,LO,L,1,LO_L_711,594
611,LOP_L,LOP,279,LOP,L,1,LOP_L_611,595
612,LOP_L,LOP,254,LOP,L,1,LOP_L_612,596
613,LOP_L,LOP,280,LOP,L,1,LOP_L_613,597
614,LOP_L,LOP,253,LOP,L,1,LOP_L_614,598
615,LOP_L,LOP,281,LOP,L,1,LOP_L_615,599
616,LOP_L,LOP,252,LOP,L,1,LOP_L_616,600
617,LOP_L,LOP,282,LOP,L,1,LOP_L_617,601
618,LOP_L,LOP,251,LOP,L,1,LOP_L_618,602
619,LOP_L,LOP,283,LOP,L,1,LOP_L_619,603
620,LOP_L,LOP,250,LOP,L,1,LOP_L_620,604
621,LOP_L,LOP,284,LOP,L,1,LOP_L_621,605
622,LOP_L,LOP,249,LOP,L,1,LOP_L_622,606
623,LOP_L,LOP,285,LOP,L,1,LOP_L_623,607
624,LOP_L,LOP,248,LOP,L,1,LOP_L_624,608
625,LOP_L,LOP,286,LOP,L,1,LOP_L_625,609
626,LOP_L,LOP,247,LOP,L,1,LOP_L_626,610
627,LOP_L,LOP,287,LOP,L,1,LOP_L_627,611
628,LOP_L,LOP,246,LOP,L,1,LOP_L_628,612
629,LOP_L,LOP,288,LOP,L,1,LOP_L_629,613
630,LOP_L,LOP,245,LOP,L,1,LOP_L_630,614
631,LOP_L,LOP,289,LOP,L,1,LOP_L_631,615
632,LOP_L,LOP,244,LOP,L,1,LOP_L_632,616
728,MB_L,MB,138,MB,L,1,MB_L_728,617
729,MB_L,MB,115,MB,L,1,MB_L_729,618
730,MB_L,MB,109,MB,L,1,MB_L_730,619
731,MB_L,MB,117,MB,L,1,MB_L_731,620
732,MB_L,MB,139,MB,L,1,MB_L_732,621
733,MB_L,MB,120,MB,L,1,MB_L_733,622
734,MB_L,MB,121,MB,L,1,MB_L_734,623
735,MB_L,MB,110,MB,L,1,MB_L_735,624
736,MB_L,MB,119,MB,L,1,MB_L_736,625
737,MB_L,MB,113,MB,L,1,MB_L_737,626
738,MB_L,MB,116,MB,L,1,MB_L_738,627
739,MB_L,MB,111,MB,L,1,MB_L_739,628
740,MB_L,MB,114,MB,L,1,MB_L_740,629
741,MB_L,MB,118,MB,L,1,MB_L_741,630
742,MB_L,MB,112,MB,L,1,MB_L_742,631
743,MB_L,MB,140,MB,L,1,MB_L_743,632
456,ME_L,ME,403,ME,L,1,ME_L_456,633
457,ME_L,ME,533,ME,L,1,ME_L_457,634
458,ME_L,ME,402,ME,L,1,ME_L_458,635
459,ME_L,ME,534,ME,L,1,ME_L_459,636
460,ME_L,ME,401,ME,L,1,ME_L_460,637
461,ME_L,ME,535,ME,L,1,ME_L_461,638
462,ME_L,ME,400,ME,L,1,ME_L_462,639
463,ME_L,ME,536,ME,L,1,ME_L_463,640
464,ME_L,ME,399,ME,L,1,ME_L_464,641
465,ME_L,ME,537,ME,L,1,ME_L_465,642
466,ME_L,ME,398,ME,L,1,ME_L_466,643
467,ME_L,ME,538,ME,L,1,ME_L_467,644
468,ME_L,ME,397,ME,L,1,ME_L_468,645
469,ME_L,ME,539,ME,L,1,ME_L_469,646
470,ME_L,ME,396,ME,L,1,ME_L_470,647
471,ME_L,ME,540,ME,L,1,ME_L_471,648
472,ME_L,ME,395,ME,L,1,ME_L_472,649
473,ME_L,ME,541,ME,L,1,ME_L_473,650
474,ME_L,ME,394,ME,L,1,ME_L_474,651
475,ME_L,ME,542,ME,L,1,ME_L_475,652
476,ME_L,ME,393,ME,L,1,ME_L_476,653
477,ME_L,ME,543,ME,L,1,ME_L_477,654
478,ME_L,ME,392,ME,L,1,ME_L_478,655
479,ME_L,ME,544,ME,L,1,ME_L_479,656
480,ME_L,ME,391,ME,L,1,ME_L_480,657
481,ME_L,ME,545,ME,L,1,ME_L_481,658
482,ME_L,ME,390,ME,L,1,ME_L_482,659
483,ME_L,ME,546,ME,L,1,ME_L_483,660
484,ME_L,ME,389,ME,L,1,ME_L_484,661
485,ME_L,ME,547,ME,L,1,ME_L_485,662
486,ME_L,ME,388,ME,L,1,ME_L_486,663
487,ME_L,ME,548,ME,L,1,ME_L_487,664
488,ME_L,ME,387,ME,L,1,ME_L_488,665
489,ME_L,ME,549,ME,L,1,ME_L_489,666
490,ME_L,ME,386,ME,L,1,ME_L_490,667
491,ME_L,ME,550,ME,L,1,ME_L_491,668
492,ME_L,ME,385,ME,L,1,ME_L_492,669
493,ME_L,ME,551,ME,L,1,ME_L_493,670
494,ME_L,ME,384,ME,L,1,ME_L_494,671
495,ME_L,ME,552,ME,L,1,ME_L_495,672
496,ME_L,ME,383,ME,L,1,ME_L_496,673
497,ME_L,ME,553,ME,L,1,ME_L_497,674
498,ME_L,ME,382,ME,L,1,ME_L_498,675
499,ME_L,ME,554,ME,L,1,ME_L_499,676
500,ME_L,ME,381,ME,L,1,ME_L_500,677
501,ME_L,ME,555,ME,L,1,ME_L_501,678
502,ME_L,ME,380,ME,L,1,ME_L_502,679
503,ME_L,ME,556,ME,L,1,ME_L_503,680
504,ME_L,ME,379,ME,L,1,ME_L_504,681
505,ME_L,ME,557,ME,L,1,ME_L_505,682
506,ME_L,ME,378,ME,L,1,ME_L_506,683
507,ME_L,ME,558,ME,L,1,ME_L_507,684
508,ME_L,ME,377,ME,L,1,ME_L_508,685
509,ME_L,ME,559,ME,L,1,ME_L_509,686
510,ME_L,ME,376,ME,L,1,ME_L_510,687
511,ME_L,ME,560,ME,L,1,ME_L_511,688
512,ME_L,ME,375,ME,L,1,ME_L_512,689
513,ME_L,ME,561,ME,L,1,ME_L_513,690
514,ME_L,ME,374,ME,L,1,ME_L_514,691
515,ME_L,ME,562,ME,L,1,ME_L_515,692
516,ME_L,ME,373,ME,L,1,ME_L_516,693
517,ME_L,ME,563,ME,L,1,ME_L_517,694
518,ME_L,ME,372,ME,L,1,ME_L_518,695
519,ME_L,ME,564,ME,L,1,ME_L_519,696
520,ME_L,ME,371,ME,L,1,ME_L_520,697
521,ME_L,ME,565,ME,L,1,ME_L_521,698
522,ME_L,ME,370,ME,L,1,ME_L_522,699
523,ME_L,ME,566,ME,L,1,ME_L_523,700
524,ME_L,ME,369,ME,L,1,ME_L_524,701
525,ME_L,ME,567,ME,L,1,ME_L_525,702
526,ME_L,ME,368,ME,L,1,ME_L_526,703
527,ME_L,ME,568,ME,L,1,ME_L_527,704
528,ME_L,ME,367,ME,L,1,ME_L_528,705
529,ME_L,ME,569,ME,L,1,ME_L_529,706
530,ME_L,ME,366,ME,L,1,ME_L_530,707
531,ME_L,ME,570,ME,L,1,ME_L_531,708
532,ME_L,ME,365,ME,L,1,ME_L_532,709
533,ME_L,ME,571,ME,L,1,ME_L_533,710
534,ME_L,ME,364,ME,L,1,ME_L_534,711
535,ME_L,ME,572,ME,L,1,ME_L_535,712
536,ME_L,ME,363,ME,L,1,ME_L_536,713
537,ME_L,ME,573,ME,L,1,ME_L_537,714
538,ME_L,ME,362,ME,L,1,ME_L_538,715
539,ME_L,ME,574,ME,L,1,ME_L_539,716
540,ME_L,ME,361,ME,L,1,ME_L_540,717
541,ME_L,ME,575,ME,L,1,ME_L_541,718
542,ME_L,ME,360,ME,L,1,ME_L_542,719
543,ME_L,ME,576,ME,L,1,ME_L_543,720
544,ME_L,ME,359,ME,L,1,ME_L_544,721
545,ME_L,ME,577,ME,L,1,ME_L_545,722
546,ME_L,ME,358,ME,L,1,ME_L_546,723
547,ME_L,ME,578,ME,L,1,ME_L_547,724
548,ME_L,ME,357,ME,L,1,ME_L_548,725
549,ME_L,ME,579,ME,L,1,ME_L_549,726
550,ME_L,ME,356,ME,L,1,ME_L_550,727
551,ME_L,ME,580,ME,L,1,ME_L_551,728
552,ME_L,ME,355,ME,L,1,ME_L_552,729
553,ME_L,ME,581,ME,L,1,ME_L_553,730
554,ME_L,ME,354,ME,L,1,ME_L_554,731
555,ME_L,ME,582,ME,L,1,ME_L_555,732
556,ME_L,ME,353,ME,L,1,ME_L_556,733
557,ME_L,ME,583,ME,L,1,ME_L_557,734
558,ME_L,ME,352,ME,L,1,ME_L_558,735
559,ME_L,ME,584,ME,L,1,ME_L_559,736
560,ME_L,ME,351,ME,L,1,ME_L_560,737
561,ME_L,ME,585,ME,L,1,ME_L_561,738
562,ME_L,ME,350,ME,L,1,ME_L_562,739
563,ME_L,ME,586,ME,L,1,ME_L_563,740
564,ME_L,ME,349,ME,L,1,ME_L_564,741
565,ME_L,ME,587,ME,L,1,ME_L_565,742
566,ME_L,ME,348,ME,L,1,ME_L_566,743
567,ME_L,ME,588,ME,L,1,ME_L_567,744
568,ME_L,ME,347,ME,L,1,ME_L_568,745
569,ME_L,ME,589,ME,L,1,ME_L_569,746
570,ME_L,ME,346,ME,L,1,ME_L_570,747
571,ME_L,ME,590,ME,L,1,ME_L_571,748
572,ME_L,ME,345,ME,L,1,ME_L_572,749
573,ME_L,ME,591,ME,L,1,ME_L_573,750
574,ME_L,ME,344,ME,L,1,ME_L_574,751
575,ME_L,ME,592,ME,L,1,ME_L_575,752
576,ME_L,ME,343,ME,L,1,ME_L_576,753
577,ME_L,ME,593,ME,L,1,ME_L_577,754
578,ME_L,ME,342,ME,L,1,ME_L_578,755
579,ME_L,ME,594,ME,L,1,ME_L_579,756
580,ME_L,ME,341,ME,L,1,ME_L_580,757
581,ME_L,ME,595,ME,L,1,ME_L_581,758
582,ME_L,ME,340,ME,L,1,ME_L_582,759
583,ME_L,ME,596,ME,L,1,ME_L_583,760
584,ME_L,ME,339,ME,L,1,ME_L_584,761
585,ME_L,ME,597,ME,L,1,ME_L_585,762
586,ME_L,ME,338,ME,L,1,ME_L_586,763
775,OTU_L,AOTU,837,OTU,L,1,OTU_L_775,764
776,OTU_L,AOTU,833,OTU,L,1,OTU_L_776,765
777,OTU_L,AOTU,838,OTU,L,1,OTU_L_777,766
778,OTU_L,AOTU,832,OTU,L,1,OTU_L_778,767
175,PLP_L,PLP,810,PLP,L,1,PLP_L_175,768
176,PLP_L,PLP,826,PLP,L,1,PLP_L_176,769
177,PLP_L,PLP,809,PLP,L,1,PLP_L_177,770
178,PLP_L,PLP,827,PLP,L,1,PLP_L_178,771
179,PLP_L,PLP,808,PLP,L,1,PLP_L_179,772
180,PLP_L,PLP,828,PLP,L,1,PLP_L_180,773
181,PLP_L,PLP,807,PLP,L,1,PLP_L_181,774
182,PLP_L,PLP,829,PLP,L,1,PLP_L_182,775
183,PLP_L,PLP,806,PLP,L,1,PLP_L_183,776
184,PLP_L,PLP,830,PLP,L,1,PLP_L_184,777
185,PLP_L,PLP,805,PLP,L,1,PLP_L_185,778
186,PLP_L,PLP,831,PLP,L,1,PLP_L_186,779
187,PLP_L,PLP,804,PLP,L,1,PLP_L_187,780
761,PVLP_L,PVLP,779,PVLP,L,1,PVLP_L_761,781
762,PVLP_L,PVLP,797,PVLP,L,1,PVLP_L_762,782
763,PVLP_L,PVLP,778,PVLP,L,1,PVLP_L_763,783
764,PVLP_L,PVLP,798,PVLP,L,1,PVLP_L_764,784
765,PVLP_L,PVLP,777,PVLP,L,1,PVLP_L_765,785
766,PVLP_L,PVLP,799,PVLP,L,1,PVLP_L_766,786
767,PVLP_L,PVLP,776,PVLP,L,1,PVLP_L_767,787
768,PVLP_L,PVLP,800,PVLP,L,1,PVLP_L_768,788
769,PVLP_L,PVLP,775,PVLP,L,1,PVLP_L_769,789
770,PVLP_L,PVLP,801,PVLP,L,1,PVLP_L_770,790
771,PVLP_L,PVLP,774,PVLP,L,1,PVLP_L_771,791
303,SCL_L,SCL,891,SCL,L,1,SCL_L_303,792
304,SCL_L,SCL,900,SCL,L,1,SCL_L_304,793
305,SCL_L,SCL,887,SCL,L,1,SCL_L_305,794
306,SCL_L,SCL,899,SCL,L,1,SCL_L_306,795
307,SCL_L,SCL,889,SCL,L,1,SCL_L_307,796
308,SCL_L,SCL,898,SCL,L,1,SCL_L_308,797
309,SCL_L,SCL,890,SCL,L,1,SCL_L_309,798
310,SCL_L,SCL,888,SCL,L,1,SCL_L_310,799
902,SIP_L,SIP,667,SIP,L,1,SIP_L_902,800
903,SIP_L,SIP,665,SIP,L,1,SIP_L_903,801
904,SIP_L,SIP,658,SIP,L,1,SIP_L_904,802
905,SIP_L,SIP,668,SIP,L,1,SIP_L_905,803
906,SIP_L,SIP,656,SIP,L,1,SIP_L_906,804
907,SIP_L,SIP,657,SIP,L,1,SIP_L_907,805
908,SIP_L,SIP,666,SIP,L,1,SIP_L_908,806
871,SLP_L,SLP,645,SLP,L,1,SLP_L_871,807
872,SLP_L,SLP,646,SLP,L,1,SLP_L_872,808
873,SLP_L,SLP,647,SLP,L,1,SLP_L_873,809
874,SLP_L,SLP,644,SLP,L,1,SLP_L_874,810
875,SLP_L,SLP,613,SLP,L,1,SLP_L_875,811
876,SLP_L,SLP,648,SLP,L,1,SLP_L_876,812
877,SLP_L,SLP,643,SLP,L,1,SLP_L_877,813
878,SLP_L,SLP,649,SLP,L,1,SLP_L_878,814
879,SLP_L,SLP,638,SLP,L,1,SLP_L_879,815
880,SLP_L,SLP,642,SLP,L,1,SLP_L_880,816
881,SLP_L,SLP,650,SLP,L,1,SLP_L_881,817
882,SLP_L,SLP,641,SLP,L,1,SLP_L_882,818
883,SLP_L,SLP,651,SLP,L,1,SLP_L_883,819
884,SLP_L,SLP,640,SLP,L,1,SLP_L_884,820
885,SLP_L,SLP,652,SLP,L,1,SLP_L_885,821
886,SLP_L,SLP,639,SLP,L,1,SLP_L_886,822
887,SLP_L,SLP,653,SLP,L,1,SLP_L_887,823
888,SLP_L,SLP,636,SLP,L,1,SLP_L_888,824
889,SLP_L,SLP,637,SLP,L,1,SLP_L_889,825
890,SLP_L,SLP,654,SLP,L,1,SLP_L_890,826
891,SLP_L,SLP,612,SLP,L,1,SLP_L_891,827
892,SLP_L,SLP,655,SLP,L,1,SLP_L_892,828
893,SLP_L,SLP,611,SLP,L,1,SLP_L_893,829
802,SMP_L,SMP,709,SMP,L,1,SMP_L_802,830
803,SMP_L,SMP,694,SMP,L,1,SMP_L_803,831
804,SMP_L,SMP,695,SMP,L,1,SMP_L_804,832
805,SMP_L,SMP,698,SMP,L,1,SMP_L_805,833
806,SMP_L,SMP,691,SMP,L,1,SMP_L_806,834
807,SMP_L,SMP,697,SMP,L,1,SMP_L_807,835
808,SMP_L,SMP,707,SMP,L,1,SMP_L_808,836
809,SMP_L,SMP,704,SMP,L,1,SMP_L_809,837
810,SMP_L,SMP,708,SMP,L,1,SMP_L_810,838
811,SMP_L,SMP,692,SMP,L,1,SMP_L_811,839
812,SMP_L,SMP,711,SMP,L,1,SMP_L_812,840
813,SMP_L,SMP,706,SMP,L,1,SMP_L_813,841
814,SMP_L,SMP,705,SMP,L,1,SMP_L_814,842
815,SMP_L,SMP,700,SMP,L,1,SMP_L_815,843
816,SMP_L,SMP,693,SMP,L,1,SMP_L_816,844
817,SMP_L,SMP,699,SMP,L,1,SMP_L_817,845
818,SMP_L,SMP,703,SMP,L,1,SMP_L_818,846
819,SMP_L,SMP,710,SMP,L,1,SMP_L_819,847
820,SMP_L,SMP,690,SMP,L,1,SMP_L_820,848
821,SMP_L,SMP,701,SMP,L,1,SMP_L_821,849
822,SMP_L,SMP,702,SMP,L,1,SMP_L_822,850
823,SMP_L,SMP,696,SMP,L,1,SMP_L_823,851
959,SPS_L,SPS,842,SPS,L,1,SPS_L_959,852
960,SPS_L,SPS,866,SPS,L,1,SPS_L_960,853
961,SPS_L,SPS,846,SPS,L,1,SPS_L_961,854
962,SPS_L,SPS,852,SPS,L,1,SPS_L_962,855
963,SPS_L,SPS,865,SPS,L,1,SPS_L_963,856
964,SPS_L,SPS,844,SPS,L,1,SPS_L_964,857
965,SPS_L,SPS,841,SPS,L,1,SPS_L_965,858
966,SPS_L,SPS,851,SPS,L,1,SPS_L_966,859
967,SPS_L,SPS,847,SPS,L,1,SPS_L_967,860
968,SPS_L,SPS,843,SPS,L,1,SPS_L_968,861
969,SPS_L,SPS,850,SPS,L,1,SPS_L_969,862
970,SPS_L,SPS,861,SPS,L,1,SPS_L_970,863
971,SPS_L,SPS,867,SPS,L,1,SPS_L_971,864
972,SPS_L,SPS,845,SPS,L,1,SPS_L_972,865
973,SPS_L,SPS,853,SPS,L,1,SPS_L_973,866
152,VES_L,VES,209,VES,L,1,VES_L_152,867
153,VES_L,VES,199,VES,L,1,VES_L_153,868
154,VES_L,VES,208,VES,L,1,VES_L_154,869
155,VES_L,VES,205,VES,L,1,VES_L_155,870
156,VES_L,VES,210,VES,L,1,VES_L_156,871
157,VES_L,VES,204,VES,L,1,VES_L_157,872
780,WED_L,WED,803,WED,L,1,WED_L_780,873
14,EB,EB,292,EB,midline,2,EB_14,874
15,EB,EB,290,EB,midline,2,EB_15,875
16,EB,EB,291,EB,midline,2,EB_16,876
1,FB,FB,604,FB,midline,2,FB_1,877
2,FB,FB,598,FB,midline,2,FB_2,878
3,FB,FB,609,FB,midline,2,FB_3,879
4,FB,FB,610,FB,midline,2,FB_4,880
5,FB,FB,606,FB,midline,2,FB_5,881
6,FB,FB,607,FB,midline,2,FB_6,882
7,FB,FB,608,FB,midline,2,FB_7,883
8,FB,FB,599,FB,midline,2,FB_8,884
9,FB,FB,602,FB,midline,2,FB_9,885
10,FB,FB,603,FB,midline,2,FB_10,886
11,FB,FB,601,FB,midline,2,FB_11,887
12,FB,FB,600,FB,midline,2,FB_12,888
13,FB,FB,605,FB,midline,2,FB_13,889
113,FLA,FLA,243,FLA,midline,2,FLA_113,890
114,FLA,FLA,240,FLA,midline,2,FLA_114,891
115,FLA,FLA,238,FLA,midline,2,FLA_115,892
116,FLA,FLA,241,FLA,midline,2,FLA_116,893
117,FLA,FLA,239,FLA,midline,2,FLA_117,894
118,FLA,FLA,242,FLA,midline,2,FLA_118,895
37,NO,NO,82,NO,midline,2,NO_37,896
112,PB,PB,83,PB,midline,2,PB_112,897
119,PRW,PRW,980,PRW,midline,2,PRW_119,898
120,PRW,PRW,981,PRW,midline,2,PRW_120,899
121,PRW,PRW,977,PRW,midline,2,PRW_121,900
122,PRW,PRW,982,PRW,midline,2,PRW_122,901
123,PRW,PRW,979,PRW,midline,2,PRW_123,902
124,PRW,PRW,983,PRW,midline,2,PRW_124,903
125,PRW,PRW,978,PRW,midline,2,PRW_125,904
17,SAD,SAD,171,SAD,midline,2,SAD_17,905
18,SAD,SAD,170,SAD,midline,2,SAD_18,906
19,SAD,SAD,169,SAD,midline,2,SAD_19,907
20,SAD,SAD,172,SAD,midline,2,SAD_20,908
21,SAD,SAD,168,SAD,midline,2,SAD_21,909
22,SAD,SAD,162,SAD,midline,2,SAD_22,910
23,SAD,SAD,164,SAD,midline,2,SAD_23,911
24,SAD,SAD,159,SAD,midline,2,SAD_24,912
25,SAD,SAD,160,SAD,midline,2,SAD_25,913
26,SAD,SAD,173,SAD,midline,2,SAD_26,914
27,SAD,SAD,163,SAD,midline,2,SAD_27,915
28,SAD,SAD,156,SAD,midline,2,SAD_28,916
29,SAD,SAD,157,SAD,midline,2,SAD_29,917
30,SAD,SAD,166,SAD,midline,2,SAD_30,918
