roi,atlas_region,ito_neuropil_block,ito_block_order,base_region,side,side_order,label,plot_order,side_key,mean_FCV_all_other,mean_FCV_excl_same_side_key,n_available_targets,n_available_targets_excl_same_side_key,big_group,n_cells,n_postdca_cells,mean_DCA,median_DCA,mean_DCA_positive,median_DCA_positive,mean_PostDCA,median_PostDCA,weighted_PostDCA,mean_PostDCA_positive,median_PostDCA_positive,weighted_PostDCA_positive,mean_mapping_confidence,mean_FCV_all_other_z,mean_FCV_excl_same_side_key_z,fcv_source,postdca_source
197,AVLP_R,AVLP,745,AVLP,R,0,AVLP_R_197,38,AVLP_R,0.23631499535663067,0.23629938065317976,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.2169969907253136,-0.20457653852932223,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
198,AVLP_R,AVLP,754,AVLP,R,0,AVLP_R_198,39,AVLP_R,0.23221091006212274,0.23210510938863876,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.2448142279764953,-1.2640377759713326,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
199,AVLP_R,AVLP,746,AVLP,R,0,AVLP_R_199,40,AVLP_R,0.23508333582522514,0.23506583529051264,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.5254508375538298,-0.5161666608518425,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
200,AVLP_R,AVLP,751,AVLP,R,0,AVLP_R_200,41,AVLP_R,0.23477770607754325,0.23465295468340572,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.601992015512423,-0.6204591520455853,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
201,AVLP_R,AVLP,736,AVLP,R,0,AVLP_R_201,42,AVLP_R,0.2343916909827018,0.2342590892473735,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6986647062209065,-0.7199484639964208,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
202,AVLP_R,AVLP,752,AVLP,R,0,AVLP_R_202,43,AVLP_R,0.23329034457208403,0.23323708177418057,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.974483248913592,-0.9781047047188358,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
203,AVLP_R,AVLP,748,AVLP,R,0,AVLP_R_203,44,AVLP_R,0.23596446533240661,0.23597447867852395,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.3047828858073882,-0.28664587224798294,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
204,AVLP_R,AVLP,735,AVLP,R,0,AVLP_R_204,45,AVLP_R,0.23497509617838586,0.23497542292776213,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.5525581140337495,-0.5390045718209109,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
205,AVLP_R,AVLP,747,AVLP,R,0,AVLP_R_205,46,AVLP_R,0.23369911767761542,0.23365442616054818,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.8721110968162428,-0.8726846753185911,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
206,AVLP_R,AVLP,733,AVLP,R,0,AVLP_R_206,47,AVLP_R,0.2407956750343667,0.2408925912274696,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,0.9051336369058856,0.9556556572300456,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
207,AVLP_R,AVLP,755,AVLP,R,0,AVLP_R_207,48,AVLP_R,0.23377029098694474,0.2336734029946374,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.8542866246351264,-0.8678911798914194,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
208,AVLP_R,AVLP,749,AVLP,R,0,AVLP_R_208,49,AVLP_R,0.23473185120795187,0.234720088279415,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6134757986201957,-0.6035013927076893,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
209,AVLP_R,AVLP,756,AVLP,R,0,AVLP_R_209,50,AVLP_R,0.23129698010231967,0.23125739878779628,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.4736966460838683,-1.4781671122768085,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
210,AVLP_R,AVLP,732,AVLP,R,0,AVLP_R_210,51,AVLP_R,0.24500229141580476,0.24521496358538658,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.958628512641318,2.0474748740076287,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
211,AVLP_R,AVLP,729,AVLP,R,0,AVLP_R_211,52,AVLP_R,0.24111526826502286,0.2411824932039991,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,0.9851717959121756,1.0288840889214914,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
212,AVLP_R,AVLP,730,AVLP,R,0,AVLP_R_212,53,AVLP_R,0.24121003865897372,0.24136702023052756,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.0089058651368417,1.0754951017856618,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
213,AVLP_R,AVLP,734,AVLP,R,0,AVLP_R_213,54,AVLP_R,0.234763199023078,0.23478053796083587,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6056251272952341,-0.588231971575453,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
214,AVLP_R,AVLP,731,AVLP,R,0,AVLP_R_214,55,AVLP_R,0.2443953236743178,0.24460758541289138,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.8066209732291711,1.8940528396086551,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
215,AVLP_R,AVLP,738,AVLP,R,0,AVLP_R_215,56,AVLP_R,0.2361675265490389,0.23611571566825518,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.25392872374814923,-0.25096980208574243,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
126,CRE_R,CRE,226,CRE,R,0,CRE_R_126,57,CRE_R,0.2424630935780348,0.24234095553157384,718,711,inferior/ventrolateral protocerebrum,741,699,0.0005657400160054,0.0,0.0037822610362566,0.0,-0.0242509560105475,-0.0001735843636379,-0.0058388470933149,0.011210897585465,0.0023555101686606,0.0089446777279979,0.5888465443156256,1.322717921323111,1.3215084457384805,"Branson999 full FCV matrix, w20_step10_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
