roi,label,atlas_region,base_region,side,n_recordings,FCS_z,FCV_z,Metastability_z,NetTE_z,NeighborNetTE_z,FCS,FCV,Metastability,NetTE,NeighborNetTE
1,FB_1,FB,FB,midline,20,0.5161387599436139,0.4614039611109072,0.07446419035568644,0.18924483295051447,0.1624419096632302,0.0603713023401319,0.27597996119347423,0.018720925,0.0006152910708267136,0.00010027715468846306
2,FB_2,FB,FB,midline,20,0.5781518282259145,0.09161664005932735,-0.029782469100443253,-0.06411137622721211,0.09551554093920253,0.06100480544219199,0.27365741837083524,0.018661186,0.00019063736179404179,0.0001369604634083488
3,FB_3,FB,FB,midline,20,1.1980595311754947,0.4500756078297403,-0.6069215444941306,0.43201020364267456,0.06830897439974458,0.07205140606484416,0.2758163889489542,0.018332135,0.00013173238110890305,0.0001612774036272607
4,FB_4,FB,FB,midline,20,0.5526293515580212,0.1732305530137792,-0.287543771779014,0.3870388095085652,0.14122543599877813,0.05970219695151939,0.27431987740311004,0.01858004,-2.3002440485985087e-05,0.0002720160779816749
5,FB_5,FB,FB,midline,20,0.5288325625814114,-0.07714195935172471,-0.0338998385546704,-0.19855973532560905,0.21991841220353625,0.06123042935542093,0.2735451927860314,0.018587569,-4.235442278642697e-05,0.00023065065434200714
6,FB_6,FB,FB,midline,20,1.2977463085183856,0.4008258400108583,-0.15097604194573844,0.30472546416871876,0.04118681783447868,0.07469847236897273,0.27522798803709897,0.01864639,0.0006246775702154539,0.00017900095390332283
7,FB_7,FB,FB,midline,20,0.029222886269037306,-0.17023968967246392,0.2986098615944846,0.004187342231887789,0.41187441900939437,0.050876791477906955,0.2729775529455682,0.018939568,0.00010118310653075654,0.0004927447330267596
8,FB_8,FB,FB,midline,20,0.8754729779159914,0.5318518741225747,-0.339349620550513,0.5156203044112551,-0.059518904108878765,0.0676443811586334,0.27632298050004384,0.01853471,0.0012308859366502332,0.00020272776589390175
9,FB_9,FB,FB,midline,20,1.1483314672906604,0.34137623534616673,-0.08450009322685474,0.05751663663681885,-0.042302946646563276,0.0733241188069281,0.2752553521866306,0.018585268,0.00011588337366453432,0.00015974466106213734
10,FB_10,FB,FB,midline,20,0.5602345461537268,0.4144185263145007,-0.1348852892183909,0.15638134749980342,0.08583581160834813,0.0606057914389244,0.27543531443817504,0.018658765,0.0005021500647395727,0.00013736944856641367
11,FB_11,FB,FB,midline,20,0.25491004156723546,0.1456456665996489,0.10127121264362282,-0.1046823211098161,0.06963372326086995,0.055961249905257845,0.2744045472686779,0.018916257,0.0003307449365631518,0.000265774797091889
12,FB_12,FB,FB,midline,20,0.939240692499425,0.6872887186746899,-0.03934541606341543,0.22330875060241429,0.10690596273594902,0.06762084707877351,0.276895943707592,0.018788612,0.0004513728564833323,0.00023645421452060704
13,FB_13,FB,FB,midline,20,1.3798964696993132,0.6266153859009821,-0.590220200484114,0.6792778379964687,-0.10503613745950087,0.07680030467044507,0.27699493511337386,0.01809891,0.0012493373828214118,4.572250156157899e-05
14,EB_14,EB,EB,midline,20,0.9937203223793485,0.31571229786493726,-0.32983526273569225,0.09440925985551027,-0.0044557630230872,0.06826972390846793,0.2756704382162488,0.018609397,0.00035895019407519816,0.00018948243117585675
15,EB_15,EB,EB,midline,20,1.1509718362096883,1.0041615272264315,0.007666895950532782,0.5843318387006331,-0.1435942757771033,0.07141932838270904,0.278464486382409,0.018947152,0.0012969782442676537,0.00020862581389082574
16,EB_16,EB,EB,midline,20,1.4627502894987483,0.546192517571887,-0.675423632654303,0.0064829283188418945,-0.174821619638585,0.07724899896315832,0.2765960714899025,0.018132476,0.001073411771994782,0.00015147652036942227
17,SAD_17,SAD,SAD,midline,20,0.2566023444830766,-0.040453702791770046,0.11503086058014696,-0.11261922825568808,0.23208675028437079,0.05789840993427191,0.27473550662470003,0.018724032,0.00015955762102545806,0.0003191726610820491
18,SAD_18,SAD,SAD,midline,20,0.32271381571130797,-0.027396160692187033,-0.13630613792470475,-0.14115052372671946,0.31989495602070517,0.05790958744848507,0.27436732310630196,0.018680029,1.6782614748064177e-05,0.0003427108568667522
19,SAD_19,SAD,SAD,midline,20,-0.3521370084667356,-0.45429877091368026,0.1322582095496565,0.07061845634821014,0.4919000896099641,0.045297837976943596,0.27227982959100117,0.019003212,0.00017542633590490798,0.00032315837852323927
20,SAD_20,SAD,SAD,midline,20,-0.3629109732906877,-0.4359084062581561,0.2945640618349268,-0.0034350497881598476,0.24659425367975946,0.04477711286164418,0.2720126652003628,0.019016009,-0.00017860068027388746,0.00042294693919412644
