recording_id,roi,label,atlas_region,base_region,side,n_rois_recording,n_time,n_windows,FCS,FCS_z,FCV,FCV_z,Metastability,Metastability_z,NetTE,NetTE_z,NeighborNetTE,NeighborNetTE_z
2017-10-26_1,250,AL_R_250,AL_R,AL,R,701,2000,199,0.06488884597339109,1.1786843513197467,0.24525862340096974,1.2886096040775972,0.01458656,-0.13148028398188516,-0.0004480244731530547,-0.5900811354396077,-2.792043682312077e-05,-0.648860349138752
2017-10-26_1,251,AL_R_251,AL_R,AL,R,701,2000,199,0.08579213020722448,2.2953216357361312,0.25115581957963684,2.0223933008778863,0.014101381,-1.235424212830241,0.0016211867844685912,2.135222060095157,-2.0944758363505255e-05,-0.6207363280913366
2017-10-26_1,252,AL_R_252,AL_R,AL,R,701,2000,199,0.09092135798542851,2.5693210184808053,0.25211096696888524,2.1412415740296624,0.013897217,-1.699966561012791,0.0010766125344006078,1.417977777545639,2.067685582020335e-06,-0.527956469956634
2017-10-26_1,253,AL_R_253,AL_R,AL,R,701,2000,199,0.0833889909255706,2.166947793065179,0.2525777951783856,2.199328657952185,0.014788212,0.3273448155217279,0.0010783105303666422,1.420214162938959,-6.178303886954067e-06,-0.5612020363520474
2017-10-26_1,254,AL_R_254,AL_R,AL,R,701,2000,199,0.09293535286298361,2.6769070679142066,0.24964668742253251,1.8346131186268528,0.01392991,-1.6255787561108648,0.00136147716814386,1.7931654215214672,-2.758970415967883e-05,-0.6475269258106043
2017-10-26_1,255,AL_R_255,AL_R,AL,R,701,2000,199,0.04411091436676435,0.06874330734446671,0.2411444193992667,0.7766822863666668,0.015155399,1.1628175112787063,-2.6584273603345666e-05,-0.03501344076652802,0.00010686304606176696,-0.10545033799161196
2017-10-26_1,256,AL_R_256,AL_R,AL,R,701,2000,199,0.0758012363774054,1.7616158108416629,0.25105533984876055,2.0098906833386194,0.014837609,0.43973812637499976,-0.0016126964068306343,-2.1240396091864873,-1.570520791343391e-06,-0.5426247195343192
2017-10-26_1,257,AL_R_257,AL_R,AL,R,701,2000,199,0.061166874651310384,0.979859520576789,0.24602855402377818,1.3844114939193939,0.015530756,2.0168786819844,0.00034112166480294295,0.4492822855710497,8.548242583109661e-05,-0.19165113076830634
2017-10-26_1,258,AL_R_258,AL_R,AL,R,701,2000,199,0.08737669797493157,2.37996802093154,0.25186787094349744,2.1109933179462375,0.014646364,0.00459362508751661,0.001012877920376403,1.3340346100094318,-2.616832802331691e-05,-0.6417963273309347
2017-10-26_1,259,AL_R_259,AL_R,AL,R,701,2000,199,0.08753149051554693,2.388236918788312,0.2516453687469891,2.0833075365420712,0.014432867,-0.4811839154640567,0.0014706211683473416,1.9369160856609446,-1.5379453710889147e-05,-0.5982985471512328
2017-10-26_1,260,AL_R_260,AL_R,AL,R,701,2000,199,0.09160720282926195,2.605958319843698,0.2521773779626385,2.1495050441649672,0.01405089,-1.3503095490528345,0.0005793297490371125,0.7630198272427374,-2.259501291479426e-05,-0.627389701523432
2017-10-26_1,261,AL_R_261,AL_R,AL,R,701,2000,199,0.07337425412098415,1.63196829489053,0.2461544074385826,1.4000713399160727,0.014316243,-0.7465422359129739,-0.0021016664457108292,-2.7680490618571807,-2.4559269002630148e-05,-0.6353090429719561
2017-10-26_1,262,AL_R_262,AL_R,AL,R,701,2000,199,0.07836628379481453,1.8986386609610253,0.24161291160054849,0.8349764195383316,0.0143294325,-0.7165319780215348,0.0005265440791845322,0.6934972233047377,2.8502155510315883e-05,-0.42137994224758174
2017-10-26_1,263,AL_R_263,AL_R,AL,R,701,2000,199,0.08893489518876407,2.4632057115248145,0.2519383740130508,2.119765962003727,0.0145795755,-0.14737330291888506,0.001913081159416054,2.519668389522773,-1.1400399706130747e-05,-0.5822560934707064
2017-10-26_1,264,AL_R_264,AL_R,AL,R,701,2000,199,0.07206354950094232,1.5619514673325612,0.2492677306828285,1.7874598157753543,0.013520562,-2.5569817141715747,-0.002606195156196398,-3.4325504277089087,7.09823808726283e-06,-0.5076746629099592
2017-10-26_1,265,AL_R_265,AL_R,AL,R,701,2000,199,0.09708621462972435,2.8986428946556857,0.2530006630196696,2.2519457862338985,0.013333309,-2.9830438849038603,0.0022955967459295477,3.0234695100837046,-4.407754483384486e-06,-0.5540636670909412
2017-10-26_1,266,AL_R_266,AL_R,AL,R,701,2000,199,0.0912565558206862,2.5872270277144445,0.25054664999131115,1.9465947859638102,0.013614487,-2.3432714671295245,0.0024511110529835734,3.2282932739234846,-7.371622253482923e-06,-0.5660131684950811
2017-10-26_1,267,AL_R_267,AL_R,AL,R,701,2000,199,0.08524222605608495,2.265946181087532,0.2487010893458667,1.7169530592764268,0.013774632,-1.9788890433571396,0.0015622801739456399,2.0576377277535456,-1.1815304816396742e-05,-0.5839288770029972
2017-10-26_1,268,AL_R_268,AL_R,AL,R,701,2000,199,0.0635516793099502,1.1072539418599732,0.2462897931089305,1.416917277319519,0.014526798,-0.2674588349376649,-0.002394408036821655,-3.15361123719411,-3.8491333373535816e-05,-0.691479302806853
2017-10-26_1,269,AL_R_269,AL_R,AL,R,701,2000,199,0.081141230154968,2.046874150338699,0.25178665785262483,2.100888033969988,0.014481451,-0.37063843294586,5.275165795215539e-05,0.06947780776720149,-5.3769023359371215e-06,-0.5579710052460817
2017-10-26_1,270,AL_R_270,AL_R,AL,R,701,2000,199,0.03863832960899437,-0.2235979398153395,0.23565041062674774,0.09306689606717508,0.015371683,1.6549353068515469,-0.0009418638928660324,-1.2405039202894,0.00012077112964141983,-0.04937676212542605
2017-10-26_1,271,AL_R_271,AL_R,AL,R,701,2000,199,0.0898169249376277,2.5103230588530114,0.24992247556381442,1.8689292301673808,0.013500459,-2.602723941741452,0.0016621597856283188,2.189186511805903,-4.632591873395571e-06,-0.5549701497399804
2017-10-26_1,272,AL_R_272,AL_R,AL,R,701,2000,199,0.0872336120212002,2.3723244798962932,0.25205550618338074,2.134340630092583,0.014241052,-0.9176274061659906,0.0014920980676210352,1.9652027393340217,-3.658368341052886e-05,-0.6837881817178706
2017-10-26_1,988,AME_R_988,AME_R,AME,R,701,2000,199,0.023272710885296435,-1.0444174135914508,0.2288275856953155,-0.7558920920903304,0.015049816,0.922580756096207,0.00043817672013704264,0.5771109214682114,0.00017472442921384105,0.16814813406021553
