roi,atlas_region,ito_neuropil_block,ito_block_order,base_region,side,side_order,label,plot_order,side_key,mean_FCV_all_other,mean_FCV_excl_same_side_key,n_available_targets,n_available_targets_excl_same_side_key,big_group,n_cells,n_postdca_cells,mean_DCA,median_DCA,mean_DCA_positive,median_DCA_positive,mean_PostDCA,median_PostDCA,weighted_PostDCA,mean_PostDCA_positive,median_PostDCA_positive,weighted_PostDCA_positive,mean_mapping_confidence,mean_FCV_all_other_z,mean_FCV_excl_same_side_key_z,fcv_source,postdca_source
260,AL_R,AL,302,AL,R,0,AL_R_260,10,AL_R,0.2758399310016741,0.27573465836797545,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.7085581099111089,0.6962012588166544,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
261,AL_R,AL,309,AL,R,0,AL_R_261,11,AL_R,0.2738580420128654,0.2736625551928157,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.1383565786608813,0.09667870875859126,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
262,AL_R,AL,313,AL,R,0,AL_R_262,12,AL_R,0.2802341465141664,0.27999310312201586,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,1.9728006724436968,1.9282990080162528,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
263,AL_R,AL,317,AL,R,0,AL_R_263,13,AL_R,0.27697845857586145,0.276870343873018,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,1.0361194263309907,1.0247896603061688,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
264,AL_R,AL,310,AL,R,0,AL_R_264,14,AL_R,0.274948726614504,0.2745823577778605,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.4521531805276653,0.36280560723870575,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
265,AL_R,AL,315,AL,R,0,AL_R_265,15,AL_R,0.2813389232027638,0.28125389256208927,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,2.290651653545555,2.2930837876838024,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
266,AL_R,AL,321,AL,R,0,AL_R_266,16,AL_R,0.2756967633731285,0.2755505481737311,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.6673679113262541,0.6429325729383307,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
267,AL_R,AL,322,AL,R,0,AL_R_267,17,AL_R,0.27675605264101844,0.27648050995414325,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.9721318844844336,0.9119988360148524,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
268,AL_R,AL,311,AL,R,0,AL_R_268,18,AL_R,0.27676323815785997,0.2765863757005049,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.9741992014376046,0.9426290203528785,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
269,AL_R,AL,314,AL,R,0,AL_R_269,19,AL_R,0.279008986334193,0.2788099774543057,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,1.6203146277699525,1.5859847227779897,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
270,AL_R,AL,301,AL,R,0,AL_R_270,20,AL_R,0.27374730845477135,0.27359310792061503,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.10649785965969037,0.07658549804233404,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
271,AL_R,AL,323,AL,R,0,AL_R_271,21,AL_R,0.279138281369545,0.27870984550956684,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,1.6575135968126449,1.5570135018601523,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
272,AL_R,AL,305,AL,R,0,AL_R_272,22,AL_R,0.27672325616552035,0.27653970087268076,718,696,olfactory system,2608,2464,-0.0004501606873249,0.0,0.0012772040103911,0.0,0.0561545807743888,0.0313220148340448,0.0730352197635629,0.0669363001194896,0.0356353679117152,0.0857275920246856,0.9849493712215768,0.9626961387619344,0.9291245712809794,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
158,ATL_R,ATL,218,ATL,R,0,ATL_R_158,28,ATL_R,0.2762630797431996,0.2762630797431996,718,718,inferior/ventrolateral protocerebrum,23,23,-0.0076735473612765,1.6035080493090552e-18,0.0477902889414569,1.6035080493090552e-18,-0.0228575836458514,-0.0008131630509101,-0.0275798876863741,0.0076843012696145,0.0038748744689311,0.0076853435732458,0.4472311220942201,0.8303005797098213,0.8490896546153496,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
188,AVLP_R,AVLP,750,AVLP,R,0,AVLP_R_188,29,AVLP_R,0.27292378623484287,0.2729250902635152,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.13043449804217525,-0.11669235321014002,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
189,AVLP_R,AVLP,742,AVLP,R,0,AVLP_R_189,30,AVLP_R,0.2717709305577098,0.27177076369790387,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.46211809693382594,-0.4506741811959519,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
190,AVLP_R,AVLP,744,AVLP,R,0,AVLP_R_190,31,AVLP_R,0.2694885740465644,0.26943056596865034,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.1187659641265792,-1.127764650001392,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
191,AVLP_R,AVLP,740,AVLP,R,0,AVLP_R_191,32,AVLP_R,0.27159531984606805,0.27149165505612194,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.5126423680950737,-0.5314288109220731,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
192,AVLP_R,AVLP,739,AVLP,R,0,AVLP_R_192,33,AVLP_R,0.27124479372472304,0.27118995340762425,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6134908678156701,-0.6187202855129118,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
193,AVLP_R,AVLP,737,AVLP,R,0,AVLP_R_193,34,AVLP_R,0.2735213366095866,0.2735628803964765,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,0.04148438369238436,0.06783975479426418,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
194,AVLP_R,AVLP,743,AVLP,R,0,AVLP_R_194,35,AVLP_R,0.27276223968176505,0.2727388466137389,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.17691242513764682,-0.17057831274369953,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
195,AVLP_R,AVLP,753,AVLP,R,0,AVLP_R_195,36,AVLP_R,0.26970730867125514,0.26962699062030077,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.0558346805681214,-1.070933016584947,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
196,AVLP_R,AVLP,741,AVLP,R,0,AVLP_R_196,37,AVLP_R,0.2739241281720397,0.27392987873877916,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,0.15736996910223303,0.17402355137446812,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
197,AVLP_R,AVLP,745,AVLP,R,0,AVLP_R_197,38,AVLP_R,0.27228467868826245,0.2722739698112235,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.314309631186128,-0.3050813285432754,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
198,AVLP_R,AVLP,754,AVLP,R,0,AVLP_R_198,39,AVLP_R,0.2691911583341464,0.2691246265732066,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.2043342757707893,-1.2162822338352635,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
199,AVLP_R,AVLP,746,AVLP,R,0,AVLP_R_199,40,AVLP_R,0.2714383590409169,0.27142550107485447,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.557800947586074,-0.5505691722812069,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
200,AVLP_R,AVLP,751,AVLP,R,0,AVLP_R_200,41,AVLP_R,0.2711310165941696,0.27104369830914987,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6462252411479649,-0.6610363393887485,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
201,AVLP_R,AVLP,736,AVLP,R,0,AVLP_R_201,42,AVLP_R,0.27100362801864725,0.27091759828444506,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6828757100878503,-0.6975209166432496,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
202,AVLP_R,AVLP,752,AVLP,R,0,AVLP_R_202,43,AVLP_R,0.27008075698339934,0.2700469185053723,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.9483913269646318,-0.9494350914253186,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
203,AVLP_R,AVLP,748,AVLP,R,0,AVLP_R_203,44,AVLP_R,0.2722876745556735,0.27230593928477775,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.3134477018879471,-0.2958315862818684,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
204,AVLP_R,AVLP,735,AVLP,R,0,AVLP_R_204,45,AVLP_R,0.271390498273063,0.27138973714456033,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.5715707819568229,-0.5609167664295482,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
205,AVLP_R,AVLP,747,AVLP,R,0,AVLP_R_205,46,AVLP_R,0.2703989708440588,0.2703439016547163,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.8568392614162336,-0.8635088223314864,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
206,AVLP_R,AVLP,733,AVLP,R,0,AVLP_R_206,47,AVLP_R,0.27702111808476965,0.27714118396395854,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.0483928268287936,1.1031519464727846,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
207,AVLP_R,AVLP,755,AVLP,R,0,AVLP_R_207,48,AVLP_R,0.2704288845977522,0.27035852292716944,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.8482328923119323,-0.8592784429511071,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
208,AVLP_R,AVLP,749,AVLP,R,0,AVLP_R_208,49,AVLP_R,0.2710498376675469,0.27103925964479053,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.669580912695102,-0.6623205801579654,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
209,AVLP_R,AVLP,756,AVLP,R,0,AVLP_R_209,50,AVLP_R,0.2683947107236495,0.2683655265108289,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-1.4334771034621134,-1.4359129986550894,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
210,AVLP_R,AVLP,732,AVLP,R,0,AVLP_R_210,51,AVLP_R,0.28144231212307075,0.28169679766821604,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,2.3203972755285256,2.421229722616981,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
211,AVLP_R,AVLP,729,AVLP,R,0,AVLP_R_211,52,AVLP_R,0.27748968895583254,0.277585116626338,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.1832035199039463,1.2315951847219035,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
212,AVLP_R,AVLP,730,AVLP,R,0,AVLP_R_212,53,AVLP_R,0.27730762761857397,0.2775052032247203,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,1.1308233644701653,1.2084738040416296,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
213,AVLP_R,AVLP,734,AVLP,R,0,AVLP_R_213,54,AVLP_R,0.27126177513497485,0.2712808984230995,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.6086052126740129,-0.5924071229993789,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
214,AVLP_R,AVLP,731,AVLP,R,0,AVLP_R_214,55,AVLP_R,0.2808340399070146,0.2810734058031171,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,2.1453936547552637,2.2408634719737264,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
215,AVLP_R,AVLP,738,AVLP,R,0,AVLP_R_215,56,AVLP_R,0.2724131437830772,0.27236867728028336,718,691,optic/lateral protocerebrum,2172,1954,0.0015292947974041,0.0005348426399483,0.0044312812560925,0.0005348426399483,-0.0051064366906135,0.0008561869309627,-0.005056039886152,0.0220640996038256,0.0074764792285033,0.0239806030514742,0.7343042661906756,-0.2773494410901136,-0.2776795736302061,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
126,CRE_R,CRE,226,CRE,R,0,CRE_R_126,57,CRE_R,0.27791178168190933,0.27781630186314343,718,711,inferior/ventrolateral protocerebrum,741,699,0.0005657400160054,0.0,0.0037822610362566,0.0,-0.0242509560105475,-0.0001735843636379,-0.0058388470933149,0.011210897585465,0.0023555101686606,0.0089446777279979,0.5888465443156256,1.304642167627219,1.2984841139832,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
127,CRE_R,CRE,232,CRE,R,0,CRE_R_127,58,CRE_R,0.2726125237503324,0.2725449155861753,718,711,inferior/ventrolateral protocerebrum,741,699,0.0005657400160054,0.0,0.0037822610362566,0.0,-0.0242509560105475,-0.0001735843636379,-0.0058388470933149,0.011210897585465,0.0023555101686606,0.0089446777279979,0.5888465443156256,-0.21998661034050457,-0.22668846477381965,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
128,CRE_R,CRE,231,CRE,R,0,CRE_R_128,59,CRE_R,0.27609231607805734,0.27598405806504117,718,711,inferior/ventrolateral protocerebrum,741,699,0.0005657400160054,0.0,0.0037822610362566,0.0,-0.0242509560105475,-0.0001735843636379,-0.0058388470933149,0.011210897585465,0.0023555101686606,0.0089446777279979,0.5888465443156256,0.7811708333436872,0.7683601861138057,"Branson999 full FCV matrix, w15_step5_hp030",FlyWire783 cell-level side-aware median_PostDCA_positive
