roi,label,atlas_region,base_region,side,n_recordings,FCS_z,FCV_z,Metastability_z,NetTE_z,NeighborNetTE_z,FCS,FCV,Metastability,NetTE,NeighborNetTE
310,SCL_L_310,SCL_L,SCL,L,20,1.5477594757972515,1.2674526889013853,-1.3510364129309376,1.6846102213201433,-0.23766148886430977,0.10770739530430178,0.219024197630815,0.03393229,0.035027685891716544,0.00628993634002487
311,ICL_R_311,ICL_R,ICL,R,20,-0.027889574658051225,-0.24547019530978323,-0.12037479329580827,0.09202292218804758,0.3362597093178247,0.06171861286029127,0.20161442941872085,0.054513983,0.005478161539986159,0.009574258706640979
312,ICL_R_312,ICL_R,ICL,R,20,0.3942560383234254,0.1662793247898399,-0.562667523876158,-0.22390008933107977,-0.17900652008715162,0.07727569544719277,0.20810137002190418,0.046839353,0.0027493640904132774,0.005376696414602997
313,ICL_R_313,ICL_R,ICL,R,20,0.00774839205427163,-0.25581644520061675,-0.31966417760692717,-0.1180215455374368,0.2759092527811232,0.06369545176566915,0.20175638279805302,0.04909596,0.004429460741928489,0.008898852261316318
314,ICL_R_314,ICL_R,ICL,R,20,0.1905105620301037,0.08889157414571768,-0.3324499433745952,0.29443139898971044,0.17844333579875496,0.06727466064546579,0.20556354382478076,0.047650017,0.012970579529124731,0.007299621442730953
315,ICL_R_315,ICL_R,ICL,R,20,-0.1822204234190755,-0.4345206419751366,-0.12714842013694372,-0.4842490227855903,0.2208740020953348,0.058101313135183116,0.1992153044441495,0.05042424,-0.0065698505326922075,0.007208045310280442
316,ICL_R_316,ICL_R,ICL,R,20,0.19132434982619917,0.16509380022018133,-0.13608105991279904,-0.07154278983551739,-0.013776598972483317,0.07170811207036688,0.20776706647376414,0.050869357,0.0018100816166917015,0.006082377596914572
317,ICL_R_317,ICL_R,ICL,R,20,-0.09936806813562377,-0.23009502583986702,-0.11878148853180188,-0.3854574267428764,0.00936499296447033,0.06270949165302683,0.20222487433200204,0.05160929,-0.004833814518987993,0.006632617611214136
318,ICL_R_318,ICL_R,ICL,R,20,0.7972972876681611,0.20687566272650665,-0.8168748141991046,0.6189542029225296,-0.2706553462133498,0.08500110520433256,0.20707688253542197,0.040769365,0.017968137511249413,0.00491532979969485
319,ICL_L_319,ICL_L,ICL,L,20,0.1359556056947958,-0.18504338097435558,-0.22486220616615107,0.3656861797860339,0.45847161098030387,0.06799768783143009,0.20173737073511733,0.046713702,0.009232720700686441,0.010416483367629199
320,ICL_L_320,ICL_L,ICL,L,20,0.10031093708659711,-0.005349224476769218,-0.23309294017175639,0.16963861279207584,0.42937715557425016,0.0663273421097457,0.2043153710435694,0.047359865,0.008964235107531176,0.010498345344181531
321,ICL_L_321,ICL_L,ICL,L,20,-0.09932740903726078,-0.4002502332153419,0.13276999434634407,-0.47825091393544455,-0.014448190654572165,0.06216217577554728,0.1998594924492346,0.05076323,-0.003657120833315495,0.007367578217055279
322,ICL_L_322,ICL_L,ICL,L,20,-0.315800525130315,-0.5613588385415572,0.0874322555649141,-0.039397260112352096,0.606164353215801,0.05628404791702939,0.19774123335987553,0.052755155,0.004111186180564915,0.012108866444565821
323,ICL_L_323,ICL_L,ICL,L,20,0.49735565362963224,0.3465150426941713,-0.4303183392950601,0.06212712209607343,-0.170678008479329,0.08086856292549809,0.20961903323203593,0.043911032,0.008795099679124129,0.006122240403915752
324,ICL_L_324,ICL_L,ICL,L,20,-0.21773049960669205,-0.3291690229291401,0.006603796464591324,-0.2580639103007045,0.3696101778593688,0.058581937370907465,0.20073495540853217,0.052422963,0.0007774108248407628,0.010429349660237633
325,ICL_L_325,ICL_L,ICL,L,20,0.32790299073450113,0.15956262830119144,-0.46225116035949476,0.012531601621536225,0.04860407532130389,0.07470325635887196,0.20586039236385245,0.042288426,0.009627876442450273,0.008330278260991726
326,ICL_L_326,ICL_L,ICL,L,20,0.8241515840995417,0.24520671322218252,-0.5444366081238621,0.2098145180101112,-0.14251302811726846,0.08597305361878102,0.20688064318871757,0.039340913,0.012431861071812187,0.005859277390319815
327,ME_R_327,ME_R,ME,R,16,-1.3748729097651162,-1.0021686857902967,1.1470844343697773,-0.565010830970233,-0.5302728426128578,0.026826375934775958,0.19298889077720283,0.10876567,-0.012735791338774146,0.0039406280438850465
329,ME_R_329,ME_R,ME,R,19,-1.0129169231894921,-0.591306446169831,0.5760223808003136,0.02100815388669086,-0.458792191614357,0.03791532702718591,0.19699425497045311,0.08592636,-0.008853148352626803,0.0009817384817670412
330,ME_R_330,ME_R,ME,R,19,-0.9748937806414244,-0.6269505798296247,0.8774647449612423,-0.14961954576618708,-0.6312793484160963,0.040049745728295505,0.19631031545560648,0.09689257,-0.008706036879057053,0.00018800993875500125
331,ME_R_331,ME_R,ME,R,19,-0.9179883011623202,-0.5235850644532739,0.18057920477804362,0.16849391626979132,-0.030053277813822818,0.03804026664965757,0.196974370913932,0.059811592,-0.0063634795588041505,0.00407442561596515
