roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
338,ME_R_338,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
339,ME_R_339,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
340,ME_R_340,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
341,ME_R_341,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
342,ME_R_342,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
343,ME_R_343,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
344,ME_R_344,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
345,ME_R_345,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
346,ME_R_346,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
347,ME_R_347,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
348,ME_R_348,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
349,ME_R_349,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
350,ME_R_350,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
351,ME_R_351,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
352,ME_R_352,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
353,ME_R_353,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
354,ME_R_354,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
355,ME_R_355,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
356,ME_R_356,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
357,ME_R_357,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
358,ME_R_358,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
359,ME_R_359,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
360,ME_R_360,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
361,ME_R_361,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
362,ME_R_362,ME_R,R,optic/lateral protocerebrum,-1.1850360336368426,0.0062167920089693,0.033232590552751164
363,ME_R_363,ME_R,R,optic/lateral protocerebrum,-1.922101894642489,0.0062167920089693,0.033232590552751164
364,ME_R_364,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
365,ME_R_365,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
366,ME_R_366,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
367,ME_R_367,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
368,ME_R_368,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
369,ME_R_369,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
370,ME_R_370,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
371,ME_R_371,ME_R,R,optic/lateral protocerebrum,-1.116256161874097,0.0062167920089693,0.033232590552751164
372,ME_R_372,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
373,ME_R_373,ME_R,R,optic/lateral protocerebrum,-1.3152303245043395,0.0062167920089693,0.033232590552751164
374,ME_R_374,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
375,ME_R_375,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
376,ME_R_376,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
377,ME_R_377,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
378,ME_R_378,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
379,ME_R_379,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
380,ME_R_380,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
381,ME_R_381,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
382,ME_R_382,ME_R,R,optic/lateral protocerebrum,-1.7936180701545732,0.0062167920089693,0.033232590552751164
383,ME_R_383,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
384,ME_R_384,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
385,ME_R_385,ME_R,R,optic/lateral protocerebrum,-1.9615566458914429,0.0062167920089693,0.033232590552751164
386,ME_R_386,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
387,ME_R_387,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
388,ME_R_388,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
389,ME_R_389,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
390,ME_R_390,ME_R,R,optic/lateral protocerebrum,-2.026222413600245,0.0062167920089693,0.033232590552751164
391,ME_R_391,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
392,ME_R_392,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
393,ME_R_393,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
394,ME_R_394,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
395,ME_R_395,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
396,ME_R_396,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
397,ME_R_397,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
