roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
782,SMP_R_782,SMP_R,R,superior protocerebrum,0.4670200728277415,0.0249790898738309,0.013177057874510425
783,SMP_R_783,SMP_R,R,superior protocerebrum,0.1404792502109323,0.0249790898738309,0.013177057874510425
784,SMP_R_784,SMP_R,R,superior protocerebrum,-0.1591492364229221,0.0249790898738309,0.013177057874510425
785,SMP_R_785,SMP_R,R,superior protocerebrum,0.0163151775083445,0.0249790898738309,0.013177057874510425
786,SMP_R_786,SMP_R,R,superior protocerebrum,0.5220285232290667,0.0249790898738309,0.013177057874510425
787,SMP_R_787,SMP_R,R,superior protocerebrum,0.4542149265393593,0.0249790898738309,0.013177057874510425
788,SMP_R_788,SMP_R,R,superior protocerebrum,-0.2420525577085189,0.0249790898738309,0.013177057874510425
789,SMP_R_789,SMP_R,R,superior protocerebrum,-0.2632594872937503,0.0249790898738309,0.013177057874510425
790,SMP_R_790,SMP_R,R,superior protocerebrum,-0.0835706468149314,0.0249790898738309,0.013177057874510425
791,SMP_R_791,SMP_R,R,superior protocerebrum,0.1451773798014415,0.0249790898738309,0.013177057874510425
792,SMP_R_792,SMP_R,R,superior protocerebrum,0.1154117583574464,0.0249790898738309,0.013177057874510425
793,SMP_R_793,SMP_R,R,superior protocerebrum,0.0685037240987526,0.0249790898738309,0.013177057874510425
794,SMP_R_794,SMP_R,R,superior protocerebrum,0.2293071970776803,0.0249790898738309,0.013177057874510425
795,SMP_R_795,SMP_R,R,superior protocerebrum,0.7388781520321219,0.0249790898738309,0.013177057874510425
796,SMP_R_796,SMP_R,R,superior protocerebrum,-0.044607605278202,0.0249790898738309,0.013177057874510425
797,SMP_R_797,SMP_R,R,superior protocerebrum,-0.1734361091460437,0.0249790898738309,0.013177057874510425
798,SMP_R_798,SMP_R,R,superior protocerebrum,0.1702247761628977,0.0249790898738309,0.013177057874510425
799,SMP_R_799,SMP_R,R,superior protocerebrum,-0.5104262323637963,0.0249790898738309,0.013177057874510425
800,SMP_R_800,SMP_R,R,superior protocerebrum,-0.0594334263269382,0.0249790898738309,0.013177057874510425
801,SMP_R_801,SMP_R,R,superior protocerebrum,0.8961247596992116,0.0249790898738309,0.013177057874510425
947,SPS_R_947,SPS_R,R,superior protocerebrum,-0.3448263029683552,0.0185531881136671,0.0152241052283389
948,SPS_R_948,SPS_R,R,superior protocerebrum,-0.2670730043234476,0.0185531881136671,0.0152241052283389
949,SPS_R_949,SPS_R,R,superior protocerebrum,-0.5809955314259067,0.0185531881136671,0.0152241052283389
950,SPS_R_950,SPS_R,R,superior protocerebrum,-0.8486760513682197,0.0185531881136671,0.0152241052283389
951,SPS_R_951,SPS_R,R,superior protocerebrum,0.5021056401889455,0.0185531881136671,0.0152241052283389
952,SPS_R_952,SPS_R,R,superior protocerebrum,-0.5717643389248547,0.0185531881136671,0.0152241052283389
953,SPS_R_953,SPS_R,R,superior protocerebrum,-0.5258811175134518,0.0185531881136671,0.0152241052283389
954,SPS_R_954,SPS_R,R,superior protocerebrum,-0.7701926307317442,0.0185531881136671,0.0152241052283389
955,SPS_R_955,SPS_R,R,superior protocerebrum,-0.3219501914701671,0.0185531881136671,0.0152241052283389
956,SPS_R_956,SPS_R,R,superior protocerebrum,0.7366820307580444,0.0185531881136671,0.0152241052283389
957,SPS_R_957,SPS_R,R,superior protocerebrum,0.897354615094643,0.0185531881136671,0.0152241052283389
958,SPS_R_958,SPS_R,R,superior protocerebrum,-0.1120914083295519,0.0185531881136671,0.0152241052283389
146,VES_R_146,VES_R,R,inferior/ventrolateral protocerebrum,0.6215128066803957,0.0197899974539006,0.018204721064087638
147,VES_R_147,VES_R,R,inferior/ventrolateral protocerebrum,1.229854931514586,0.0197899974539006,0.018204721064087638
148,VES_R_148,VES_R,R,inferior/ventrolateral protocerebrum,1.1296210168792131,0.0197899974539006,0.018204721064087638
149,VES_R_149,VES_R,R,inferior/ventrolateral protocerebrum,0.7614849930461993,0.0197899974539006,0.018204721064087638
150,VES_R_150,VES_R,R,inferior/ventrolateral protocerebrum,0.4052845363044002,0.0197899974539006,0.018204721064087638
151,VES_R_151,VES_R,R,inferior/ventrolateral protocerebrum,2.0540223083603197,0.0197899974539006,0.018204721064087638
779,WED_R_779,WED_R,R,optic/lateral protocerebrum,0.2936526726593604,0.012935449669569,0.010994027905107959
989,AME_L_989,AME_L,L,optic/lateral protocerebrum,-1.1075909035476892,0.003772548406603,0.010071454503311057
159,ATL_L_159,ATL_L,L,inferior/ventrolateral protocerebrum,0.6649397921111992,0.0081194081525082,0.009741950957809373
216,AVLP_L_216,AVLP_L,L,optic/lateral protocerebrum,0.7451793913314998,0.017506590080857,0.00953802605777814
217,AVLP_L_217,AVLP_L,L,optic/lateral protocerebrum,1.6641788923821632,0.017506590080857,0.00953802605777814
218,AVLP_L_218,AVLP_L,L,optic/lateral protocerebrum,0.8124371956221507,0.017506590080857,0.00953802605777814
219,AVLP_L_219,AVLP_L,L,optic/lateral protocerebrum,-0.1800915617762736,0.017506590080857,0.00953802605777814
220,AVLP_L_220,AVLP_L,L,optic/lateral protocerebrum,0.2733217302594753,0.017506590080857,0.00953802605777814
