uid,neuron,phase,n_neurons_recording,n_time,n_windows,NetTE,NetTE_z,NeighborNetTE,NeighborNetTE_z
2023-01-05-18,AVAR,spontaneous,69,802,50,0.02215630636370882,1.7251595943097082,-0.0001873530932865548,-1.0988207761351505
2023-01-05-18,AIZR,spontaneous,69,802,50,-0.0038542021772986655,-0.3001002854639685,-0.007953058170519164,-4.917227778386049
2023-01-05-18,URADR,spontaneous,69,802,50,-0.01497147419129187,-1.1657259977399899,0.00043701529291510316,-0.7918180514442328
2023-01-05-18,CEPDL,spontaneous,69,802,50,-0.028247093392642825,-2.1994074002108595,0.002463678762661882,0.20469493831315624
2023-01-05-18,AINR,spontaneous,69,802,50,0.003234108784796555,0.251817866549808,0.002396157311854676,0.17149455560479654
2023-01-05-18,RMER,spontaneous,69,802,50,0.021296690519350712,1.6582272050851177,0.0008057192829389452,-0.6105258335112553
2023-01-05-18,OLLL,spontaneous,69,802,50,0.01382099770247219,1.0761462853035355,0.0014418108617329601,-0.2977588002046744
2023-01-05-18,AVJR,spontaneous,69,802,50,-0.023691561137450197,-1.8446993523881556,0.002116102270817579,0.03379113794001024
2023-01-05-18,OLLR,spontaneous,69,802,50,0.007370459558949059,0.573887127839129,0.003772443181061397,0.8482160571056829
2023-01-05-18,URYDL,spontaneous,69,802,50,0.007994472896241778,0.6224747659650873,0.0007324586194871461,-0.6465481943312704
2023-01-05-18,IL2VL,spontaneous,69,802,50,-0.01628158028338743,-1.2677349723967168,0.0029568995520828454,0.4472122238977207
2023-01-05-18,ASEL,spontaneous,69,802,50,-0.0012778828457327728,-0.09949997149934055,0.003611684848331175,0.769170981705265
2023-01-05-18,ADER,spontaneous,69,802,50,-0.005282242060279,-0.41129195544447184,-0.0005409749630834299,-1.2726970964888753
2023-01-05-18,CEPDR,spontaneous,69,802,50,0.0019393912666770688,0.15100709458994616,0.002387341941390113,0.16716002680482836
2023-01-05-18,IL1L,spontaneous,69,802,50,0.009757888129771467,0.7597798139697765,0.0011048646606289304,-0.46343567318424417
2023-01-05-18,URXL,spontaneous,69,802,50,-0.003101722412611549,-0.24150984785834817,0.0025146690147778753,0.22976690972977248
2023-01-05-18,OLQDL,spontaneous,69,802,50,0.015155201160065667,1.1800315565145663,0.0025170195116464415,0.23092265201105164
2023-01-05-18,IL2R,spontaneous,69,802,50,0.011144878948127775,0.8677752748660087,0.0016914670746867664,-0.17500252473226485
2023-01-05-18,AVER,spontaneous,69,802,50,0.017337245157659352,1.3499323547730953,0.00108224665647568,-0.4745569744153344
2023-01-05-18,IL1DR,spontaneous,69,802,50,-0.005246944245266479,-0.40854355671647974,0.0019458474952832171,-0.049923350390614595
2023-01-05-18,OLQDR,spontaneous,69,802,50,0.009488874239167418,0.7388335476219559,0.0031527804224255954,0.5435270954367643
2023-01-05-18,AVJL,spontaneous,69,802,50,-0.013188459089985697,-1.0268948424777666,0.002538432867558975,0.24145162617951776
2023-01-05-18,AVEL,spontaneous,69,802,50,0.01627751941960193,1.2674187807894273,0.0005712479571418668,-0.7258156807751522
2023-01-05-18,URYDR,spontaneous,69,802,50,-0.00897968948794955,-0.6991868238215243,0.001503585218342684,-0.26738427097748774
2023-01-05-18,URADL,spontaneous,69,802,50,-0.012434811627440253,-0.9682134842497971,0.003062950269230713,0.4993574955664013
2023-01-05-18,AVBL,spontaneous,69,802,50,0.025935669428937488,2.019432671479218,0.00042125940332788834,-0.7995652422695575
2023-01-05-18,IL1DL,spontaneous,69,802,50,-0.00023044090506930224,-0.01794285255745,0.0027049920185051616,0.32334897122890327
2023-01-05-18,AWCL,spontaneous,69,802,50,-0.008198448997760526,-0.6383569858066285,0.001480268674105224,-0.2788490452509318
2023-01-05-18,AIBR,spontaneous,69,802,50,0.019850756559491933,1.5456422460833572,0.0002664372935012291,-0.8756914693649656
2023-01-05-18,IL2DL,spontaneous,69,802,50,-0.009169103392413214,-0.7139351852684661,0.005433263249795028,1.6648433841624097
2023-01-05-18,IL2L,spontaneous,69,802,50,0.0069576740139372165,0.5417463489710426,0.0020813609443893913,0.016708783822571825
2023-01-05-18,RICL,spontaneous,69,802,50,0.0010384009328270327,0.08085315767888837,0.0009533787056077681,-0.5379215087449222
2023-01-05-18,RIAR,spontaneous,69,802,50,0.0018069857014058838,0.14069758146452155,0.0017766175193338093,-0.1331339434699807
2023-01-05-18,ASGL,spontaneous,69,802,50,0.0073153334611744895,0.5695948367455004,0.0022532785283472714,0.1012408771568141
2023-01-05-18,ADLR,spontaneous,69,802,50,0.006925958482888931,0.5392768781224991,0.002831777963077783,0.385689780431461
2023-01-05-18,URXR,spontaneous,69,802,50,0.002250088517763126,0.1751989582895164,0.0011740262163742994,-0.42942884880471294
2023-01-05-18,SMDVL,spontaneous,69,802,50,0.0008773355511461078,0.06831210124300463,0.0038152117228169914,0.8692454031459291
2023-01-05-18,RMDVL,spontaneous,69,802,50,0.012139281470690048,0.9452025781467581,0.002031367058794607,-0.00787327291616845
2023-01-05-18,RID,spontaneous,69,802,50,0.016313099844743703,1.2701891844296067,0.001456279491556251,-0.290644556632355
2023-01-05-18,AWBL,spontaneous,69,802,50,0.0040341158479236805,0.31410892886919844,0.0024361532416163423,0.19116060482307373
2023-01-05-18,AUAL,spontaneous,69,802,50,-0.008235244131485112,-0.6412219704718004,0.000713601822039927,-0.6558201054708765
2023-01-05-18,URYVL,spontaneous,69,802,50,0.007040092977750741,0.548163748326418,0.0021117682157438832,0.031660077582070505
2023-01-05-18,SAAVL,spontaneous,69,802,50,0.010141775228874925,0.7896704690852346,0.0013313499761620838,-0.3520725572613584
2023-01-05-18,AWBR,spontaneous,69,802,50,-0.0068286492994758695,-0.5317000795070738,0.001803184569784245,-0.12007089118300834
2023-01-05-18,ASER,spontaneous,69,802,50,0.005105443585449026,0.397525870966969,0.0027140404027173677,0.32779807318311455
2023-01-05-18,ASIL,spontaneous,69,802,50,0.008263555710834865,0.6434263989511471,0.0019197329113435876,-0.06276392432231034
2023-01-05-18,AVHL,spontaneous,69,802,50,-0.021493560216183233,-1.6735560979404616,0.0023939024458220653,0.1703858351264331
2023-01-05-18,AIZL,spontaneous,69,802,50,0.012672731189221168,0.9867386485051808,0.0023734104632377895,0.1603099013880782
2023-01-05-18,RMDDL,spontaneous,69,802,50,0.0034050201279685055,0.265125560468159,0.0014698418324355278,-0.28397593647934777
2023-01-05-18,RIVR,spontaneous,69,802,50,-0.008858186821938103,-0.689726244672502,0.006018990833144723,1.952846377249418
2023-01-05-18,OLQVR,spontaneous,69,802,50,-0.009782849501631004,-0.7617233847727668,0.001559762940150598,-0.23976161415644295
2023-01-05-18,RMEV,spontaneous,69,802,50,-0.013055919427878197,-1.016574888151542,0.003395612134449888,0.6629277551760292
2023-01-05-18,FLPR,spontaneous,69,802,50,-0.020017783388118406,-1.5586474795000633,0.007700896905076112,2.7798417187309856
2023-01-05-18,RMDVR,spontaneous,69,802,50,-0.014086815826470919,-1.0968437192273122,-0.002639705912427993,-2.3046457570570875
2023-01-06-01,URADL,spontaneous,65,802,50,-0.006132968126404854,-0.5470996991144689,0.007610081429563087,3.153687326603732
2023-01-06-01,IL2L,spontaneous,65,802,50,-0.012729390805798803,-1.1355424871326458,0.001131664235387957,-0.18502769107389758
2023-01-06-01,RMED,spontaneous,65,802,50,0.015051876794526874,1.342722984314773,0.0007457686518819152,-0.38390271583542657
2023-01-06-01,ADEL,spontaneous,65,802,50,-0.025582996749456834,-2.2821657532857564,0.0006507710460195997,-0.4328606516752343
2023-01-06-01,URYDR,spontaneous,65,802,50,-0.008004160665538204,-0.7140219550344917,0.0004474178532463353,-0.5376606882050272
2023-01-06-01,OLLR,spontaneous,65,802,50,0.0021042960577249206,0.18771656990559568,0.0005751660662937031,-0.47182440989831115
2023-01-06-01,AIZL,spontaneous,65,802,50,-0.009574844462760516,-0.8541369230488506,0.001399858157984692,-0.04681135671545532
2023-01-06-01,ASKL,spontaneous,65,802,50,-0.00579026231434257,-0.516528164614425,-0.0032920221946344344,-2.4648173178815043
2023-01-06-01,URADR,spontaneous,65,802,50,-0.012876767227377017,-1.148689399727033,0.001286942258373525,-0.10500365870325351
2023-01-06-01,IL2DL,spontaneous,65,802,50,-0.007793698145527002,-0.6952473618848451,-0.00600639930046552,-3.8636978368803243
2023-01-06-01,URBL,spontaneous,65,802,50,-0.021653546643038417,-1.9316338531359594,0.003464889507722458,1.0174225406543544
2023-01-06-01,FLPL,spontaneous,65,802,50,-0.01685274203802614,-1.5033715989100864,0.0024127167794878524,0.4751751392202136
2023-01-06-01,CEPDR,spontaneous,65,802,50,-0.007371007929811359,-0.6575407107054563,0.0023472981320642973,0.4414610059616204
2023-01-06-01,ASKR,spontaneous,65,802,50,-0.006863784142486833,-0.6122931281794369,0.0023554974960756504,0.4456866275817785
2023-01-06-01,IL1VR,spontaneous,65,802,50,0.0029888498543369155,0.26662438517589426,0.0007821456197118617,-0.3651554933038769
2023-01-06-01,RIVL,spontaneous,65,802,50,0.012911663740485059,1.1518023902771317,0.0009761333572791603,-0.2651820347801531
2023-01-06-01,AVAR,spontaneous,65,802,50,0.0005580511916404296,0.04978170972754141,0.0017638555097370266,0.14077820231805227
2023-01-06-01,RMDL,spontaneous,65,802,50,-8.069335325856797e-05,-0.00719835948571595,0.0022874970805313163,0.41064195512840235
2023-01-06-01,SMDVL,spontaneous,65,802,50,0.01409434864763729,1.257305393637677,0.0027410940199967576,0.644407529091057
2023-01-06-01,SAAVL,spontaneous,65,802,50,-0.021834898473970535,-1.947811587976884,-0.0021697667715998587,-1.8864521212213383
2023-01-06-01,CEPDL,spontaneous,65,802,50,-0.002635842589749471,-0.23513389569992407,0.001716740291027939,0.11649691824041795
2023-01-06-01,RID,spontaneous,65,802,50,0.0124120231546693,1.1072312774764168,0.0026178989516789522,0.5809177579990844
2023-01-06-01,RIH,spontaneous,65,802,50,-0.000488752679014319,-0.043599842379561195,0.0009108934294574431,-0.2988040631617794
2023-01-06-01,AINL,spontaneous,65,802,50,0.013784681783869185,1.2296811431114372,0.002245346028382807,0.3889190023451709
2023-01-06-01,OLQDL,spontaneous,65,802,50,-0.0012908498999234033,-0.1151520075262521,0.002476677938827635,0.5081381418850943
2023-01-06-01,IL1L,spontaneous,65,802,50,0.007760597322367696,0.6922945582801877,1.7770796652777066e-05,-0.7590834581741583
2023-01-06-01,RICL,spontaneous,65,802,50,-0.011348385491321833,-1.0123480441723276,0.004723336495326104,1.665975378566862
2023-01-06-01,AUAL,spontaneous,65,802,50,-0.005819558168301729,-0.519141540806183,0.00016295129834019764,-0.6842632811572195
2023-01-06-01,AVDL,spontaneous,65,802,50,-0.01222129832843305,-1.090217411939066,0.003167864901855381,0.8643480345666902
2023-01-06-01,AIBL,spontaneous,65,802,50,0.020116267196085523,1.7944987652717728,0.0013292915079061163,-0.08317856297941399
2023-01-06-01,SMDVR,spontaneous,65,802,50,0.0037850106255629054,0.33764698131643855,0.0014856100359307244,-0.002618296263915395
2023-01-06-01,IL1R,spontaneous,65,802,50,0.008272268715028105,0.7379388954429327,0.0005270286021526988,-0.4966325180555001
2023-01-06-01,URXR,spontaneous,65,802,50,-0.00034559821340798824,-0.030829555065834815,0.00315198248795285,0.8561628788065717
2023-01-06-01,URAVL,spontaneous,65,802,50,0.015493727069406611,1.3821388344313879,0.0022506509283170785,0.39165293388229916
2023-01-06-01,ASEL,spontaneous,65,802,50,-0.01082391963571367,-0.9655623596742019,0.005026116372430736,1.822015919402784
2023-01-06-01,AVAL,spontaneous,65,802,50,0.017009592270131386,1.5173636355589246,0.0011791122043705762,-0.1605749209214895
2023-01-06-01,AVER,spontaneous,65,802,50,0.00515561756186439,0.4599138229173769,0.0010818325813150053,-0.21070891641373377
2023-01-06-01,CEPVL,spontaneous,65,802,50,-0.013565518431370438,-1.2101303804566066,-5.136747699672106e-05,-0.7947145368174774
2023-01-06-01,RMGL,spontaneous,65,802,50,-0.01209356922711076,-1.078823165065236,-0.000857351620297167,-1.21008626768821
2023-01-06-01,RMDVR,spontaneous,65,802,50,-0.005810738997304769,-0.5183548147545503,7.678376990451524e-05,-0.7286705511124553
2023-01-06-01,RMDVL,spontaneous,65,802,50,0.013026075534408585,1.162008648770668,0.001353026333587199,-0.07094659079110825
2023-01-06-01,RMEL,spontaneous,65,802,50,0.019481929294371828,1.7379117966113138,0.0018665402127949495,0.1936977581153394
2023-01-06-01,RMER,spontaneous,65,802,50,0.02283352314497454,2.036895249553786,0.0016158338667584776,0.06449381563203507
2023-01-06-01,AVEL,spontaneous,65,802,50,0.021407026743253267,1.9096427127585112,0.0008787768471855458,-0.31535565475178584
2023-01-06-01,RMDDR,spontaneous,65,802,50,-0.01037155023993637,-0.9252081371807231,0.002662361729266003,0.6038320808665618
2023-01-06-01,SMBVR,spontaneous,65,802,50,0.016979112875563626,1.5146446800298035,0.0037048898599273436,1.1411090455733075
2023-01-06-01,RMDDL,spontaneous,65,802,50,0.010637341115163582,0.9489183709316722,0.0012329912484646418,-0.13280783395205017
2023-01-06-01,IL1VL,spontaneous,65,802,50,-0.009947552342110859,-0.8873848324538022,0.0004990065261368607,-0.5110739662080986
2023-01-06-01,ADAL,spontaneous,65,802,50,0.010199875486561448,0.9098936591040161,-0.002694068020052738,-2.1566558452992908
2023-01-06-01,IL2DR,spontaneous,65,802,50,-0.007338908040141999,-0.6546771967236855,-0.0014981535391587293,-1.5403297400881297
2023-01-06-01,URYVR,spontaneous,65,802,50,0.0026483187010018436,0.23624684404265303,0.0025384230293219305,0.5399590720169978
2023-01-06-01,AWBL,spontaneous,65,802,50,-0.005072781252418869,-0.4525242981327497,0.003593165833407636,1.083530986921551
2023-01-06-01,OLQDR,spontaneous,65,802,50,-0.00021643588397514402,-0.019307455144037797,0.0011609526800870995,-0.16993360756081838
2023-01-06-01,IL1DL,spontaneous,65,802,50,0.005479515778512294,0.488807600484693,0.0009984770194029803,-0.25366701219874443
2023-01-06-01,OLQVL,spontaneous,65,802,50,-0.00026568853027092443,-0.02370110393099287,0.0014535704421873377,-0.01913021107043868
2023-01-06-01,RMDR,spontaneous,65,802,50,-0.006131733038558934,-0.5469895214362296,0.0027093448267208986,0.6280452749768007
2023-01-06-01,ASHL,spontaneous,65,802,50,0.008316922243556589,0.7419222737222282,0.0012715897892540489,-0.11291570228910244
2023-01-06-01,RIAR,spontaneous,65,802,50,-0.005460560777004915,-0.4871166939924918,0.0036933396452379034,1.1351565306170757
2023-01-06-01,OLLL,spontaneous,65,802,50,0.0021874848047288634,0.19513753435829148,0.0009425773719733611,-0.28247543665834235
2023-01-06-01,IL1DR,spontaneous,65,802,50,-0.002770774394091201,-0.2471706694177759,0.0013872751059220824,-0.05329615441070526
2023-01-06-01,AWCL,spontaneous,65,802,50,0.009357035607827094,0.8347069901774408,0.0017458186283930222,0.13148272090486973
2023-01-06-01,URXL,spontaneous,65,802,50,-0.0004941655862079411,-0.044082708071332063,0.0022786849954233423,0.40610056175943265
2023-01-06-01,AVJL,spontaneous,65,802,50,-0.0038509064577955665,-0.3435253079674723,0.003695227563337558,1.1361294874864067
2023-01-06-01,AWAR,spontaneous,65,802,50,0.005764524326522517,0.5142321726735021,0.0021767166089496966,0.3535501666484144
2023-01-06-01,CEPVR,spontaneous,65,802,50,-0.00831070835982086,-0.7413679558369757,0.002878739210274651,0.71534431042479
2023-01-06-08,ASIL,spontaneous,71,802,50,0.013430735926176255,1.1885588005365924,0.004396908548151166,1.7387013603899
2023-01-06-08,RMER,spontaneous,71,802,50,0.018460721351024213,1.6336895421530644,0.0009753425238038087,-0.25294630805219337
2023-01-06-08,URAVL,spontaneous,71,802,50,-0.007081147532629397,-0.6266492219090777,0.004359988155868386,1.717210495480464
2023-01-06-08,IL2R,spontaneous,71,802,50,-0.013927597980180258,-1.23252882348881,0.0015371161336982656,0.07405457177212857
2023-01-06-08,RMDDL,spontaneous,71,802,50,0.0017476320058939494,0.1546574522886954,-0.0007416528983293938,-1.2523863027457396
2023-01-06-08,RIVL,spontaneous,71,802,50,-0.02716961280168212,-2.404386668021155,0.002788530092358052,0.8024858442611812
2023-01-06-08,URYDR,spontaneous,71,802,50,-0.008306435732777156,-0.7350816325739994,0.0020165195909166047,0.35310889105685045
2023-01-06-08,IL2VL,spontaneous,71,802,50,-0.009685420583070682,-0.8571154949499706,-0.0013968632858694394,-1.6337754770002633
2023-01-06-08,IL2DL,spontaneous,71,802,50,-0.014549778818128883,-1.2875889865754657,0.0022162772367522745,0.4693851361303267
2023-01-06-08,IL2VR,spontaneous,71,802,50,-0.00662731833932317,-0.586487410627147,0.0037021576221389586,1.3342961692891
2023-01-06-08,ADEL,spontaneous,71,802,50,0.011175405400946683,0.9889723475965121,0.0011538801213387983,-0.14902196834063094
2023-01-06-08,URXL,spontaneous,71,802,50,-0.013330674219309557,-1.1797037963918577,0.00036567630658750045,-0.6078248319229639
2023-01-06-08,SMDVR,spontaneous,71,802,50,0.0028025881386809725,0.2480162527815472,0.0016827044955241143,0.1587996035264299
2023-01-06-08,IL2DR,spontaneous,71,802,50,-0.006230711618190263,-0.5513895268368963,0.002626327425960365,0.7080698487645973
2023-01-06-08,URBL,spontaneous,71,802,50,0.0061605429066718355,0.5451799162797416,0.0007010464867410742,-0.41261035042095195
2023-01-06-08,AWCR,spontaneous,71,802,50,-0.0017462372686799605,-0.15453402441406264,0.0010238813432348578,-0.22469251260856454
2023-01-06-08,SAAVR,spontaneous,71,802,50,-0.013287296926521521,-1.1758651040543673,0.0017673622069347594,0.20807772130842303
2023-01-06-08,AIZL,spontaneous,71,802,50,-0.013617139287942275,-1.205054646876986,0.0026459257728504468,0.7194777834971723
2023-01-06-08,AUAL,spontaneous,71,802,50,-0.006324576383797144,-0.5596961299773041,0.002777752719374543,0.796212480070107
2023-01-06-08,ASGR,spontaneous,71,802,50,-0.0033234949496313655,-0.2941141269276594,0.003182711137067057,1.0319333408321425
2023-01-06-08,URYDL,spontaneous,71,802,50,-0.0043500408351417694,-0.38495875026658216,0.002774400061604186,0.794260942971626
2023-01-06-08,RIBL,spontaneous,71,802,50,0.013623503225275708,1.2056178262712718,0.0010052261618712685,-0.23555144334459907
2023-01-06-08,CEPDR,spontaneous,71,802,50,-0.010351466506703202,-0.916057517817986,0.003681164963520368,1.3220766244097657
2023-01-06-08,IL2L,spontaneous,71,802,50,-0.013716960340541469,-1.213888354217949,-0.0015741451441391317,-1.7369688677363848
2023-01-06-08,AIZR,spontaneous,71,802,50,-0.0065101384908693915,-0.5761175291187303,0.00033490049249162236,-0.6257390203245029
2023-01-06-08,IL1DL,spontaneous,71,802,50,0.0112885310501203,0.9989834509813731,0.002039837992384909,0.3666822196396311
2023-01-06-08,FLPL,spontaneous,71,802,50,-0.004698254478998847,-0.4157740676958092,-0.000730561168986751,-1.2459299559363923
2023-01-06-08,AIBR,spontaneous,71,802,50,0.019626833269621946,1.7368851221181707,0.0004804800401390032,-0.5409991191852094
2023-01-06-08,AVKL,spontaneous,71,802,50,0.012729062463410446,1.126463903141739,0.0013780468044911033,-0.018537550192410258
2023-01-06-08,AVER,spontaneous,71,802,50,-0.0027594074074671847,-0.2441949552458161,0.0010175399811554982,-0.22838373437959922
2023-01-06-08,AVDL,spontaneous,71,802,50,-0.014986619440751074,-1.3262473869269729,-0.0027621880888872128,-2.428512723409293
2023-01-06-08,RICL,spontaneous,71,802,50,0.008266449731705596,0.731543054067721,0.0007413727410426321,-0.3891369789339819
2023-01-06-08,AVKR,spontaneous,71,802,50,-0.003589614322530434,-0.31766447624515337,0.0030881286795198816,0.9768781615052182
2023-01-06-08,CEPDL,spontaneous,71,802,50,-0.017433112226286823,-1.5427508269976355,-0.00010873512773085651,-0.8839733616660518
2023-01-06-08,RIVR,spontaneous,71,802,50,0.002334930237248356,0.20663066397662622,0.0011152806848853032,-0.17149018233058197
2023-01-06-08,AWBL,spontaneous,71,802,50,-0.0035504882747124204,-0.31420199967499907,0.002367263917167123,0.5572724566947177
2023-01-06-08,AINL,spontaneous,71,802,50,0.00853121047614175,0.7549731709701685,0.0018211881719848847,0.23940909326818985
2023-01-06-08,IL1R,spontaneous,71,802,50,0.008990202358132932,0.7955918566262707,0.0018324673868676687,0.2459745728945662
2023-01-06-08,AIML,spontaneous,71,802,50,0.0028479084073261608,0.2520268896101619,0.001259411054202339,-0.08759382845071591
2023-01-06-08,AWCL,spontaneous,71,802,50,0.005545486646533357,0.49075024579623916,0.0019795325843814473,0.3315792508850084
2023-01-06-08,IL1VL,spontaneous,71,802,50,0.01696648278932177,1.501456252601804,0.0022517715755539314,0.49004591444475304
2023-01-06-08,OLQDL,spontaneous,71,802,50,0.007369379145751573,0.6521564035149299,0.0016057439661053992,0.11400191209269821
2023-01-06-08,IL1VR,spontaneous,71,802,50,0.024848322557386858,2.1989630811364145,0.00215511443647542,0.43378309083879335
2023-01-06-08,OLLL,spontaneous,71,802,50,-0.00040038704158142606,-0.03543242488782216,0.0029185225867466966,0.8781527308627627
2023-01-06-08,OLLR,spontaneous,71,802,50,0.012009376068540994,1.0627749435083802,0.0008173026268388594,-0.34493921132259237
2023-01-06-08,ASHL,spontaneous,71,802,50,-0.001978357272078097,-0.1750755847824515,0.0057839779049721155,2.5460958197754553
2023-01-06-08,AIBL,spontaneous,71,802,50,0.026792103958716083,2.370978859241803,0.0006866821280440787,-0.420971650861733
2023-01-06-08,ASEL,spontaneous,71,802,50,0.0011468248835662363,0.1014887654354373,0.0014375836611246649,0.016118055123059843
2023-01-06-08,RIAL,spontaneous,71,802,50,0.0004740139812579512,0.04194807284561984,0.0015646349429439864,0.09007290135645883
2023-01-06-08,AVAL,spontaneous,71,802,50,-0.000222107456879485,-0.01965549572189909,7.076422091005382e-05,-0.7794891995415655
2023-01-06-08,IL1DR,spontaneous,71,802,50,0.01996164542027807,1.7665144685945118,0.0008304885832569564,-0.3372638430352622
2023-01-06-08,RIML,spontaneous,71,802,50,-0.010581208363204983,-0.9363886230454079,0.0009517747854177157,-0.2666647723089422
2023-01-06-08,AVAR,spontaneous,71,802,50,-0.0019457948188484357,-0.1721939563619459,0.0002931458889781629,-0.6500438147205625
2023-01-06-08,RMDL,spontaneous,71,802,50,0.0033650870290309587,0.2977948360321141,-0.00017912162307060032,-0.9249443960800232
2023-01-06-08,SMDVL,spontaneous,71,802,50,0.008826137325072222,0.7810728503725195,0.00016484508617312354,-0.7247259903523029
2023-01-06-08,RMGL,spontaneous,71,802,50,-0.011157196953335242,-0.9873609831283515,0.0004617377847543077,-0.551908734540475
2023-01-06-08,URYVL,spontaneous,71,802,50,0.008886532357969795,0.7864175350013941,0.0006417497606996983,-0.4471261789410468
2023-01-06-08,OLQDR,spontaneous,71,802,50,0.0006351087183097435,0.056204221465879986,0.0024060627483972366,0.5798567357084401
2023-01-06-08,AIMR,spontaneous,71,802,50,0.0032408193732477134,0.2867977159401789,0.0020539815261890397,0.3749149808735464
2023-01-06-08,OLQVL,spontaneous,71,802,50,0.007794639851563234,0.6897900341062175,0.0019304611904258661,0.30301545095731924
2023-01-06-08,ADAL,spontaneous,71,802,50,0.004873297293226164,0.4312645574548317,0.003767108107086648,1.3721029750002136
2023-01-06-08,ADLL,spontaneous,71,802,50,-0.015231906676223605,-1.3479541872082563,0.0040881909367769306,1.559000981520903
2023-01-06-08,AVJL,spontaneous,71,802,50,-0.003999997750689666,-0.35398153569849183,-0.0006375386272477177,-1.1917827826687244
2023-01-06-08,RMEV,spontaneous,71,802,50,0.009157146643987169,0.8103656636046825,0.0013438647332062875,-0.03843447519473
2023-01-06-08,AVL,spontaneous,71,802,50,-0.009404393592869629,-0.8322458895740821,0.002911305196122433,0.8739515846312523
2023-01-06-08,RIMR,spontaneous,71,802,50,0.018095023831872944,1.6013269815971303,0.000320768987665803,-0.6339647796515612
2023-01-06-08,URXR,spontaneous,71,802,50,-0.006023686866987811,-0.5330687816950754,-0.0007865846761261686,-1.2785404876573032
2023-01-06-08,URYVR,spontaneous,71,802,50,-0.014701325123293646,-1.3010001425748425,0.0014161822621793837,0.0036605879844858716
2023-01-06-08,RIAR,spontaneous,71,802,50,-0.006108413766416516,-0.5405667254050622,-0.0055725069200110045,-4.064361603062063
2023-01-06-08,AWAR,spontaneous,71,802,50,-0.021006163872373414,-1.858949582007856,0.003576967371949675,1.2614246045941795
2023-01-06-08,ASGL,spontaneous,71,802,50,0.007910799496638386,0.7000696322741926,0.001305255387046121,-0.06090845749195507
2023-01-06-15,OLQVR,spontaneous,62,803,50,-0.002398449781662649,-0.19620542410411357,0.0021663104658622727,0.17109992651282485
2023-01-06-15,BAGL,spontaneous,62,803,50,-0.001956502190430886,-0.16005185723255339,0.0022896862121612165,0.21707155643601547
2023-01-06-15,RMER,spontaneous,62,803,50,-0.0017211079343974268,-0.14079540659104756,0.0016787128878035364,-0.01058615103799574
2023-01-06-15,CEPVL,spontaneous,62,803,50,-0.019433989651921797,-1.589799465822875,0.004305398254365667,0.9681557104593661
2023-01-06-15,CEPDR,spontaneous,62,803,50,-0.007439819462725479,-0.6086151747276433,0.0014213741961153837,-0.10647435803242897
2023-01-06-15,IL1VR,spontaneous,62,803,50,-0.021603922644485917,-1.7673110511554693,-0.0037757139181779998,-2.0429863438614726
2023-01-06-15,RMDVL,spontaneous,62,803,50,-0.007306448931843388,-0.5977047851189973,0.00428308734440434,0.9598423350451537
2023-01-06-15,IL1VL,spontaneous,62,803,50,-0.01206448943956878,-0.986936764400071,-0.0005396022844568294,-0.8371632313099341
2023-01-06-15,AIBR,spontaneous,62,803,50,0.02558118293681727,2.0926712268804595,0.0032240858945295214,0.5652427139510343
2023-01-06-15,RMDVR,spontaneous,62,803,50,-0.011198260310398594,-0.9160748039122618,-0.001039164513247554,-1.0233075148867465
2023-01-06-15,IL1L,spontaneous,62,803,50,0.0006808991914816955,0.05570102641223652,0.0026223567400781764,0.34102952106461004
2023-01-06-15,RMDDL,spontaneous,62,803,50,-0.004148049255403924,-0.3393315839187969,-0.003268268148136071,-1.853904536081107
2023-01-06-15,IL2L,spontaneous,62,803,50,0.0034220218038663987,0.2799388356823091,0.0024291299991690495,0.2690303762504022
2023-01-06-15,RIBL,spontaneous,62,803,50,0.015219987860840873,1.245072628131336,0.0029908077265611887,0.47831981436414933
2023-01-06-15,RIH,spontaneous,62,803,50,-0.0014175692652665629,-0.1159643954253545,0.0022385879355191407,0.19803158193559428
2023-01-06-15,SAAVL,spontaneous,62,803,50,0.0021925735792382483,0.17936370078830496,0.0032474992277172375,0.573966868583226
2023-01-06-15,IL2DL,spontaneous,62,803,50,-0.011297096554172074,-0.9241601127124278,0.0029441690558320954,0.46094155506128526
2023-01-06-15,RIVL,spontaneous,62,803,50,0.001865049711606771,0.15257057806204719,0.00033429474128664,-0.5115362595296653
2023-01-06-15,RIR,spontaneous,62,803,50,-0.0005256323234440092,-0.04299940475412808,0.0021553748401306394,0.167025150438968
2023-01-06-15,ASGL,spontaneous,62,803,50,0.005198431691830071,0.42525822411204645,0.004118958648363029,0.8986855526099371
2023-01-06-15,URXR,spontaneous,62,803,50,-0.0074624341657103304,-0.6104651727655657,0.0015522288048689646,-0.05771599321745547
2023-01-06-15,URYDR,spontaneous,62,803,50,0.009478937349748607,0.7754254172770243,0.003450422518149321,0.6495790913286599
2023-01-06-15,AVAR,spontaneous,62,803,50,0.01670572331310985,1.3666133652973533,0.0025018615797850253,0.2961312401406575
2023-01-06-15,URYVL,spontaneous,62,803,50,-0.008479561793488419,-0.6936714000136792,0.002377614658247935,0.24983499742404736
2023-01-06-15,URAVL,spontaneous,62,803,50,-0.0029167436130612314,-0.2386045027830134,0.0014945484433695835,-0.07920854999810772
2023-01-06-15,RID,spontaneous,62,803,50,0.009375848778659632,0.7669922464158118,0.0018968859829884886,0.0707083747656186
