uid,neuron,phase,n_neurons_recording,n_time,n_windows,NetTE,NetTE_z,NeighborNetTE,NeighborNetTE_z
2023-01-05-01,IL1DR,spontaneous,68,802,50,-0.015873409270933905,-1.21725668529401,0.0009629835893360178,-0.33216328952564206
2023-01-05-01,IL1L,spontaneous,68,802,50,-0.014179448683343787,-1.0873548592480844,0.002580440508677414,0.31394234786722813
2023-01-05-01,RIAL,spontaneous,68,802,50,0.011624809704595103,0.8914516778761632,0.0047706799304429535,1.1888503721372243
2023-01-05-01,ADAL,spontaneous,68,802,50,0.009401222042116526,0.7209352562750663,0.002237378550118112,0.1769036034347283
2023-01-05-01,AVDR,spontaneous,68,802,50,-0.014708784341156375,-1.1279471074059348,0.0014108866387908803,-0.15324496298617507
2023-01-05-01,IL1VR,spontaneous,68,802,50,-0.0026073052577123574,-0.1999419092257716,8.10582062379152e-05,-0.684455183650137
2023-01-05-01,ASKL,spontaneous,68,802,50,-0.009759712398749435,-0.7484261862811296,0.0067450682188134195,1.977534996911063
2023-01-05-01,CEPVL,spontaneous,68,802,50,-0.017131173191746896,-1.3137086519130967,0.0032612295444044994,0.5858887772272331
2023-01-05-01,AVAL,spontaneous,68,802,50,0.007325817898015017,0.5617823278792483,0.00043891484553018297,-0.5415065899284892
2023-01-05-01,AWBL,spontaneous,68,802,50,-0.0023955653625891203,-0.18370457807132523,0.0007576575336260297,-0.4141823655897414
2023-01-05-01,IL1R,spontaneous,68,802,50,-0.0029011081333901187,-0.22247226225032501,0.0004696322644769084,-0.52923628009191
2023-01-05-01,OLQVR,spontaneous,68,802,50,-0.005325700128988381,-0.4084027555285777,-0.00139390382656194,-1.2736401399458963
2023-01-05-01,CEPDR,spontaneous,68,802,50,-0.014744572684244962,-1.1306915461800267,0.0008726009537885525,-0.3682673301658223
2023-01-05-18,AVAL,spontaneous,69,802,50,0.017369065607991764,1.3524099949665949,0.0002124767489374194,-0.9022239373325939
2023-01-05-18,URAVL,spontaneous,69,802,50,-0.008198002605360515,-0.6383222282924894,0.002583664925672485,0.2636922863268119
2023-01-05-18,AVDR,spontaneous,69,802,50,-0.025937632842377906,-2.0195855490156958,0.0015209022388554209,-0.2588694701028297
2023-01-05-18,IL2DR,spontaneous,69,802,50,-0.009610642861312746,-0.7483148349507849,0.003116395154280638,0.5256364130992639
2023-01-05-18,RMDL,spontaneous,69,802,50,0.014416457962940521,1.122510691198361,0.001942253958248722,-0.05169029709267166
2023-01-05-18,OLQVL,spontaneous,69,802,50,0.010765721909037998,0.8382529170777453,0.002696842230276581,0.3193417100556571
2023-01-05-18,CEPVL,spontaneous,69,802,50,-0.003422708742179739,-0.2665028515209012,0.0018086240833724884,-0.11739627547617681
2023-01-05-18,AWAL,spontaneous,69,802,50,0.019929660636405503,1.5517859653063664,0.001914936276717557,-0.06512243563082906
2023-01-05-18,URBL,spontaneous,69,802,50,0.0012821369966700658,0.09983121305127789,0.00148998989580813,-0.27406910825208325
2023-01-05-18,URBR,spontaneous,69,802,50,-0.022715880931455778,-1.7687298274719283,0.004376793502189908,1.1453758738974948
2023-01-05-18,FLPL,spontaneous,69,802,50,-0.008662585141635948,-0.6744960835663583,0.0005431101284073333,-0.739651086729864
2023-01-05-18,ADLL,spontaneous,69,802,50,-0.015939569106879162,-1.2411049081238728,0.0042161585116837685,1.0663914460245618
2023-01-05-18,RIAL,spontaneous,69,802,50,-0.009733863155659998,-0.7579091540361635,0.002212794585083195,0.0813348710825576
2023-01-05-18,RIVL,spontaneous,69,802,50,-0.0014959945926659363,-0.11648283708517332,0.006065549610373307,1.9757393868625548
2023-01-05-18,IL2VR,spontaneous,69,802,50,-0.010578851053376618,-0.8237025653968738,0.00646158615842626,2.1704710581265334
