uid,neuron,phase,n_neurons_recording,n_time,n_windows,FCS,FCS_z,FCV,FCV_z,Metastability,Metastability_z
2023-01-06-15,URYDR,spontaneous,62,803,50,0.3100049877272145,-0.04118474272523789,0.2549848907928982,-0.6615326088265161,0.027566292278214107,-1.384228235461073
2023-01-06-15,AVAR,spontaneous,62,803,50,0.3957668190701852,1.4363843631690232,0.30068446813103344,1.0922022125334967,0.031805720638818216,-1.0485503425668599
2023-01-06-15,URYVL,spontaneous,62,803,50,0.36101403332450466,0.837637324335077,0.2813260344502634,0.3493165840350287,0.02919673866570266,-1.255129507690344
2023-01-06-15,URAVL,spontaneous,62,803,50,0.25565406216212494,-0.9775832224939096,0.2863770791878914,0.5431519224908518,0.055846995326097805,0.8550375336927172
2023-01-06-15,RID,spontaneous,62,803,50,0.37527050876419366,1.083258567943832,0.2697966757925632,-0.093125970659775,0.06527614411881395,1.6016374356837355
2023-01-06-15,OLQVL,spontaneous,62,803,50,0.32932430138877644,0.2916628721915642,0.2872915651062638,0.5782455905750588,0.06113128634400992,1.2734476407760669
2023-01-06-15,RIAL,spontaneous,62,803,50,0.28760016980116276,-0.42719173758908274,0.2877296914897665,0.5950588203609732,0.059311669535413225,1.1293704010565138
2023-01-06-15,AVDL,spontaneous,62,803,50,0.19671985547824739,-1.9929459043872677,0.22170344305484987,-1.9387180272304416,0.05431559552022891,0.7337813132103346
2023-01-06-15,AWCR,spontaneous,62,803,50,0.3481622104320875,0.6162164875490789,0.3334662713049517,2.350213622741794,0.024204872522412955,-1.6503854162842735
2023-01-06-15,ASGR,spontaneous,62,803,50,0.30296308452867454,-0.16250792869185232,0.24771865671272583,-0.9403764946739541,0.03710086146789815,-0.6292811475496372
2023-01-06-15,ADLL,spontaneous,62,803,50,0.19236353431241118,-2.0679998703438893,0.2249696267239175,-1.8133772611437193,0.04930291484177622,0.336877309941658
2023-01-06-15,OLLL,spontaneous,62,803,50,0.36248161749764835,0.8629219643734246,0.28329835668542513,0.4250050342181199,0.04185787212940475,-0.2526210935270947
2023-01-06-15,RICL,spontaneous,62,803,50,0.33057446916476907,0.3132016995937457,0.2816606886307799,0.36215903737202704,0.03157401052074574,-1.0668971472728028
2023-01-06-15,AINR,spontaneous,62,803,50,0.2746371902967017,-0.6505276637953983,0.28265710793366877,0.4003969233643169,0.02580332056209097,-1.523820317355808
2023-01-06-15,AWCL,spontaneous,62,803,50,0.31887414699105787,0.11161978019945754,0.27576410872256324,0.13587603620864283,0.021966249714453094,-1.827639546615612
2023-01-06-15,AIZR,spontaneous,62,803,50,0.2100367182951753,-1.7635130112505064,0.23769961268116244,-1.3248602780771226,0.03512899406274971,-0.7854135878989031
2023-01-06-15,AVL,spontaneous,62,803,50,0.3500571847526201,0.648864525360732,0.32175383967881377,1.9007455886377713,0.055315569876194674,0.8129592721724724
2023-01-06-15,URYDL,spontaneous,62,803,50,0.3412244195231145,0.4966870261356736,0.2686831369117414,-0.13585835515834868,0.036145548666221,-0.7049228051140917
2023-01-06-15,RMEL,spontaneous,62,803,50,0.3533288979674909,0.7052320526620869,0.3224516856735234,1.9275256354599466,0.04002073700329091,-0.3980854334429511
2023-01-06-15,AVER,spontaneous,62,803,50,0.4299154904207975,2.024723266441952,0.27937773956566375,0.2745501905491806,0.033061187305750035,-0.9491425051162135
2023-01-06-15,IL2VL,spontaneous,62,803,50,0.2232594614419018,-1.5357016823314031,0.24592019378746663,-1.0093930423241682,0.05590804708730168,0.8598716115011409
2023-01-06-15,IL2VR,spontaneous,62,803,50,0.197601951149292,-1.977748499066405,0.2152348297192584,-2.1869529806656463,0.06342852624599885,1.4553430719945974
2023-01-06-15,AVAL,spontaneous,62,803,50,0.3745316885105508,1.0705296188939222,0.29616374476424795,0.9187181138205806,0.032028830803094745,-1.0308844821118068
2023-01-06-15,AWBL,spontaneous,62,803,50,0.2996018971391332,-0.22041698413222116,0.2713415705480922,-0.03384017665645105,0.04269455139062476,-0.1863728384452235
2023-01-06-15,IL1DL,spontaneous,62,803,50,0.34077736519430063,0.48898483910715695,0.25277120629605554,-0.7464834073184355,0.05507250588851039,0.7937134681903765
2023-01-06-15,ASHL,spontaneous,62,803,50,0.28228135565463336,-0.5188282539721876,0.29398925199493303,0.83527130948524,0.03668901828711179,-0.6618908862620319
2023-01-06-15,IL1DR,spontaneous,62,803,50,0.3237257608700437,0.19520702022292757,0.273747173450427,0.05847554751259313,0.05632814901904571,0.8931352780272876
2023-01-06-15,ADEL,spontaneous,62,803,50,0.1973977285856615,-1.981266998450358,0.23900861614743021,-1.2746268821949445,0.05793312798139858,1.0202174953442895
2023-01-06-15,AUAL,spontaneous,62,803,50,0.3246598788174314,0.21130070430952103,0.2831588630397341,0.4196519242320741,0.05120237404786534,0.4872764698528429
2023-01-06-15,AVKL,spontaneous,62,803,50,0.31850279868212145,0.10522191322042511,0.30832544784178045,1.3854270729932057,0.062430829976446174,1.3763454918906293
2023-01-06-15,AIBL,spontaneous,62,803,50,0.3933100760822364,1.3940577537289949,0.30403337040470474,1.2207173295818137,0.026460478497059344,-1.4717865589937578
2023-01-06-15,OLQDL,spontaneous,62,803,50,0.35866804220626086,0.7972188311110109,0.2896882744153881,0.6702200204694351,0.059372276073914286,1.1341692261360226
2023-01-06-15,OLQDR,spontaneous,62,803,50,0.3182604406099772,0.10104638671455646,0.2761938387349309,0.15236705276436444,0.04206866237978016,-0.23593072372483712
2023-01-06-15,CEPDL,spontaneous,62,803,50,0.2854347384304806,-0.4644994121588895,0.256342598866288,-0.6094301592146161,0.04036253693597837,-0.3710217183765263
2023-01-06-15,RMDR,spontaneous,62,803,50,0.3400029551498679,0.47564272246820527,0.2712623460713303,-0.03688043942679016,0.03187755589668448,-1.0428624276064045
2023-01-06-15,OLLR,spontaneous,62,803,50,0.31060953085323256,-0.03076922066609736,0.2760465480856249,0.14671473045430358,0.03530520574950945,-0.7714611483991556
2023-01-06-15,RMDL,spontaneous,62,803,50,0.3785254274424813,1.1393367463820097,0.2797216850762679,0.287749201431357,0.035491344791884746,-0.7567226609864366
2023-01-06-15,AVJL,spontaneous,62,803,50,0.218554549254332,-1.61676143566733,0.23767239002205165,-1.3259049556867066,0.04395892445985459,-0.08625979215452521
2023-01-06-15,AVEL,spontaneous,62,803,50,0.42115497385887113,1.873790521409818,0.27833044164802595,0.23435982264031655,0.034328167385453336,-0.8488230357637128
2023-01-06-15,AWAL,spontaneous,62,803,50,0.33241740048079954,0.34495310151940983,0.2665622172328349,-0.21724927627529608,0.051311563469158106,0.49592208707956537
2023-01-06-15,URXL,spontaneous,62,803,50,0.3447650343557234,0.5576873920398553,0.25744401679744755,-0.5671629197508299,0.052523034340707916,0.5918463379157342
2023-01-09-08,IL2DR,spontaneous,42,802,50,0.2504510813431516,-1.0984082274809865,0.27639316289965604,0.04613055064290508,0.03963663615754434,0.5708166551881768
2023-01-09-08,RMDVR,spontaneous,42,802,50,0.3226249243864546,-0.10510536024185779,0.24339059325788542,-0.9245297622408832,0.03311812430580161,-0.2619941225276584
2023-01-09-08,IL1DL,spontaneous,42,802,50,0.2744166257547764,-0.7685789849847684,0.2544623758082897,-0.5988902732189588,0.03747372570208582,0.29448132290546486
2023-01-09-08,SMDVL,spontaneous,42,802,50,0.3306415043059048,0.005223970768877824,0.27000167680775344,-0.14185365655974683,0.03906763635711084,0.4981207428239931
2023-01-09-08,RIAL,spontaneous,42,802,50,0.3136699570768117,-0.22834938230902305,0.32310687007135397,1.4200581602631017,0.0440581655057049,1.1357151134383552
2023-01-09-08,OLLR,spontaneous,42,802,50,0.4354662626810741,1.4478897435923193,0.28302066662538916,0.2410564279272123,0.023364382939081253,-1.5081406538231104
2023-01-09-08,URYVL,spontaneous,42,802,50,0.2922392102418179,-0.5232931095746373,0.29232944121856874,0.5148429287136275,0.04480628453017841,1.2312954545907957
2023-01-09-08,RIVL,spontaneous,42,802,50,0.365668379598652,0.48728636611394005,0.3182229800148883,1.276414853037142,0.03301679218695678,-0.2749404026943803
2023-01-09-08,RIBR,spontaneous,42,802,50,0.41962470260740253,1.2298680008221878,0.2849672152704495,0.29830765222177014,0.030400068300961824,-0.6092553359379919
2023-01-09-08,OLQDL,spontaneous,42,802,50,0.3760556175546558,0.6302422183913812,0.2729500554626976,-0.05513694998894108,0.026064468415084655,-1.1631753709006833
2023-01-09-08,IL2R,spontaneous,42,802,50,0.3067153670306816,-0.3240629253601958,0.2568305595439594,-0.5292380615644442,0.030802633252547836,-0.5578232854889539
2023-01-09-08,OLQDR,spontaneous,42,802,50,0.3069412193157367,-0.32095460089168776,0.23836926241388642,-1.0722154309943903,0.029106738291743872,-0.7744923095475539
2023-01-09-08,AVDR,spontaneous,42,802,50,0.2105374463715738,-1.6477253538451333,0.22352553000802233,-1.5087942216108368,0.04096370225247506,0.7403637806266452
2023-01-09-08,AVL,spontaneous,42,802,50,0.2704345221199016,-0.8233832574383121,0.2772489144717496,0.07129962377070771,0.047478581962728965,1.572710512767834
2023-01-09-08,URYDR,spontaneous,42,802,50,0.3080395568799219,-0.3058385726230111,0.2965321500255827,0.6384515655517847,0.041829977390562746,0.8510398502381196
2023-01-09-08,AWBR,spontaneous,42,802,50,0.32008764752492647,-0.14002499698647858,0.30565960491786576,0.9069051531888718,0.037407580547671314,0.286030560102088
2023-01-09-08,SAAVL,spontaneous,42,802,50,0.35864033154777214,0.390561846735848,0.31266248556223064,1.1128714882691468,0.038537208888412736,0.43035286531216405
2023-01-09-08,RMER,spontaneous,42,802,50,0.4279075012619349,1.3438612053599472,0.27952579898925195,0.1382665739854521,0.02327425406646381,-1.5196555974492565
2023-01-09-08,AWCL,spontaneous,42,802,50,0.27839083705361106,-0.7138833319380248,0.3242226659634983,1.4528755681661658,0.05016388526537954,1.915787212288667
2023-01-09-08,CEPVR,spontaneous,42,802,50,0.4163455781499196,1.184738580130297,0.259969901270181,-0.4369048143264299,0.025906783569639522,-1.1833213247251062
2023-01-09-08,AVJR,spontaneous,42,802,50,0.26349976701145944,-0.9188238193145021,0.2054700721576107,-2.0398351846805336,0.03862820834300235,0.4419790352528131
2023-01-09-08,RIMR,spontaneous,42,802,50,0.42970065090705784,1.368539684553868,0.3152382823548793,1.1886299442868535,0.03637863568361333,0.15457166396864847
2023-01-09-08,CEPVL,spontaneous,42,802,50,0.43834041718546196,1.4874457072173108,0.2716742295226462,-0.0926611070348267,0.018253021263637675,-2.161172693793249
2023-01-09-08,RMEL,spontaneous,42,802,50,0.304215334104989,-0.3584699870957434,0.2524410818795863,-0.6583398802817394,0.038324864383939436,0.4032235456244483
2023-01-09-08,AVAL,spontaneous,42,802,50,0.44622236695578393,1.5959221714898069,0.32725886710353913,1.5421752796904478,0.0358508395509912,0.08713996825623935
2023-01-09-08,CEPDR,spontaneous,42,802,50,0.19687712867748594,-1.8357274354967061,0.21400769642026898,-1.7887294941834133,0.04074929038367259,0.7129703326633415
2023-01-09-08,AVJL,spontaneous,42,802,50,0.25527511966822436,-1.0320167080895184,0.23975848639212213,-1.0313560495578245,0.03597290791564093,0.10273552933069885
2023-01-09-08,IL2DL,spontaneous,42,802,50,0.24720874891847433,-1.143031292544073,0.2591099489278382,-0.4621974390748719,0.0415567735531497,0.8161350889236054
2023-01-09-08,URXL,spontaneous,42,802,50,0.23097875730373346,-1.36639888011339,0.23724008310081424,-1.1054264675053567,0.04170631344129238,0.8352404358764303
2023-01-09-08,URBL,spontaneous,42,802,50,0.3664493761877951,0.4980349436953552,0.2814827184231321,0.1958228203807121,0.03129278188229234,-0.49520146768482726
2023-01-09-08,AWBL,spontaneous,42,802,50,0.3705452496026292,0.5544049890643156,0.30180220165456173,0.7934525251323387,0.022243005881516825,-1.6514087678748244
2023-01-09-08,RIH,spontaneous,42,802,50,0.39833017737339627,0.9367990428792996,0.2986786417923514,0.7015834486914873,0.024685039768120132,-1.3394123818029329
2023-01-09-08,AVDL,spontaneous,42,802,50,0.19975746390285135,-1.796086408812721,0.21210228340417522,-1.8447708514004444,0.042803899091079595,0.9754689388536322
2023-01-09-08,AWAR,spontaneous,42,802,50,0.27374830958744534,-0.7777767820985219,0.2757669065049185,0.027711311333367877,0.047063206565608126,1.5196417885884426
2023-01-09-08,AVER,spontaneous,42,802,50,0.4291815024608885,1.3613948295986822,0.29712648451116813,0.6559319285658761,0.03251631246394479,-0.3388821300138124
2023-01-09-08,CEPDL,spontaneous,42,802,50,0.35166560340104425,0.29457115018666213,0.2442772319345867,-0.8984522481356648,0.027910330503310758,-0.9273464154250911
2023-01-09-08,RIVR,spontaneous,42,802,50,0.35987046423557034,0.40749172429746566,0.3278920930311034,1.5607995045204353,0.03515182015237225,-0.0021673617360604665
2023-01-09-08,IL1DR,spontaneous,42,802,50,0.40950048788115667,1.0905320434713932,0.2928860582289708,0.5312139582224771,0.026412981576122263,-1.1186490245060938
2023-01-09-08,AVBR,spontaneous,42,802,50,0.36185549576359116,0.4348110054276133,0.30748344233827596,0.9605472368314699,0.0354614264688141,0.037388212150445896
2023-01-09-08,IL2L,spontaneous,42,802,50,0.2915552967298348,-0.5327055673813916,0.29526457817863216,0.6011701750746499,0.04171743649333439,0.836661526737714
2023-01-09-08,URXR,spontaneous,42,802,50,0.23063360998726284,-1.371149019563003,0.20532447780807944,-2.0441173559903474,0.04407800300990333,1.1382495703320743
2023-01-09-08,OLLL,spontaneous,42,802,50,0.43069138323956774,1.3821747803871072,0.2869604016581009,0.35693056988163296,0.021854214766521662,-1.701081060909248
2023-01-09-15,ASEL,spontaneous,83,803,50,0.33939946129866455,0.496679430909864,0.3637837284152002,2.8010885996405657,0.04209819777558784,1.0541415592136452
2023-01-09-15,AIBL,spontaneous,83,803,50,0.42784447630305317,1.8131853324609268,0.26595289590713045,0.19729633325751525,0.03227768606317141,-0.45537633202377065
2023-01-09-15,AINL,spontaneous,83,803,50,0.2650285042859407,-0.6103338225379769,0.2881715511500982,0.7886514429699724,0.042920746566101335,1.180576123119918
2023-01-09-15,AIZR,spontaneous,83,803,50,0.25940389995161905,-0.69405617590811,0.28399797973140467,0.6775707876735442,0.04802326662993687,1.9648881378410312
2023-01-09-15,AWBL,spontaneous,83,803,50,0.3100512957046774,0.05983137110383861,0.29920921915229315,1.0824217589963463,0.032469519142312844,-0.4258895319898138
2023-01-09-15,AVJR,spontaneous,83,803,50,0.20069295011822177,-1.5679698943635891,0.1605343738177531,-2.6084442038805076,0.03872586845254748,0.535778402858181
2023-01-09-15,RMDVL,spontaneous,83,803,50,0.2769556280573421,-0.43279833528863054,0.2052973888405246,-1.4170652761108127,0.03846883302201862,0.4962693026781291
2023-01-09-15,URBR,spontaneous,83,803,50,0.2466705209103396,-0.8835927897432616,0.2467874201002505,-0.3127976361808938,0.035415790947082415,0.02698401798263274
2023-01-09-15,CEPVR,spontaneous,83,803,50,0.24188861603386488,-0.9547715440260486,0.20786703558679628,-1.348673480255179,0.03484945098438963,-0.0600685034380799
2023-01-09-15,RIBR,spontaneous,83,803,50,0.3953254977797758,1.329139655763573,0.26068014897511266,0.056960844616442824,0.03919396538095285,0.6077299170921899
2023-01-09-15,OLLR,spontaneous,83,803,50,0.3350794843437967,0.43237648341908774,0.29279365112932165,0.9116697989607446,0.024478810946109757,-1.6541470137843162
2023-01-09-15,AWCL,spontaneous,83,803,50,0.34933727096589645,0.6446039360360468,0.34233966413441613,2.230349423629559,0.04535610050801367,1.5549161223446295
2023-01-09-15,SAAVL,spontaneous,83,803,50,0.36420893964795303,0.8659690359782891,0.2654590760320784,0.1841531928110647,0.03563825192354367,0.06117865405702706
2023-01-09-15,ADEL,spontaneous,83,803,50,0.2905556954514182,-0.23036104716216066,0.3213578659372919,1.6719135759536687,0.04264773611078792,1.1386114904348998
2023-01-09-15,RMDVR,spontaneous,83,803,50,0.262784184605587,-0.6437405680058389,0.22323630418891657,-0.9396165224411517,0.040922416762556285,0.8734114173103099
2023-01-09-15,URYVR,spontaneous,83,803,50,0.29442971434147364,-0.17269619481038898,0.265310410798441,0.18019643014533504,0.03398999529254734,-0.19217605358961215
2023-01-09-15,IL1L,spontaneous,83,803,50,0.32554939080671863,0.29052084143322376,0.2692302134729554,0.2845229663506397,0.022007020976652455,-2.034087620907617
2023-01-09-15,ADAL,spontaneous,83,803,50,0.24216100701171892,-0.9507169986132143,0.2664667207929454,0.2109719121078723,0.046703271841574225,1.7619907932093561
2023-01-09-15,AWAR,spontaneous,83,803,50,0.28249107677893176,-0.35040306508211305,0.32156833984956606,1.677515392180774,0.04298905489818712,1.191075845784442
2023-01-09-15,OLLL,spontaneous,83,803,50,0.3548359274514367,0.7264515530380519,0.30458731636963643,1.2255611720358863,0.026956851432606326,-1.2732456352087165
2023-01-09-15,OLQVR,spontaneous,83,803,50,0.32772676089633207,0.32293104084010527,0.2840682850558697,0.679441981605298,0.021411571630721042,-2.1256145664814046
2023-01-09-15,RIVR,spontaneous,83,803,50,0.32321577278365227,0.2557848882629931,0.2793911304268685,0.5549583322336497,0.030179239025430165,-0.7779301296308345
2023-01-09-15,URYVL,spontaneous,83,803,50,0.39518695165742157,1.327077393829338,0.26601014879864754,0.198820133396372,0.027664538018289046,-1.1644666231001988
2023-01-09-15,IL2DR,spontaneous,83,803,50,0.19101586402596585,-1.7120135236132477,0.2190710375830386,-1.050476143051188,0.032094224056351164,-0.4835764085337697
2023-01-09-15,URYDR,spontaneous,83,803,50,0.3035406238282463,-0.037080116196590004,0.2520405448343476,-0.17298439728343956,0.028553389874754607,-1.027840567423492
2023-01-09-15,ASGR,spontaneous,83,803,50,0.3578624900655494,0.7715020009654496,0.23345584305630374,-0.6676209195548248,0.039003995555429445,0.5785295191067912
2023-01-09-15,ASER,spontaneous,83,803,50,0.3385035739657998,0.48334412918841824,0.35174096248352976,2.480567348876823,0.04572411671814916,1.6114841576703793
2023-01-09-15,FLPR,spontaneous,83,803,50,0.23121920157930934,-1.1135860017410437,0.21020211689749732,-1.2865247025916808,0.04206876389011127,1.0496172555890857
2023-01-09-15,CEPDR,spontaneous,83,803,50,0.34172653288320665,0.5313179402054917,0.24848872843664901,-0.26751688597689205,0.03284857174364905,-0.367625085065561
2023-01-09-15,AWBR,spontaneous,83,803,50,0.305664410271832,-0.005467510483583321,0.2656109489629158,0.1881953291463018,0.03125559207508788,-0.6124831312130217
2023-01-09-15,AQR,spontaneous,83,803,50,0.26381128748265853,-0.6284521201594833,0.29650301776633614,1.0103955269856078,0.03749619031509542,0.3467636953454858
2023-01-09-15,AVER,spontaneous,83,803,50,0.38430556243199326,1.165107687208341,0.26411756184354357,0.14844845454195074,0.029930975538903493,-0.8160908880136355
2023-01-09-15,IL2VR,spontaneous,83,803,50,0.2812352812219684,-0.36909560826051424,0.2833903414286572,0.6613983410849755,0.04220655323737251,1.070796954876017
2023-01-09-15,RICL,spontaneous,83,803,50,0.3568050505652567,0.755761991846796,0.2577844191795697,-0.020109733787843365,0.043748651876779544,1.307834041578397
2023-01-09-15,CEPDL,spontaneous,83,803,50,0.25994900067169846,-0.685942340268095,0.24956064644323706,-0.2389875180445436,0.030122720872393746,-0.7866175754265868
2023-01-09-15,RMDDL,spontaneous,83,803,50,0.2836454059680144,-0.3332208509156668,0.20538598853071688,-1.4147071730239604,0.03093934299001397,-0.6610940046569129
2023-01-09-15,RMER,spontaneous,83,803,50,0.4144044493864327,1.613130250194753,0.24326289532356618,-0.4066037515019416,0.034006151345139825,-0.18969269517059104
2023-01-09-15,AINR,spontaneous,83,803,50,0.27848173159137357,-0.41008225220773903,0.2321172762848657,-0.7032472115749832,0.04103922086433683,0.8913654594794901
2023-01-09-15,AVAR,spontaneous,83,803,50,0.43899097223733385,1.9791011579980395,0.2565409292062837,-0.053205532860184514,0.03071544734913095,-0.6955091640274451
2023-01-09-15,RIBL,spontaneous,83,803,50,0.4084776602064266,1.5249098690648515,0.2544150781182477,-0.10978559540900817,0.04013727686252145,0.7527270007611732
2023-01-09-15,OLQDR,spontaneous,83,803,50,0.2771751578813638,-0.4295306292582031,0.2638182570972664,0.14048238327721013,0.025149234745057147,-1.5510956913218712
2023-01-09-15,AVDL,spontaneous,83,803,50,0.33258334638856213,0.39522141765321217,0.24907463708036304,-0.2519227797406631,0.043626732465733904,1.2890937215572078
2023-01-09-15,ASIL,spontaneous,83,803,50,0.3292957042711214,0.3462847958483116,0.3279249880024841,1.8466991850235956,0.03797287650517516,0.4200354711452533
2023-01-09-15,AWCR,spontaneous,83,803,50,0.2682125759745223,-0.5629388487367815,0.2634760608557314,0.13137474405497654,0.037752197367129814,0.3861147227303689
2023-01-09-15,AUAR,spontaneous,83,803,50,0.3523934891210142,0.6900958073126855,0.24635793855119442,-0.32422839586388236,0.03954836854029779,0.6622054806278318
2023-01-09-15,CEPVL,spontaneous,83,803,50,0.2366106111885957,-1.033334756739249,0.209829132625506,-1.2964517730049208,0.03690725092123211,0.25623739916815136
2023-01-09-15,SMDVL,spontaneous,83,803,50,0.28465569546849345,-0.31818267053218513,0.2779936474565263,0.5177639707292768,0.038423643111289034,0.48932312912349846
2023-01-09-15,AUAL,spontaneous,83,803,50,0.2521890232707838,-0.8014497664774761,0.26728473942223063,0.23274368411558166,0.040441884061643875,0.7995483915746137
2023-01-09-15,ASIR,spontaneous,83,803,50,0.3061321127051606,0.0014942500364002465,0.3031501181667515,1.1873097796067904,0.03746777854671543,0.3423965020721389
2023-01-09-15,AIBR,spontaneous,83,803,50,0.42217626695970784,1.7288139176178097,0.2615025412922768,0.07884902342947885,0.03018766143039647,-0.776635515729218
2023-01-09-15,OLQVL,spontaneous,83,803,50,0.3309398698570969,0.3707582350461732,0.2714752837451748,0.3442760775368217,0.024866544112209933,-1.5945482710309888
2023-01-09-15,RIVL,spontaneous,83,803,50,0.33002102466245775,0.3570812050711742,0.29814860405785754,1.05419322091994,0.03325669112949491,-0.30489276186938363
2023-01-09-15,IL2DL,spontaneous,83,803,50,0.26131888019905375,-0.6655516547999797,0.25966783828499307,0.03001794043648655,0.027771872357470966,-1.1479681849246808
2023-01-09-15,OLQDL,spontaneous,83,803,50,0.3049419422010108,-0.016221462855813055,0.28964331210782873,0.8278227318311524,0.023988918728319566,-1.7294486975649375
2023-01-09-15,URBL,spontaneous,83,803,50,0.22210387251735952,-1.2492678658239589,0.23515762589809017,-0.6223275402703199,0.02952638348241416,-0.8782810228872601
2023-01-09-15,SAAVR,spontaneous,83,803,50,0.3284850743147276,0.33421855196205563,0.25146414474780904,-0.18832543087372303,0.037746932679245074,0.38530548378371116
2023-01-09-15,AVAL,spontaneous,83,803,50,0.4294048346063154,1.8364112984995669,0.2561400864661578,-0.0638740634248142,0.02912472292281384,-0.9400205552737985
2023-01-09-15,IL1R,spontaneous,83,803,50,0.37388384459033003,1.0099801987662975,0.24298198246704417,-0.4140803179850006,0.04238540632267724,1.098288590757796
2023-01-09-15,AVDR,spontaneous,83,803,50,0.1968167225958146,-1.6256676222541944,0.19987109968018832,-1.561487329860343,0.04023631225625414,0.7679498020858968
2023-01-09-15,ASGL,spontaneous,83,803,50,0.38001517534483503,1.1012451855184264,0.25499454121392456,-0.09436303905844938,0.041164533336134665,0.910627329299863
2023-01-09-15,SMDVR,spontaneous,83,803,50,0.25796028871906346,-0.7155443593530508,0.22315873423063304,-0.941681066433105,0.0353663750275886,0.019388261593120515
2023-01-09-15,ADLL,spontaneous,83,803,50,0.22941291367351885,-1.1404726350663419,0.2628434227187626,0.11453692057716411,0.043922742502065376,1.3345936363185993
2023-01-09-15,RMEL,spontaneous,83,803,50,0.42273366269495716,1.7371107648162494,0.2726666162274076,0.3759836918379963,0.032978856345431524,-0.3475989455829584
2023-01-09-15,AVHL,spontaneous,83,803,50,0.2878429252168896,-0.27074068894447867,0.20808298922212032,-1.3429258198178864,0.03091211404203477,-0.665279385759021
2023-01-09-15,RID,spontaneous,83,803,50,0.38358044464207885,1.1543142937118889,0.25623093101888594,-0.061456212755732,0.040754853061723,0.8476550808039349
2023-01-09-15,RIH,spontaneous,83,803,50,0.28463688028982453,-0.31846273486091115,0.24868783948343318,-0.2622174952789209,0.027953724264989512,-1.1200155979319046
2023-01-09-15,RIML,spontaneous,83,803,50,0.42642097529682493,1.7919964901562435,0.2591363378971383,0.015871923644064,0.02739526717336333,-1.2058564375932732
2023-01-09-15,RMDDR,spontaneous,83,803,50,0.2974554268743018,-0.12765840036072254,0.2563438946741455,-0.05844965659744851,0.03428601163818823,-0.14667516901975014
2023-01-09-15,URXL,spontaneous,83,803,50,0.2520635009446832,-0.8033181689315843,0.2270403130964628,-0.8383718665306126,0.03414219146333586,-0.1687818711365107
2023-01-09-15,ADER,spontaneous,83,803,50,0.1846924841120102,-1.806137166127854,0.1918969385865681,-1.7737216373292926,0.039100425089856096,0.5933517719306114
2023-01-09-15,URYDL,spontaneous,83,803,50,0.38644979609838537,1.1970246502612572,0.26272635079653894,0.11142102185810326,0.029585959545531552,-0.8691235435421166
2023-01-09-15,RIAL,spontaneous,83,803,50,0.24179963780266708,-0.9560959868618112,0.2479108484147369,-0.2828973084201735,0.02037264593343408,-2.2853085797514208
2023-01-09-15,RIMR,spontaneous,83,803,50,0.42758916161370963,1.8093849679603753,0.25405218338388624,-0.11944413023506688,0.02786056707585946,-1.1343348562157074
2023-01-09-15,URADR,spontaneous,83,803,50,0.15645089469345264,-2.2265138163762397,0.17130348257590566,-2.3218216598272035,0.03473717659903175,-0.07732627965060904
2023-01-09-15,AVL,spontaneous,83,803,50,0.2839772979803574,-0.32828063135772384,0.23344034478536219,-0.6680334099424191,0.03154772100732381,-0.5675797837427794
2023-01-09-15,RICR,spontaneous,83,803,50,0.34771087949348156,0.6203950648909599,0.27024721721879824,0.31159077739159935,0.04074116605601771,0.8455512413508961
2023-01-09-15,ADLR,spontaneous,83,803,50,0.27404336324028744,-0.47614745811190917,0.30419673697391336,1.2151658029695094,0.03649223190666493,0.1924445290979701
2023-01-09-15,IL1DL,spontaneous,83,803,50,0.17511531352017157,-1.9486935510602463,0.18895694214813658,-1.8519703835918804,0.03938786738105619,0.637534732449483
2023-01-09-15,URXR,spontaneous,83,803,50,0.2099800173079174,-1.4297317046507052,0.20556117589629902,-1.4100445171313698,0.04081202520710054,0.8564430522309946
2023-01-09-15,RMEV,spontaneous,83,803,50,0.3067450949837744,0.010618504097538912,0.28152984444080575,0.6118807447975578,0.03628651186022764,0.160823153371626
2023-01-09-15,IL1DR,spontaneous,83,803,50,0.25711078918461056,-0.7281891777231605,0.2477257368016651,-0.2878241006612014,0.03196647094332551,-0.5032134310658722
2023-01-09-15,FLPL,spontaneous,83,803,50,0.21439110730616717,-1.3640725376000746,0.24533024817161728,-0.3515806343553468,0.04703553551814527,1.8130632809859537
2023-01-09-15,SMBVR,spontaneous,83,803,50,0.32265309819881766,0.24740946527786722,0.3020043379104475,1.1568145492805768,0.02647618952685194,-1.3471285211132416
2023-01-09-22,AVDR,spontaneous,81,802,50,0.23461642162030402,-1.098559376054231,0.24189780767862365,-0.47513974751318105,0.02966605521339873,0.639370498794328
2023-01-09-22,URYVL,spontaneous,81,802,50,0.3394688407931629,0.7929998517407689,0.27490511880784796,0.7227134141469836,0.03319135549367819,1.581094223374511
2023-01-09-22,AIYR,spontaneous,81,802,50,0.3291597998004677,0.6070226299152839,0.2706062400371817,0.5667047799726871,0.028250641748130995,0.26126698012691646
2023-01-09-22,OLQDL,spontaneous,81,802,50,0.3358578013068218,0.7278559560042295,0.24644255886843544,-0.3102082703516003,0.025221479711420604,-0.5479218913928928
2023-01-09-22,AIZL,spontaneous,81,802,50,0.2685415025757987,-0.486543931477163,0.2840850587564368,1.0558583967303017,0.014752100102008043,-3.3446377385428714
2023-01-09-22,RMDL,spontaneous,81,802,50,0.2865177618242903,-0.162248513870611,0.2696828026406006,0.5331927377236442,0.0250120809912722,-0.6038591809802775
