neuron,n_recordings_basic,FCS_z,FCV_z,Metastability_z,FCS,FCV,Metastability,cluster_label,cluster_sort,n_recordings_te,NetTE_z,NeighborNetTE_z,NetTE,NeighborNetTE
URADL,8,-0.8809432631674277,-0.6890873337668468,0.2859413140211086,0.2589203131054078,0.2643433532689276,0.0348221805886537,M3,3,8,-0.8596867862710584,0.5943354112279766,-0.0100289198660883,0.0021109457362719
URADR,4,-1.4540226872828936,-0.9938860715760924,0.1317179372595401,0.2238256407771314,0.2549562871884686,0.040569499259718,M3,3,4,-1.0778733786692591,-0.7780328146506766,-0.0133614981134376,-0.0004230222616006
URAVL,7,-0.4416669686267963,0.0673733952438147,0.0521322907189012,0.28492795255798,0.2820228559585268,0.0363280945131158,M3,3,7,-0.3337632732580025,0.801009999753281,-0.0041988114912157,0.003100153629553
URAVR,2,-1.1747090418028572,-0.6900259894302172,-0.4871563933476637,0.2259999566858094,0.2497707905955836,0.0281669244686282,M3,3,2,-0.7320775499870052,-0.9040120137326392,-0.0093474534084207,-0.0017175411081728
IL1L,15,0.0763847410485696,0.4113059788983746,-0.9744058766938624,0.3132040067427242,0.2875354355233786,0.0316486134803904,M5,4,15,-0.0766201915567913,-0.2604379538188244,-0.0011165665982161,0.0012818500672724
IL1R,13,0.9959504748631796,0.278162785466351,0.2167538448549455,0.3715077849827283,0.2774475767298586,0.0328949173841852,M5,4,13,0.7870533070725132,-0.0742940846312715,0.0091700627337153,0.0014049757078756
IL1VR,12,0.4204360047442794,0.2935543438787852,-0.3309529163429495,0.3317556381043695,0.2789973066939831,0.0343476701357455,M5,4,12,0.4708614096620396,-0.1295009859900413,0.0044607789788797,0.0014043311404303
RIAL,12,-0.1837594436558873,0.8465014290592711,-0.0379766404264025,0.300439999414538,0.3010095939016118,0.0340308209907869,M5,4,12,-0.000812023130925,0.5646113975826365,2.393917602141144e-05,0.0027751807332874
RIAR,8,-0.6538614239723901,0.2211037910996942,0.3217470227877921,0.2762740307853686,0.2873336376524244,0.0352592917220801,M5,4,8,-0.4273334049199001,-0.6355434809363878,-0.0046159112000853,1.1880088073269084e-05
RIVL,18,0.2225658229043851,1.1698026739271312,-0.3723543772330284,0.3247587544281469,0.3116425105669365,0.0315607940772184,M5,4,18,0.7485732813203636,-0.0934838537776352,0.0089060890867724,0.0014906534557212
RIVR,16,0.0981208101907557,1.1795305985740885,-0.4097446326141712,0.3164091599563247,0.3125394040200995,0.0303846290745015,M5,4,16,0.4700242712550891,0.0466141892165757,0.0053439475837439,0.0017766218685239
RMDDL,16,0.0296303694832981,-0.4230037409606713,-0.4593019462631558,0.311582021647975,0.2614064477560425,0.0293952902405264,M5,4,16,-0.5524674764449905,-0.0744872539949478,-0.0066317251077768,0.0015712058909729
RMDDR,12,-0.6153954335504296,-0.8163818557598909,-0.1027906919610748,0.2665999960303936,0.2431975809919437,0.0315064663601046,M5,4,12,-0.942716171578212,0.17479583168,-0.0116117523876625,0.0020675840174864
RMDL,14,0.2795757998329455,0.7687535005908178,-0.3882559505063622,0.328496120471514,0.3005877346415047,0.0307186085523024,M5,4,14,0.6756667893431924,-0.0995557832409686,0.0077740651365826,0.0013650838628343
RMDR,5,0.0782728225783796,0.2214293347063168,0.0136247956751461,0.3077435130706229,0.2777035488588672,0.0343867239589876,M5,4,5,-0.2372444627302236,0.1406319257513246,-0.0023789357861373,0.0016868219526128
RMDVL,14,-0.1755209417227073,-0.282837641376843,-0.229082894359921,0.2978390873610715,0.2643533889785668,0.0341060868656329,M5,4,14,-0.2544299246126703,0.2354513088499852,-0.003237156578865,0.0021318504535505
RMDVR,14,-0.4799866813668044,-0.3759817258830704,-0.3568643833473587,0.2812703243916032,0.2592125326069879,0.0325330410706692,M5,4,14,-0.6623643266704505,0.1500614267984522,-0.0081283012576493,0.0019585329168993
RMED,3,1.478310368444708,0.8179836691275876,-0.1296351002567551,0.4125583198220051,0.3061367147623725,0.0431937976881467,M5,4,3,0.819458380045882,-0.1183745269188493,0.0097971756111028,0.0012967234478309
RMGL,6,-1.470420813415002,-1.4439115699115137,-0.1405108241389535,0.2042664801754617,0.2165616416352001,0.0289625386059149,M5,4,6,-1.035804132673779,0.3714297853095802,-0.0119244247588852,0.0027262064892754
SMDDL,6,0.3065103132549489,0.1203397458649834,-0.2598375257530504,0.3186867199433155,0.2724544321072679,0.0289908931569615,M5,4,6,-0.1053224143829397,0.15134744460093,-0.0005988650178808,0.0017500633030809
SMDDR,4,0.3387660425601925,-0.3923540879598239,-0.0435441133112214,0.3220711314299433,0.2550536332624897,0.0309232048624276,M5,4,4,0.0693327047672212,-0.4708360717320621,0.0011083779839393,0.0009773979629134
SMDVL,16,0.1854028045882689,0.5686583352756088,0.2449346790557313,0.3224401288297429,0.2929544528698112,0.0349480706527624,M5,4,16,0.623098006230089,-0.0788861518757795,0.0071663161134776,0.0013856719987956
SMDVR,12,-0.217310737455457,0.1706388679241026,0.1951861002508603,0.2917606718563386,0.2735408271185262,0.0335241484154087,M5,4,12,-0.3790456240667081,0.3481593816600853,-0.0043045265414427,0.0023683002268913
URYDL,13,0.3717420068168149,0.1840080143589056,0.1780844549181107,0.3335911005202415,0.2811142897878494,0.0332175531879088,M5,4,13,-0.1998626565562027,0.1743937092871985,-0.0026194249786749,0.0020885839047361
URYDR,13,-0.4307450669256278,-0.216299999755609,-0.1336361146085868,0.2858035778632538,0.2676802330914169,0.032442388949004,M5,4,13,-0.5307994278407288,-0.2389350010169011,-0.0063314549837498,0.0008248251253501
URYVR,12,0.0870292838664386,-0.2493184019559906,-0.4602700378989593,0.3082030912444376,0.2574287423566837,0.0295411464179789,M5,4,12,-0.4443696535519861,0.2266643979634323,-0.0056153229092981,0.0023969479492762
