Subject,Region,RegionID,Division,PostDCA,NeuronCount,RegionwiseMetastability,GlobalMetastability,TraceSource,MetastabilityDefinition
14,rSP,64,Tel,0.8449219250677052,895,0.15261192319368871,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lHb,16,Di,2.3676084202295034,532,0.16587282532274591,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lPT,24,Di,0.4045887279983318,437,0.05899551775567805,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lPrT,26,Di,-0.760839251044076,652,0.07883434222836856,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lTh,30,Di,-0.27932436463978083,1209,0.11477881654086057,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rHb,52,Di,1.269284446459516,452,0.23461000741480592,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rPT,60,Di,0.6955220273189893,435,0.07135166741596298,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rPrT,62,Di,-0.8729101402526896,624,0.07157661511701584,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rTh,66,Di,0.12267948011021526,1386,0.12052143891455618,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lTS,32,Mes,-0.038289558822681,251,0.26775811627889456,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lTeO,29,Mes,-0.22102994971595435,7219,0.09560688293593766,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rTS,68,Mes,-0.0707917864782934,203,0.24175119346273283,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rTeO,65,Mes,-0.9360345644680327,6806,0.14015781248608278,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lCb,1,Hind,-0.23156409707923123,1873,0.0877367043597525,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lMON,0,Hind,-0.1885718314625819,1151,0.17790060705941974,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lMOS1,2,Hind,0.20229532589358945,1898,0.08331842114527988,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lMOS2,3,Hind,-0.007147165310974443,1068,0.09441136792687867,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lMOS3,4,Hind,-0.5280442068802194,1413,0.10531814687025122,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
