Subject,StimulusIndex,Region,RegionID,Division,PostDCA,NeuronCount,FCV,NTimepoints,NWindows,TraceSource,FCVDefinition,WindowSize,Overlap
12,0,lOB,20,Tel,0.8396904821626903,223,0.15438378399773936,44,5,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,lT,11,Hind,-0.7772193815657938,1187,0.09025548309302736,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,laRF,12,Hind,-0.564318946902863,360,0.070200899767742,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,limRF,13,Hind,-1.4314709184810288,427,0.06783720308351313,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,lpRF,14,Hind,-0.6214145198808102,659,0.0763619436946379,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rCb,37,Hind,-0.5336652505464933,2225,0.1022140524398718,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMON,36,Hind,-0.20825183989935483,960,0.21266654470146104,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMOS1,38,Hind,0.16364639867929043,1381,0.06518704252933122,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMOS2,39,Hind,0.8422349936180663,388,0.06839446958253129,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMOS3,40,Hind,-0.5651363701456422,1340,0.0668369859144868,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMOS4,41,Hind,0.12590502818072719,1159,0.0658250915160087,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rMOS5,42,Hind,0.14031625821006288,1456,0.19151919620745553,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rNX,71,Hind,-0.6893400895121092,587,0.06586580127857468,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rRa,46,Hind,-0.7676411283127857,224,0.0870871524026575,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rT,47,Hind,-1.0407411074881572,1185,0.06536380245609862,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,raRF,48,Hind,-0.6631233902290617,228,0.06633293573255461,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rimRF,49,Hind,-1.54619502907132,298,0.07077609391086183,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,10,rpRF,50,Hind,0.10367599956677641,560,0.07096006306541594,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lOB,20,Tel,0.8396904821626903,213,0.4138443598336136,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lP,22,Tel,1.231407127758574,859,0.4378200245543138,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lPO,25,Tel,1.5972895725725633,558,0.4008691928660953,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lSP,28,Tel,1.3712731940440057,804,0.441402689569485,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rP,58,Tel,1.6274838194004198,1036,0.4317987209058517,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rPO,61,Tel,1.5828504374539252,530,0.404215165968656,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rSP,64,Tel,0.8449219250677052,789,0.41870724552930044,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lHb,16,Di,2.3676084202295034,420,0.3413955680247674,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lPT,24,Di,0.4045887279983318,320,0.4016313146804564,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lPrT,26,Di,-0.760839251044076,384,0.3911622386074011,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lTh,30,Di,-0.27932436463978083,764,0.41828708130139974,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rHb,52,Di,1.269284446459516,349,0.4276527193684707,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rPT,60,Di,0.6955220273189893,350,0.37616410666387023,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rPrT,62,Di,-0.8729101402526896,507,0.3484703112611141,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rTh,66,Di,0.12267948011021526,1006,0.3613068921185322,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lTS,32,Mes,-0.038289558822681,353,0.3752225388403966,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lTeO,29,Mes,-0.22102994971595435,7904,0.3967937703685672,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rTS,68,Mes,-0.0707917864782934,145,0.29650880824653514,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rTeO,65,Mes,-0.9360345644680327,7951,0.4203441842567315,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lCb,1,Hind,-0.23156409707923123,2094,0.34492124146635944,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMON,0,Hind,-0.1885718314625819,814,0.41194524264808813,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMOS1,2,Hind,0.20229532589358945,1271,0.3806193471381775,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMOS2,3,Hind,-0.007147165310974443,373,0.3731867068127546,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMOS3,4,Hind,-0.5280442068802194,1049,0.3709522570991874,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMOS4,5,Hind,0.1781221791123736,897,0.3513756656056294,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lMOS5,6,Hind,0.07904857777849517,997,0.3914096228784951,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lNX,35,Hind,0.5159242026090447,289,0.41933472382497095,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lRa,10,Hind,-0.07359117253107073,308,0.39346671060509575,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lT,11,Hind,-0.7772193815657938,1187,0.37016826461357294,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,laRF,12,Hind,-0.564318946902863,360,0.34352886953655815,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,limRF,13,Hind,-1.4314709184810288,427,0.36741920672044565,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,lpRF,14,Hind,-0.6214145198808102,659,0.3719725986484693,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rCb,37,Hind,-0.5336652505464933,2225,0.3587696997107775,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMON,36,Hind,-0.20825183989935483,960,0.311193413033894,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMOS1,38,Hind,0.16364639867929043,1381,0.3230619499489066,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMOS2,39,Hind,0.8422349936180663,388,0.3194727116790388,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMOS3,40,Hind,-0.5651363701456422,1340,0.3393120136223472,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMOS4,41,Hind,0.12590502818072719,1159,0.32979674481441423,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rMOS5,42,Hind,0.14031625821006288,1456,0.3345787170713604,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rNX,71,Hind,-0.6893400895121092,587,0.3578357795375763,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rRa,46,Hind,-0.7676411283127857,224,0.39646358301026563,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rT,47,Hind,-1.0407411074881572,1185,0.3338184043703698,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,raRF,48,Hind,-0.6631233902290617,228,0.3290089529247066,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rimRF,49,Hind,-1.54619502907132,298,0.32427887877841105,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,11,rpRF,50,Hind,0.10367599956677641,560,0.3339833647173402,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lOB,20,Tel,0.8396904821626903,213,0.4435650013366739,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lP,22,Tel,1.231407127758574,859,0.3090473177408055,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lPO,25,Tel,1.5972895725725633,558,0.32184116782910926,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lSP,28,Tel,1.3712731940440057,804,0.34768678076139903,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rP,58,Tel,1.6274838194004198,1036,0.32037305228842244,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rPO,61,Tel,1.5828504374539252,530,0.3055881668221651,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rSP,64,Tel,0.8449219250677052,789,0.35205432112507773,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lHb,16,Di,2.3676084202295034,420,0.283890759229148,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lPT,24,Di,0.4045887279983318,320,0.293245686352422,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lPrT,26,Di,-0.760839251044076,384,0.2528149568348101,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lTh,30,Di,-0.27932436463978083,764,0.3394012447068171,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rHb,52,Di,1.269284446459516,349,0.3155110764885332,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rPT,60,Di,0.6955220273189893,350,0.34717766816936124,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rPrT,62,Di,-0.8729101402526896,507,0.2761388847511218,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rTh,66,Di,0.12267948011021526,1006,0.27589893756769973,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lTS,32,Mes,-0.038289558822681,353,0.33955282834056966,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lTeO,29,Mes,-0.22102994971595435,7904,0.3564316331393149,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rTS,68,Mes,-0.0707917864782934,145,0.31198070583207405,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,rTeO,65,Mes,-0.9360345644680327,7951,0.37466622441913616,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lCb,1,Hind,-0.23156409707923123,2094,0.23350480991401945,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
