Tel,Di,Mes,Hind
0.025352283903585543,0.06147008743869889,-0.03389288418826278,-0.06731469126794652
0.0037929787725045406,-0.00953918116956432,-0.04127116789093576,-0.07872865404123948
-0.0421232636329448,0.0030901124852423735,-0.04811877685883776,-0.04224339126431641
0.0006621963306701157,-0.0014885872215144988,-0.04529655563359348,-0.0610986405605174
-0.015674042499295646,-0.007858209796352237,-0.08187179926848928,-0.0715901124222418
-0.007657133142486833,-0.020230192752129537,-0.06181516130530259,-0.0941449171790684
0.01653972113376597,-0.010714761042226429,-0.09622311045339936,-0.12220663389220758
-0.24252547255975526,-0.015281003314262012,-0.08194379520553854,-0.030529591119643845
-0.22901992062414794,-0.020861666986907643,-0.06739657141068055,-0.042401105086593525
-0.22869115127781442,-0.02375408381475116,-0.070992841599541,-0.012651999367431303
-0.26988901708065377,-0.05811765484975952,-0.09311636986882903,-0.020838277339872598
-0.2945265590136289,-0.04416622413010477,-0.11035167338820823,-0.042219783078944105
-0.1745610286700236,-0.019217666304128158,-0.08568037127339613,-0.04815823785730094
-0.2520994477460854,-0.06606615256064158,-0.11721431321344018,-0.07700760725594935
0.10547464131468995,-0.017789700572933262,-0.09134769098317722,0.06092327046549768
0.1024062238683499,-0.02941953353112998,-0.07882518329688132,0.054123682659994975
0.0820638430123931,-0.0314132137556297,-0.08954390936454348,0.04264316448124516
0.048953733848623095,-0.03869459697627867,-0.0344742848769402,0.04525731652044214
0.0635290555913324,-0.043606721917849194,-0.11123299071066474,0.039577716063775456
0.046831578922646874,-0.015751535696538723,-0.03470255666294687,0.06033810824635176
0.03396328132007195,-0.05065312976424218,-0.0772940718111102,0.05443552585911269
-0.026469748483135918,0.016317353397184577,,0.0928836615588254
-0.021832335055710625,0.02011347710111034,,0.08181735644585801
-0.03268349687063743,0.012360520588081556,,0.07728699843348916
-0.047905983626012984,-0.0079391352722851,,0.10064257431363452
-0.03998061769127403,0.008913383201153749,,0.09531333310159822
-0.03593156913689537,0.015210411591757317,,0.1085599686296094
-0.06386644661293543,-0.010554865475398549,,0.09039522156053577
-0.05436956591932375,-0.004683007014091241,,0.0036234451406826833
-0.03394476148975689,0.0005495592485547936,,-0.006545742241819124
-0.038964388587637476,-0.019777861713760458,,0.011923327487016066
-0.1084894756773132,0.01868623899344568,,0.013641636598980015
-0.012852317499841831,-0.053231933953419346,,-0.010617456610370923
0.008101543612431159,0.006181232207873422,,0.02183897794464082
-0.04400391309654429,-0.004675619760192826,,0.010614945268457398
-0.06102193874366105,-0.012321419416375516,,-0.019491271874711048
-0.06808464708405056,-0.02029915177430496,,-0.028470534156216015
-0.08317272638838476,-0.020379289192688697,,-0.00812316314117362
-0.12371362526818579,-0.03967316097894424,,0.018837171575935775
-0.08647209791154231,-0.032111266806084254,,-0.03343560071337302
-0.030113256973674632,-0.014394174337042097,,-0.012424931670794932
-0.10962197775585947,-0.040103579352884215,,-0.05941322118760456
0.07949374265885448,-0.005351873499140154,,-0.011468664821469039
0.082487048189821,-0.02762349412179642,,-0.01573393775023299
0.06050112856553705,-0.01199965918837051,,0.010258365338744507
0.03892540950655878,-0.04337197174254973,,0.013639920700770343
0.036777987932121115,-0.03148159126264065,,-0.009194978463242222
0.04294631386066099,-0.007656726524216558,,-0.01834386762736055
0.03660843670824745,-0.027347912316519327,,-0.04855455880063746
-0.013561639214017115,0.0026294828655927475,,0.1073677771300807
-0.035363559008220205,-0.014425326796506897,,0.10091380398771788
-0.01429203528409145,0.007750158044266968,,0.0953512803370916
-0.035710667434271766,-0.012266542602218834,,0.10748907233249871
-0.02515772458839059,-0.010542632253528028,,0.09784305305956006
-0.010710231364511078,0.008568185185425748,,0.07889327564306305
-0.026299147005896282,-0.008833367278407368,,0.10149234219004871
,,,-0.020716424270743657
,,,-0.03525868528644053
,,,-0.016351885450012132
,,,-0.04068769936883933
,,,-0.050425647749467034
,,,-0.027149735438643425
,,,-0.0422691962311528
,,,-0.026940256961761423
,,,-0.03982683698003902
,,,-0.023522092053896954
,,,-0.013171525225571802
,,,-0.023178281148571882
,,,0.01623180116830165
,,,8.198172657147398e-05
,,,0.04839762057894502
,,,0.010054522061372423
,,,0.022493012375449182
,,,0.036393623277575296
,,,0.016607373328575793
,,,0.0353856691795373
,,,0.026976947774391018
,,,0.10878045162584069
,,,0.05890368980636285
,,,0.07746579019734594
,,,0.09599970841380966
,,,0.06901873634945156
,,,0.06438586430376274
,,,0.08399814618869708
,,,0.04648086651163741
,,,0.03318943738235732
,,,0.012137654397325972
,,,0.037034216890460575
,,,0.044521422358431574
,,,0.06361492266078707
,,,0.02678348742630208
,,,0.004069668903845729
,,,-0.036611692371195825
,,,-0.004869888241435687
,,,-0.028971108919375592
,,,-0.016560965120753026
,,,0.008515918426289987
,,,-0.013293598024743501
,,,0.0018932042077435096
,,,-0.011702950428733983
,,,-0.021207391631750887
,,,-0.012922312892996562
,,,0.0069409852592516395
,,,0.0025678006174526804
,,,-0.017665085029188267
,,,0.07239818239624575
,,,0.06754404666366114
,,,0.06224481721895188
,,,0.0696997131066725
,,,0.048696466152178076
,,,0.05523440051698171
,,,0.06672918472427744
,,,0.1277432883052343
,,,0.12316275596629543
,,,0.10652697975281177
,,,0.11909597067890693
,,,0.10785274624276704
,,,0.10218991973456024
,,,0.11386565540109578
,,,-0.04553515639745331
,,,-0.05316656055571417
,,,-0.06356411760849634
,,,-0.10230594770785287
,,,-0.09327221400190629
,,,-0.06456006665851606
,,,-0.07208985993706601
,,,0.04912686467291228
,,,0.05935560481365007
,,,0.022438023659220298
,,,0.018610745405560816
,,,0.04111649408592408
,,,0.044390463672611666
,,,0.039129748194099784
,,,-0.02959671141518444
,,,-0.039735617353848986
,,,-0.03615028403445827
,,,-0.06617678568424165
,,,-0.033792917497301664
,,,0.008251229922749079
,,,-0.03593892398657465
,,,0.07601278585044235
,,,0.07356081453552027
,,,0.05707530731588726
,,,0.0885634998916427
,,,0.07920521696939604
,,,0.057009163635304116
,,,0.06716590892115802
,,,0.002281573463249491
,,,-0.011280542006048055
,,,-0.0011624962192970654
,,,-0.014022782201615552
,,,-0.014422142517129376
,,,-0.008480460738690524
,,,-0.021896995426359516
,,,-0.015148058568000847
,,,-0.022752107216449328
,,,-0.06022925252626692
,,,-0.06704599036522098
,,,-0.031888365846426604
,,,-0.03310806233797364
,,,-0.03238018122776926
,,,0.05941399705119656
,,,0.037654118222698395
,,,0.0004180171376494597
,,,-0.005841973285560486
,,,0.0238242784546919
,,,0.031008012871287287
,,,0.01469735334566725
,,,0.10929430492523608
,,,0.08376903691375971
,,,0.07212680123330668
,,,0.08489897957451359
,,,0.08469424061277424
,,,0.07754188057450653
,,,0.08553530550933854
,,,0.06661010495785676
,,,0.07540683374236795
,,,0.08335048450662005
,,,0.0761851902142349
,,,0.09943233066959435
,,,0.071473217422156
,,,0.09549228732129812
